Data Set 1:Time(s),Data Set 1:pH
63.5,9.1635503768920898
64,9.1900167465209961
64.5,9.2116708755493164
65,9.2325239181518555
65.5,9.2557821273803711
66,9.283050537109375
66.5,9.3175363540649414
67,9.3472108840942383
67.5,9.3776874542236328
68,9.4033517837524414
68.5,9.4242038726806641
69,9.4442539215087891
69.5,9.4659090042114258
70,9.4819488525390625
70.5,9.4971866607666016
71,9.51483154296875
71.5,9.532475471496582
72,9.552525520324707
72.5,9.5757846832275391
73,9.5910224914550781
73.5,9.6118745803833008
74,9.6279144287109375
74.5,9.6479654312133789
75,9.6720256805419922
75.5,9.6904716491699219
76,9.706512451171875
76.5,9.7257604598999023
77,9.7393941879272461
77.5,9.7522268295288086
78,9.764256477355957
78.5,9.7778911590576172
79,9.789118766784668
79.5,9.7987432479858398
80,9.8059616088867188
80.5,9.8139820098876953
81,9.8187932968139648
81.5,9.8268136978149414
82,9.8332300186157227
82.5,9.8396453857421875
83,9.8484678268432617
83.5,9.8556861877441406
84,9.8629045486450195
84.5,9.8685178756713867
85,9.8757362365722656
85.5,9.8805484771728516
86,9.8893709182739258
86.5,9.8941822052001953
87,9.9022026062011719
87.5,9.9078168869018555
88,9.9142332077026367
88.5,9.9190444946289062
89,9.9238567352294922
89.5,9.9286689758300781
90,9.9302730560302734
90.5,9.9350852966308594
91,9.93829345703125
91.5,9.9423036575317383
92,9.9439067840576172
92.5,9.9463129043579102
93,9.9463129043579102
93.5,9.9503231048583984
94,9.9551353454589844
94.5,9.9591455459594727
95,9.9599475860595703
95.5,9.9623537063598633
96,9.9647598266601562
96.5,9.975987434387207
97,9.9848098754882812
97.5,9.9936313629150391
98,10.006464004516602
98.5,10.012078285217285
99,10.016890525817871
99.5,10.022504806518555
100,10.026514053344727
100.5,10.02892017364502
101,10.03212833404541
101.5,10.029722213745117
102,10.037742614746094
102.5,10.040148735046387
103,10.041752815246582
103.5,10.048971176147461
104,10.057792663574219
104.5,10.062604904174805
105,10.067417144775391
105.5,10.073833465576172
106,10.081852912902832
106.5,10.079446792602539
107,10.065011024475098
107.5,10.061000823974609
108,10.032930374145508
108.5,10.048168182373047
109,10.040950775146484
109.5,10.035336494445801
110,10.02892017364502
110.5,10.02410888671875
111,10.020097732543945
111.5,10.01368236541748
112,10.008870124816895
112.5,10.000849723815918
113,9.9960384368896484
113.5,9.9928302764892578
114,9.9952354431152344
114.5,10.012880325317383
115,10.021701812744141
115.5,10.02892017364502
116,10.037742614746094
116.5,10.020900726318359
117,10.014484405517578
117.5,10.01047420501709
118,10.004057884216309
118.5,9.9976425170898438
119,9.9928302764892578
119.5,9.9888200759887695
120,9.9864139556884766
120.5,9.9791955947875977
121,9.975987434387207
121.5,9.9711761474609375
122,9.9655618667602539
122.5,9.9623537063598633
123,9.9599475860595703
123.5,9.955937385559082
124,9.9511251449584961
124.5,9.9471149444580078
125,9.9431056976318359
125.5,9.9398975372314453
126,9.9366893768310547
126.5,9.9310750961303711
127,9.9270648956298828
127.5,9.9254608154296875
128,9.9214506149291992
128.5,9.9166393280029297
129,9.9110250473022461
129.5,9.9110250473022461
130,9.9038066864013672
130.5,9.8981924057006836
131,9.8941822052001953
131.5,9.8901729583740234
132,9.8853607177734375
132.5,9.8837566375732422
133,9.8757362365722656
133.5,9.8733301162719727
134,9.8661117553710938
134.5,9.8613004684448242
135,9.8572902679443359
135.5,9.8532800674438477
136,9.8484678268432617
136.5,9.8452596664428711
137,9.8396453857421875
137.5,9.834834098815918
138,9.830021858215332
138.5,9.8236055374145508
139,9.8187932968139648
139.5,9.8131790161132812
140,9.8083677291870117
140.5,9.8035554885864258
141,9.8011493682861328
141.5,9.7939310073852539
142,9.7907228469848633
142.5,9.7875156402587891
143,9.7827033996582031
143.5,9.7746829986572266
144,9.7634544372558594
144.5,9.7674646377563477
145,9.7634544372558594
145.5,9.7682666778564453
146,9.7562370300292969
146.5,9.7506227493286133
147,9.7514247894287109
147.5,9.7418003082275391
148,9.7369880676269531
148.5,9.728968620300293
149,9.7249584197998047
149.5,9.7169380187988281
150,9.7129278182983398
150.5,9.6952838897705078
151,9.6952838897705078
151.5,9.7915248870849609
152,9.8035554885864258
152.5,9.8220014572143555
153,9.8356361389160156
153.5,9.832427978515625
154,9.8276157379150391
154.5,9.8228034973144531
155,9.8203973770141602
155.5,9.8147830963134766
156,9.8083677291870117
156.5,9.8043575286865234
157,9.8003473281860352
157.5,9.7979412078857422
158,9.7939310073852539
158.5,9.789118766784668
159,9.7859115600585938
159.5,9.7819013595581055
160,9.7802972793579102
160.5,9.7778911590576172
161,9.7722768783569336
161.5,9.7786931991577148
162,9.8011493682861328
162.5,9.8236055374145508
163,9.8404483795166016
163.5,9.8556861877441406
164,9.8677158355712891
164.5,9.8733301162719727
165,9.8741321563720703
165.5,9.870121955871582
166,9.8661117553710938
166.5,9.8637065887451172
167,9.8645076751708984
167.5,9.8661117553710938
168,9.8789443969726562
168.5,9.8861627578735352
169,9.892578125
169.5,9.8981924057006836
170,9.9046087265014648
170.5,9.9094209671020508
171,9.915837287902832
171.5,9.9190444946289062
172,9.9238567352294922
172.5,9.9286689758300781
173,9.9318771362304688
173.5,9.9350852966308594
174,9.9415016174316406
174.5,9.9471149444580078
175,9.9519271850585938
175.5,9.9567394256591797
176,9.9623537063598633
176.5,9.9639577865600586
177,9.9679679870605469
177.5,9.9703731536865234
178,9.9727792739868164
178.5,9.9751853942871094
179,9.9743833541870117
179.5,9.9783935546875
180,9.9791955947875977
180.5,9.980799674987793
181,9.9840078353881836
181.5,9.9856119155883789
182,9.9864139556884766
182.5,9.9864139556884766
183,9.9880180358886719
183.5,9.9904241561889648
184,9.9896221160888672
184.5,9.9936313629150391
185,9.9936313629150391
185.5,9.9904241561889648
186,9.9904241561889648
186.5,9.9904241561889648
187,9.9864139556884766
187.5,9.9880180358886719
188,9.9832057952880859
188.5,9.9832057952880859
189,9.9856119155883789
189.5,9.9904241561889648
190,9.9912261962890625
190.5,9.9920282363891602
191,9.9936313629150391
191.5,9.998443603515625
192,9.9992456436157227
192.5,9.9992456436157227
193,10.000849723815918
193.5,10.000849723815918
194,10.002453804016113
194.5,10.002453804016113
195,10.004859924316406
195.5,10.006464004516602
196,10.004057884216309
196.5,10.004859924316406
197,10.007266044616699
197.5,10.011276245117188
198,10.01368236541748
198.5,10.01368236541748
199,10.01368236541748
199.5,10.014484405517578
200,10.017692565917969
200.5,10.017692565917969
201,10.018494606018066
201.5,10.019296646118164
202,10.019296646118164
202.5,10.02410888671875
203,10.022504806518555
203.5,10.02410888671875
204,10.020097732543945
204.5,10.023305892944336
205,10.023305892944336
205.5,10.02410888671875
206,10.023305892944336
206.5,10.02410888671875
207,10.026514053344727
207.5,10.023305892944336
208,10.025712013244629
208.5,10.025712013244629
209,10.024909973144531
209.5,10.025712013244629
210,10.025712013244629
210.5,10.024909973144531
211,10.025712013244629
211.5,10.012880325317383
212,10.005661964416504
212.5,10.000849723815918
213,9.998443603515625
213.5,9.9960384368896484
214,9.9912261962890625
214.5,9.9872159957885742
215,9.9816017150878906
215.5,9.9775915145874023
216,9.9591455459594727
216.5,9.9623537063598633
217,9.9487190246582031
217.5,9.9447097778320312
218,9.940699577331543
218.5,9.935887336730957
219,9.9374914169311523
219.5,9.9278669357299805
220,9.9270648956298828
220.5,9.9254608154296875
221,9.9222526550292969
221.5,9.9214506149291992
222,9.9206485748291016
222.5,9.9190444946289062
223,9.9190444946289062
223.5,9.9166393280029297
224,9.915837287902832
224.5,9.915837287902832
225,9.9150352478027344
225.5,9.9134311676025391
226,9.9126291275024414
226.5,9.9134311676025391
227,9.9126291275024414
227.5,9.9102230072021484
228,9.9134311676025391
228.5,9.9126291275024414
229,9.9094209671020508
229.5,9.9086189270019531
230,9.9094209671020508
230.5,9.9086189270019531
231,9.9038066864013672
231.5,9.9030046463012695
232,9.9030046463012695
232.5,9.9022026062011719
233,9.9005985260009766
233.5,9.9030046463012695
234,9.9038066864013672
234.5,9.9038066864013672
235,9.9014005661010742
235.5,9.8893709182739258
236,9.8813505172729492
236.5,9.874934196472168
237,9.8741321563720703
237.5,9.8717260360717773
238,9.8677158355712891
238.5,9.8661117553710938
239,9.8613004684448242
239.5,9.8588943481445312
240,9.8540821075439453
240.5,9.8532800674438477
241,9.8484678268432617
241.5,9.8444576263427734
242,9.8428535461425781
242.5,9.8396453857421875
243,9.8308238983154297
243.5,9.8268136978149414
244,9.8195953369140625
244.5,9.8107738494873047
245,9.8043575286865234
245.5,9.7971391677856445
246,9.7915248870849609
246.5,9.7843074798583984
247,9.7827033996582031
247.5,9.7786931991577148
248,9.7762870788574219
248.5,9.7738809585571289
249,9.7698707580566406
249.5,9.7714748382568359
250,9.7658605575561523
250.5,9.7634544372558594
251,9.7602462768554688
251.5,9.7610492706298828
252,9.7586421966552734
252.5,9.7586421966552734
253,9.7554349899291992
253.5,9.7562370300292969
254,9.7554349899291992
254.5,9.7530288696289062
255,9.7530288696289062
255.5,9.7530288696289062
256,9.7498207092285156
256.5,9.7506227493286133
257,9.7498207092285156
257.5,9.7474145889282227
258,9.7482166290283203
258.5,9.746612548828125
259,9.744206428527832
259.5,9.7434043884277344
260,9.7401962280273438
260.5,9.7393941879272461
261,9.7393941879272461
261.5,9.7329788208007812
262,9.728968620300293
262.5,9.7265625
263,9.7273645401000977
263.5,9.7233543395996094
264,9.6792440414428711
264.5,9.5276632308959961
265,9.4322242736816406
265.5,9.4129762649536133
266,9.4169864654541016
266.5,9.4217977523803711
267,9.42901611328125
267.5,9.4362344741821289
268,9.4426507949829102
268.5,9.4450569152832031
269,9.449066162109375
269.5,9.4538784027099609
270,9.4546804428100586
270.5,9.4586906433105469
271,9.4322242736816406
271.5,9.3327751159667969
272,9.2998924255371094
272.5,9.2878627777099609
273,9.2822484970092773
273.5,9.2790403366088867
274,9.2774362564086914
274.5,9.2726240158081055
275,9.2710199356079102
275.5,9.2670097351074219
276,9.2621974945068359
276.5,9.2549800872802734
277,9.2413454055786133
277.5,9.237335205078125
278,9.2341270446777344
278.5,9.2365331649780273
279,9.2349300384521484
279.5,9.2357311248779297
280,9.2365331649780273
280.5,9.2365331649780273
281,9.2365331649780273
281.5,9.239741325378418
282,9.237335205078125
282.5,9.2357311248779297
283,9.239741325378418
283.5,9.2493658065795898
284,9.2381372451782227
284.5,9.2389392852783203
285,9.2405433654785156
285.5,9.239741325378418
286,9.2429494857788086
286.5,9.2413454055786133
287,9.2437515258789062
287.5,9.2437515258789062
288,9.2453556060791016
288.5,9.2461576461791992
289,9.2453556060791016
289.5,9.2461576461791992
290,9.2469596862792969
290.5,9.2461576461791992
291,9.2469596862792969
291.5,9.2469596862792969
292,9.2485637664794922
292.5,9.2477617263793945
293,9.2485637664794922
293.5,9.2477617263793945
294,9.2485637664794922
294.5,9.2469596862792969
295,9.2477617263793945
295.5,9.2477617263793945
296,9.2477617263793945
296.5,9.2493658065795898
297,9.2469596862792969
297.5,9.2477617263793945
298,9.2461576461791992
298.5,9.2469596862792969
299,9.2461576461791992
299.5,9.2461576461791992
300,9.2461576461791992
300.5,9.2493658065795898
301,9.2453556060791016
301.5,9.2469596862792969
302,9.2477617263793945
302.5,9.2477617263793945
303,9.2485637664794922
303.5,9.2469596862792969
304,9.2469596862792969
304.5,9.2477617263793945
305,9.2469596862792969
305.5,9.2493658065795898
306,9.2461576461791992
306.5,9.2493658065795898
