Data Set 1:Time(s),Data Set 1:Force G(N),Data Set 2:Time(s),Data Set 2:Force G(N),Data Set 3:Time(s),Data Set 3:Force G(N),Data Set 4:Time(s),Data Set 4:Force G(N),Data Set 5:Time(s),Data Set 5:Force G(N),Data Set 6:Time(s),Data Set 6:Force G(N),Data Set 7:Time(s),Data Set 7:Force G(N),Data Set 8:Time(s),Data Set 8:Force G(N),Data Set 9:Time(s),Data Set 9:Force G(N),Data Set 10:Time(s),Data Set 10:Force G(N),Data Set 11:Time(s),Data Set 11:Force G(N),Data Set 12:Time(s),Data Set 12:Force G(N),Data Set 13:Time(s),Data Set 13:Force G(N),Data Set 14:Time(s),Data Set 14:Force G(N),Data Set 15:Time(s),Data Set 15:Force G(N)
0.20000000000000001,-0.031158447265625,0.20000000000000001,-0.033233642578125,0.20000000000000001,-0.027008056640625,0.20000000000000001,-0.02700042724609375,0.20000000000000001,-0.031158447265625,0.20000000000000001,-0.01038360595703125,0.20000000000000001,-0.02492523193359375,0.20000000000000001,-0.02285003662109375,0.20000000000000001,0,0.20000000000000001,-0.00623321533203125,0.20000000000000001,0,0.20000000000000001,0.00830841064453125,0.20000000000000001,0.00208282470703125,0.20000000000000001,0.00415802001953125,0.20000000000000001,0.00830841064453125
0.22,-0.029083251953125,0.22,-0.029083251953125,0.22,-0.033233642578125,0.22,-0.031158447265625,0.22,-0.031158447265625,0.22,-0.0166168212890625,0.22,-0.02492523193359375,0.22,-0.029083251953125,0.22,0.004150390625,0.22,-0.00623321533203125,0.22,0.0020751953125,0.22,0.00623321533203125,0.22,0.00208282470703125,0.22,-0.0020751953125,0.22,0.004150390625
0.23999999999999999,-0.031158447265625,0.23999999999999999,-0.031158447265625,0.23999999999999999,-0.029083251953125,0.23999999999999999,-0.031158447265625,0.23999999999999999,-0.03946685791015625,0.23999999999999999,-0.01453399658203125,0.23999999999999999,-0.02700042724609375,0.23999999999999999,-0.033233642578125,0.23999999999999999,-0.00208282470703125,0.23999999999999999,0,0.23999999999999999,0.00830841064453125,0.23999999999999999,0.01038360595703125,0.23999999999999999,-0.00830841064453125,0.23999999999999999,0,0.23999999999999999,0.00830841064453125
0.26000000000000001,-0.029083251953125,0.26000000000000001,-0.03739166259765625,0.26000000000000001,-0.02492523193359375,0.26000000000000001,-0.035308837890625,0.26000000000000001,-0.03739166259765625,0.26000000000000001,-0.0166168212890625,0.26000000000000001,-0.02907562255859375,0.26000000000000001,-0.029083251953125,0.26000000000000001,0.004150390625,0.26000000000000001,-0.00830841064453125,0.26000000000000001,0.004150390625,0.26000000000000001,0.00830841064453125,0.26000000000000001,0,0.26000000000000001,0,0.26000000000000001,0.004150390625
0.28000000000000003,-0.027008056640625,0.28000000000000003,-0.031158447265625,0.28000000000000003,-0.02492523193359375,0.28000000000000003,-0.03946685791015625,0.28000000000000003,-0.029083251953125,0.28000000000000003,-0.0166168212890625,0.28000000000000003,-0.035308837890625,0.28000000000000003,-0.033233642578125,0.28000000000000003,0.0020751953125,0.28000000000000003,-0.01038360595703125,0.28000000000000003,0.0020751953125,0.28000000000000003,0.01038360595703125,0.28000000000000003,0.00208282470703125,0.28000000000000003,-0.0020751953125,0.28000000000000003,0.00830841064453125
0.29999999999999999,-0.029083251953125,0.29999999999999999,-0.033233642578125,0.29999999999999999,-0.029083251953125,0.29999999999999999,-0.033233642578125,0.29999999999999999,-0.03739166259765625,0.29999999999999999,-0.01245880126953125,0.29999999999999999,-0.033233642578125,0.29999999999999999,-0.02285003662109375,0.29999999999999999,-0.00830841064453125,0.29999999999999999,-0.01038360595703125,0.29999999999999999,0,0.29999999999999999,0.00623321533203125,0.29999999999999999,0.00415802001953125,0.29999999999999999,0.0020751953125,0.29999999999999999,0.004150390625
0.32000000000000001,-0.027008056640625,0.32000000000000001,-0.033233642578125,0.32000000000000001,-0.031158447265625,0.32000000000000001,-0.03739166259765625,0.32000000000000001,-0.03531646728515625,0.32000000000000001,-0.0186920166015625,0.32000000000000001,-0.02492523193359375,0.32000000000000001,-0.027008056640625,0.32000000000000001,-0.00415802001953125,0.32000000000000001,-0.004150390625,0.32000000000000001,0.0020751953125,0.32000000000000001,0.004150390625,0.32000000000000001,0,0.32000000000000001,-0.0020751953125,0.32000000000000001,0.0020751953125
0.34000000000000002,-0.029083251953125,0.34000000000000002,-0.03739166259765625,0.34000000000000002,-0.02285003662109375,0.34000000000000002,-0.03739166259765625,0.34000000000000002,-0.033233642578125,0.34000000000000002,-0.0228424072265625,0.34000000000000002,-0.031158447265625,0.34000000000000002,-0.029083251953125,0.34000000000000002,-0.00208282470703125,0.34000000000000002,-0.00623321533203125,0.34000000000000002,0.0020751953125,0.34000000000000002,0.004150390625,0.34000000000000002,0.00208282470703125,0.34000000000000002,0.00415802001953125,0.34000000000000002,0.01453399658203125
0.35999999999999999,-0.031158447265625,0.35999999999999999,-0.031158447265625,0.35999999999999999,-0.029083251953125,0.35999999999999999,-0.035308837890625,0.35999999999999999,-0.03739166259765625,0.35999999999999999,-0.0186920166015625,0.35999999999999999,-0.033233642578125,0.35999999999999999,-0.02492523193359375,0.35999999999999999,-0.00415802001953125,0.35999999999999999,-0.0145416259765625,0.35999999999999999,0.0020751953125,0.35999999999999999,0.004150390625,0.35999999999999999,0.00623321533203125,0.35999999999999999,0.01038360595703125,0.35999999999999999,0.00830841064453125
0.38,-0.033233642578125,0.38,-0.027008056640625,0.38,-0.027008056640625,0.38,-0.03946685791015625,0.38,-0.033233642578125,0.38,-0.0186920166015625,0.38,-0.033233642578125,0.38,-0.02077484130859375,0.38,0.0020751953125,0.38,-0.004150390625,0.38,-0.00415802001953125,0.38,0.00830841064453125,0.38,0.00623321533203125,0.38,0,0.38,0.0062255859375
0.40000000000000002,-0.033233642578125,0.40000000000000002,-0.029083251953125,0.40000000000000002,-0.02492523193359375,0.40000000000000002,-0.033233642578125,0.40000000000000002,-0.02285003662109375,0.40000000000000002,-0.0166168212890625,0.40000000000000002,-0.02700042724609375,0.40000000000000002,-0.02492523193359375,0.40000000000000002,-0.00208282470703125,0.40000000000000002,-0.00830841064453125,0.40000000000000002,0.0020751953125,0.40000000000000002,0.00830841064453125,0.40000000000000002,0,0.40000000000000002,0.00415802001953125,0.40000000000000002,0.004150390625
0.41999999999999998,-0.031158447265625,0.41999999999999998,-0.027008056640625,0.41999999999999998,-0.02492523193359375,0.41999999999999998,-0.03946685791015625,0.41999999999999998,-0.03531646728515625,0.41999999999999998,-0.01453399658203125,0.41999999999999998,-0.033233642578125,0.41999999999999998,-0.03739166259765625,0.41999999999999998,0,0.41999999999999998,-0.0207672119140625,0.41999999999999998,0.00830841064453125,0.41999999999999998,0.004150390625,0.41999999999999998,0.00415802001953125,0.41999999999999998,0.0020751953125,0.41999999999999998,0.0020751953125
0.44,-0.031158447265625,0.44,-0.03531646728515625,0.44,-0.02492523193359375,0.44,-0.03739166259765625,0.44,-0.031158447265625,0.44,-0.01245880126953125,0.44,-0.031158447265625,0.44,-0.02285003662109375,0.44,-0.00208282470703125,0.44,-0.00623321533203125,0.44,0.0020751953125,0.44,-0.00623321533203125,0.44,0.00830841064453125,0.44,0.00623321533203125,0.44,0.004150390625
0.46000000000000002,-0.033233642578125,0.46000000000000002,-0.029083251953125,0.46000000000000002,-0.02285003662109375,0.46000000000000002,-0.031158447265625,0.46000000000000002,-0.03531646728515625,0.46000000000000002,-0.0186920166015625,0.46000000000000002,-0.02907562255859375,0.46000000000000002,-0.033233642578125,0.46000000000000002,0,0.46000000000000002,-0.00830841064453125,0.46000000000000002,0.00623321533203125,0.46000000000000002,0.00830841064453125,0.46000000000000002,0.00208282470703125,0.46000000000000002,0.00415802001953125,0.46000000000000002,-0.00208282470703125
0.47999999999999998,-0.027008056640625,0.47999999999999998,-0.03531646728515625,0.47999999999999998,-0.02492523193359375,0.47999999999999998,-0.031158447265625,0.47999999999999998,-0.02492523193359375,0.47999999999999998,-0.01038360595703125,0.47999999999999998,-0.02907562255859375,0.47999999999999998,-0.01869964599609375,0.47999999999999998,0,0.47999999999999998,-0.004150390625,0.47999999999999998,0.004150390625,0.47999999999999998,0.00623321533203125,0.47999999999999998,-0.0020751953125,0.47999999999999998,0.0020751953125,0.47999999999999998,0.0062255859375
0.5,-0.033233642578125,0.5,-0.033233642578125,0.5,-0.02492523193359375,0.5,-0.035308837890625,0.5,-0.02492523193359375,0.5,-0.0166168212890625,0.5,-0.031158447265625,0.5,-0.02492523193359375,0.5,-0.00208282470703125,0.5,-0.00623321533203125,0.5,-0.0020751953125,0.5,0.01245880126953125,0.5,-0.0020751953125,0.5,0.0020751953125,0.5,0.0020751953125
0.52000000000000002,-0.03739166259765625,0.52000000000000002,-0.027008056640625,0.52000000000000002,-0.027008056640625,0.52000000000000002,-0.029083251953125,0.52000000000000002,-0.027008056640625,0.52000000000000002,-0.00830841064453125,0.52000000000000002,-0.037384033203125,0.52000000000000002,-0.029083251953125,0.52000000000000002,0.004150390625,0.52000000000000002,-0.00830841064453125,0.52000000000000002,0.00623321533203125,0.52000000000000002,0.00623321533203125,0.52000000000000002,0.00623321533203125,0.52000000000000002,0.00415802001953125,0.52000000000000002,0.01245880126953125
0.54000000000000004,-0.033233642578125,0.54000000000000004,-0.031158447265625,0.54000000000000004,-0.02492523193359375,0.54000000000000004,-0.02492523193359375,0.54000000000000004,-0.02492523193359375,0.54000000000000004,-0.01038360595703125,0.54000000000000004,-0.031158447265625,0.54000000000000004,-0.027008056640625,0.54000000000000004,0.0020751953125,0.54000000000000004,-0.0020751953125,0.54000000000000004,-0.0020751953125,0.54000000000000004,-0.0020751953125,0.54000000000000004,0.00208282470703125,0.54000000000000004,0,0.54000000000000004,0.0062255859375
0.56000000000000005,-0.033233642578125,0.56000000000000005,-0.03531646728515625,0.56000000000000005,-0.027008056640625,0.56000000000000005,-0.03739166259765625,0.56000000000000005,-0.033233642578125,0.56000000000000005,-0.01245880126953125,0.56000000000000005,-0.037384033203125,0.56000000000000005,-0.027008056640625,0.56000000000000005,0.004150390625,0.56000000000000005,-0.00830841064453125,0.56000000000000005,0.00623321533203125,0.56000000000000005,0.0020751953125,0.56000000000000005,0.00208282470703125,0.56000000000000005,0.00830841064453125,0.56000000000000005,0.01453399658203125
0.57999999999999996,-0.031158447265625,0.57999999999999996,-0.029083251953125,0.57999999999999996,-0.02077484130859375,0.57999999999999996,-0.03739166259765625,0.57999999999999996,-0.027008056640625,0.57999999999999996,-0.01453399658203125,0.57999999999999996,-0.037384033203125,0.57999999999999996,-0.029083251953125,0.57999999999999996,0.0020751953125,0.57999999999999996,-0.0145416259765625,0.57999999999999996,0,0.57999999999999996,0.00623321533203125,0.57999999999999996,0.00208282470703125,0.57999999999999996,0.00415802001953125,0.57999999999999996,0
0.59999999999999998,-0.029083251953125,0.59999999999999998,-0.033233642578125,0.59999999999999998,-0.029083251953125,0.59999999999999998,-0.03739166259765625,0.59999999999999998,-0.033233642578125,0.59999999999999998,-0.02492523193359375,0.59999999999999998,-0.02492523193359375,0.59999999999999998,-0.031158447265625,0.59999999999999998,0.0062255859375,0.59999999999999998,-0.00623321533203125,0.59999999999999998,-0.0020751953125,0.59999999999999998,0.00830841064453125,0.59999999999999998,-0.0020751953125,0.59999999999999998,0.00415802001953125,0.59999999999999998,0.0062255859375
0.62,-0.03531646728515625,0.62,-0.03739166259765625,0.62,-0.033233642578125,0.62,-0.03739166259765625,0.62,-0.029083251953125,0.62,-0.01245880126953125,0.62,-0.031158447265625,0.62,-0.02492523193359375,0.62,0.004150390625,0.62,-0.0020751953125,0.62,0.0020751953125,0.62,0.00623321533203125,0.62,0.00415802001953125,0.62,0.00623321533203125,0.62,0.0020751953125
0.64000000000000001,-0.027008056640625,0.64000000000000001,-0.031158447265625,0.64000000000000001,-0.031158447265625,0.64000000000000001,-0.02700042724609375,0.64000000000000001,-0.031158447265625,0.64000000000000001,-0.01038360595703125,0.64000000000000001,-0.02907562255859375,0.64000000000000001,-0.02492523193359375,0.64000000000000001,0.004150390625,0.64000000000000001,-0.00623321533203125,0.64000000000000001,0.0020751953125,0.64000000000000001,0.0020751953125,0.64000000000000001,0.00623321533203125,0.64000000000000001,0.0020751953125,0.64000000000000001,0.004150390625
0.66000000000000003,-0.027008056640625,0.66000000000000003,-0.031158447265625,0.66000000000000003,-0.02492523193359375,0.66000000000000003,-0.033233642578125,0.66000000000000003,-0.03531646728515625,0.66000000000000003,-0.0166168212890625,0.66000000000000003,-0.031158447265625,0.66000000000000003,-0.027008056640625,0.66000000000000003,0.004150390625,0.66000000000000003,-0.00830841064453125,0.66000000000000003,0,0.66000000000000003,0.0020751953125,0.66000000000000003,0,0.66000000000000003,0.0020751953125,0.66000000000000003,0.0020751953125
0.68000000000000005,-0.029083251953125,0.68000000000000005,-0.033233642578125,0.68000000000000005,-0.0166168212890625,0.68000000000000005,-0.031158447265625,0.68000000000000005,-0.031158447265625,0.68000000000000005,-0.01453399658203125,0.68000000000000005,-0.031158447265625,0.68000000000000005,-0.031158447265625,0.68000000000000005,-0.00623321533203125,0.68000000000000005,-0.00830841064453125,0.68000000000000005,0,0.68000000000000005,0.004150390625,0.68000000000000005,0,0.68000000000000005,0.00830841064453125,0.68000000000000005,0.00830841064453125
0.69999999999999996,-0.031158447265625,0.69999999999999996,-0.029083251953125,0.69999999999999996,-0.029083251953125,0.69999999999999996,-0.031158447265625,0.69999999999999996,-0.031158447265625,0.69999999999999996,-0.01453399658203125,0.69999999999999996,-0.033233642578125,0.69999999999999996,-0.027008056640625,0.69999999999999996,0.0062255859375,0.69999999999999996,-0.00830841064453125,0.69999999999999996,-0.0020751953125,0.69999999999999996,0.004150390625,0.69999999999999996,0,0.69999999999999996,0.00415802001953125,0.69999999999999996,0.004150390625
0.71999999999999997,-0.03531646728515625,0.71999999999999997,-0.03739166259765625,0.71999999999999997,-0.027008056640625,0.71999999999999997,-0.033233642578125,0.71999999999999997,-0.027008056640625,0.71999999999999997,-0.0186920166015625,0.71999999999999997,-0.035308837890625,0.71999999999999997,-0.02492523193359375,0.71999999999999997,0.0020751953125,0.71999999999999997,-0.01038360595703125,0.71999999999999997,0.004150390625,0.71999999999999997,0.004150390625,0.71999999999999997,0.00415802001953125,0.71999999999999997,0.00623321533203125,0.71999999999999997,0.004150390625
0.73999999999999999,-0.027008056640625,0.73999999999999999,-0.033233642578125,0.73999999999999999,-0.02285003662109375,0.73999999999999999,-0.033233642578125,0.73999999999999999,-0.02492523193359375,0.73999999999999999,-0.01038360595703125,0.73999999999999999,-0.035308837890625,0.73999999999999999,-0.031158447265625,0.73999999999999999,-0.00208282470703125,0.73999999999999999,-0.00623321533203125,0.73999999999999999,-0.0020751953125,0.73999999999999999,0.01038360595703125,0.73999999999999999,0.00208282470703125,0.73999999999999999,0.00415802001953125,0.73999999999999999,0.0062255859375
0.76000000000000001,-0.029083251953125,0.76000000000000001,-0.03531646728515625,0.76000000000000001,-0.01869964599609375,0.76000000000000001,-0.033233642578125,0.76000000000000001,-0.02492523193359375,0.76000000000000001,-0.01453399658203125,0.76000000000000001,-0.033233642578125,0.76000000000000001,-0.027008056640625,0.76000000000000001,0.0062255859375,0.76000000000000001,-0.00623321533203125,0.76000000000000001,0.004150390625,0.76000000000000001,0.00623321533203125,0.76000000000000001,-0.0020751953125,0.76000000000000001,0.00415802001953125,0.76000000000000001,0.004150390625
0.78000000000000003,-0.031158447265625,0.78000000000000003,-0.027008056640625,0.78000000000000003,-0.02492523193359375,0.78000000000000003,-0.035308837890625,0.78000000000000003,-0.031158447265625,0.78000000000000003,-0.0186920166015625,0.78000000000000003,-0.02492523193359375,0.78000000000000003,-0.029083251953125,0.78000000000000003,0.00830841064453125,0.78000000000000003,-0.004150390625,0.78000000000000003,-0.0020751953125,0.78000000000000003,0.004150390625,0.78000000000000003,0.00623321533203125,0.78000000000000003,0.00623321533203125,0.78000000000000003,0
0.80000000000000004,-0.027008056640625,0.80000000000000004,-0.0436248779296875,0.80000000000000004,-0.029083251953125,0.80000000000000004,-0.03946685791015625,0.80000000000000004,-0.033233642578125,0.80000000000000004,-0.01245880126953125,0.80000000000000004,-0.02907562255859375,0.80000000000000004,-0.027008056640625,0.80000000000000004,0,0.80000000000000004,-0.00623321533203125,0.80000000000000004,-0.0020751953125,0.80000000000000004,0.004150390625,0.80000000000000004,-0.0020751953125,0.80000000000000004,0.00415802001953125,0.80000000000000004,0.004150390625
0.81999999999999995,-0.029083251953125,0.81999999999999995,-0.03739166259765625,0.81999999999999995,-0.029083251953125,0.81999999999999995,-0.033233642578125,0.81999999999999995,-0.033233642578125,0.81999999999999995,-0.0166168212890625,0.81999999999999995,-0.0207672119140625,0.81999999999999995,-0.029083251953125,0.81999999999999995,0,0.81999999999999995,-0.0186920166015625,0.81999999999999995,0.00623321533203125,0.81999999999999995,0,0.81999999999999995,0.0103912353515625,0.81999999999999995,0.00623321533203125,0.81999999999999995,0.01245880126953125
0.83999999999999997,-0.033233642578125,0.83999999999999997,-0.027008056640625,0.83999999999999997,-0.029083251953125,0.83999999999999997,-0.033233642578125,0.83999999999999997,-0.031158447265625,0.83999999999999997,-0.0186920166015625,0.83999999999999997,-0.033233642578125,0.83999999999999997,-0.02077484130859375,0.83999999999999997,-0.00415802001953125,0.83999999999999997,-0.00623321533203125,0.83999999999999997,0.0020751953125,0.83999999999999997,0.0020751953125,0.83999999999999997,0.00415802001953125,0.83999999999999997,0.0020751953125,0.83999999999999997,0.01453399658203125
0.85999999999999999,-0.029083251953125,0.85999999999999999,-0.02492523193359375,0.85999999999999999,-0.027008056640625,0.85999999999999999,-0.031158447265625,0.85999999999999999,-0.033233642578125,0.85999999999999999,-0.0186920166015625,0.85999999999999999,-0.0186920166015625,0.85999999999999999,-0.027008056640625,0.85999999999999999,0.0062255859375,0.85999999999999999,-0.00830841064453125,0.85999999999999999,0.004150390625,0.85999999999999999,0,0.85999999999999999,0.00208282470703125,0.85999999999999999,0.00415802001953125,0.85999999999999999,0.004150390625
0.88,-0.031158447265625,0.88,-0.033233642578125,0.88,-0.02492523193359375,0.88,-0.035308837890625,0.88,-0.033233642578125,0.88,-0.01245880126953125,0.88,-0.02700042724609375,0.88,-0.02285003662109375,0.88,0,0.88,-0.01245880126953125,0.88,0.0020751953125,0.88,0.0020751953125,0.88,0.00208282470703125,0.88,0.0020751953125,0.88,0.00830841064453125
0.90000000000000002,-0.033233642578125,0.90000000000000002,-0.031158447265625,0.90000000000000002,-0.029083251953125,0.90000000000000002,-0.031158447265625,0.90000000000000002,-0.031158447265625,0.90000000000000002,-0.0207672119140625,0.90000000000000002,-0.02285003662109375,0.90000000000000002,-0.029083251953125,0.90000000000000002,0.004150390625,0.90000000000000002,-0.00623321533203125,0.90000000000000002,0.0020751953125,0.90000000000000002,0.0020751953125,0.90000000000000002,0.00208282470703125,0.90000000000000002,0.00623321533203125,0.90000000000000002,0.01245880126953125
0.92000000000000004,-0.033233642578125,0.92000000000000004,-0.033233642578125,0.92000000000000004,-0.02492523193359375,0.92000000000000004,-0.033233642578125,0.92000000000000004,-0.033233642578125,0.92000000000000004,-0.0186920166015625,0.92000000000000004,-0.02492523193359375,0.92000000000000004,-0.029083251953125,0.92000000000000004,0.00830841064453125,0.92000000000000004,-0.01038360595703125,0.92000000000000004,-0.0020751953125,0.92000000000000004,0.0020751953125,0.92000000000000004,0.0103912353515625,0.92000000000000004,0,0.92000000000000004,0.00830841064453125
0.93999999999999995,-0.031158447265625,0.93999999999999995,-0.031158447265625,0.93999999999999995,-0.027008056640625,0.93999999999999995,-0.029083251953125,0.93999999999999995,-0.027008056640625,0.93999999999999995,-0.0207672119140625,0.93999999999999995,-0.02492523193359375,0.93999999999999995,-0.02492523193359375,0.93999999999999995,0.0062255859375,0.93999999999999995,-0.0020751953125,0.93999999999999995,0,0.93999999999999995,0.0020751953125,0.93999999999999995,0.0103912353515625,0.93999999999999995,0.00415802001953125,0.93999999999999995,0.0062255859375
0.95999999999999996,-0.03531646728515625,0.95999999999999996,-0.03739166259765625,0.95999999999999996,-0.029083251953125,0.95999999999999996,-0.03739166259765625,0.95999999999999996,-0.033233642578125,0.95999999999999996,-0.0207672119140625,0.95999999999999996,-0.02907562255859375,0.95999999999999996,-0.033233642578125,0.95999999999999996,-0.00623321533203125,0.95999999999999996,-0.00830841064453125,0.95999999999999996,0.0020751953125,0.95999999999999996,0.0020751953125,0.95999999999999996,0.00623321533203125,0.95999999999999996,0.00415802001953125,0.95999999999999996,0.004150390625
0.97999999999999998,-0.033233642578125,0.97999999999999998,-0.029083251953125,0.97999999999999998,-0.029083251953125,0.97999999999999998,-0.04154205322265625,0.97999999999999998,-0.029083251953125,0.97999999999999998,-0.02492523193359375,0.97999999999999998,-0.02907562255859375,0.97999999999999998,-0.031158447265625,0.97999999999999998,0,0.97999999999999998,-0.00830841064453125,0.97999999999999998,0.004150390625,0.97999999999999998,0.00623321533203125,0.97999999999999998,0.00208282470703125,0.97999999999999998,0.00415802001953125,0.97999999999999998,0.0020751953125
1,-0.03531646728515625,1,-0.033233642578125,1,-0.033233642578125,1,-0.03739166259765625,1,-0.03739166259765625,1,-0.0166168212890625,1,-0.02492523193359375,1,-0.033233642578125,1,-0.00208282470703125,1,-0.004150390625,1,0.0020751953125,1,0,1,0.00623321533203125,1,0.00830841064453125,1,0.004150390625
1.02,-0.04154205322265625,1.02,-0.029083251953125,1.02,-0.031158447265625,1.02,-0.03946685791015625,1.02,-0.03531646728515625,1.02,-0.0166168212890625,1.02,-0.02907562255859375,1.02,-0.031158447265625,1.02,0.0020751953125,1.02,-0.00830841064453125,1.02,0,1.02,0.00830841064453125,1.02,0.00623321533203125,1.02,0.0020751953125,1.02,0.01038360595703125
1.04,-0.03531646728515625,1.04,-0.033233642578125,1.04,-0.033233642578125,1.04,-0.033233642578125,1.04,-0.033233642578125,1.04,-0.0228424072265625,1.04,-0.02907562255859375,1.04,-0.03531646728515625,1.04,0.0020751953125,1.04,-0.004150390625,1.04,-0.0020751953125,1.04,0,1.04,0,1.04,0.0020751953125,1.04,0.01245880126953125
