Data Set 1:Time(s),Data Set 1:Force G(N),Data Set 2:Time(s),Data Set 2:Force G(N),Data Set 3:Time(s),Data Set 3:Force G(N),Data Set 4:Time(s),Data Set 4:Force G(N),Data Set 5:Time(s),Data Set 5:Force G(N),Data Set 6:Time(s),Data Set 6:Force G(N),Data Set 7:Time(s),Data Set 7:Force G(N),Data Set 8:Time(s),Data Set 8:Force G(N),Data Set 9:Time(s),Data Set 9:Force G(N),Data Set 10:Time(s),Data Set 10:Force G(N)
1.04,0.24462127685546875,1.04,-0.02492523193359375,1.04,-0.02492523193359375,1.04,-0.02077484130859375,1.04,-0.02077484130859375,,,1.04,0.01453399658203125,,,1.04,-0.00623321533203125,1.04,0.4486541748046875
1.0600000000000001,0.2529296875,1.0600000000000001,-0.0207672119140625,1.0600000000000001,-0.027008056640625,1.0600000000000001,-0.0124664306640625,1.0600000000000001,-0.0145416259765625,,,1.0600000000000001,0.0166168212890625,,,1.0600000000000001,-0.00830841064453125,1.0600000000000001,0.4548797607421875
1.0800000000000001,0.24462127685546875,1.0800000000000001,-0.02492523193359375,1.0800000000000001,-0.0124664306640625,1.0800000000000001,-0.02077484130859375,1.0800000000000001,-0.0166168212890625,,,1.0800000000000001,0.0186920166015625,,,1.0800000000000001,-0.00623321533203125,1.0800000000000001,0.4528045654296875
1.1000000000000001,0.2550048828125,1.1000000000000001,-0.0207672119140625,1.1000000000000001,-0.0145416259765625,1.1000000000000001,-0.0166168212890625,1.1000000000000001,-0.0124664306640625,,,1.1000000000000001,0.0207672119140625,,,1.1000000000000001,-0.0124664306640625,1.1000000000000001,0.45696258544921875
1.1200000000000001,0.2757720947265625,1.1200000000000001,-0.0207672119140625,1.1200000000000001,-0.0166168212890625,1.1200000000000001,-0.02077484130859375,1.1200000000000001,-0.0145416259765625,,,1.1200000000000001,0.01453399658203125,,,1.1200000000000001,-0.0124664306640625,1.1200000000000001,0.46111297607421875
1.1399999999999999,0.290313720703125,1.1399999999999999,-0.0207672119140625,1.1399999999999999,-0.01869964599609375,1.1399999999999999,-0.0166168212890625,1.1399999999999999,-0.0124664306640625,,,1.1399999999999999,0.0228424072265625,,,1.1399999999999999,-0.0124664306640625,1.1399999999999999,0.45903778076171875
1.1599999999999999,0.28200531005859375,1.1599999999999999,-0.02285003662109375,1.1599999999999999,-0.01869964599609375,1.1599999999999999,-0.02285003662109375,1.1599999999999999,-0.00623321533203125,,,1.1599999999999999,0.0186920166015625,,,1.1599999999999999,-0.0103912353515625,1.1599999999999999,0.46111297607421875
1.1799999999999999,0.286163330078125,1.1799999999999999,-0.0207672119140625,1.1799999999999999,-0.0145416259765625,1.1799999999999999,-0.029083251953125,1.1799999999999999,-0.0166168212890625,,,1.1799999999999999,0.0186920166015625,,,1.1799999999999999,-0.0103912353515625,1.1799999999999999,0.47149658203125
1.2,0.292388916015625,1.2,-0.0207672119140625,1.2,-0.02077484130859375,1.2,-0.02492523193359375,1.2,-0.0145416259765625,,,1.2,0.0186920166015625,,,1.2,-0.0166168212890625,1.2,0.47772979736328125
1.22,0.292388916015625,1.22,-0.0207672119140625,1.22,-0.02077484130859375,1.22,-0.02285003662109375,1.22,-0.01869964599609375,,,1.22,0.0207672119140625,,,1.22,-0.00830841064453125,1.22,0.4839630126953125
1.24,0.290313720703125,1.24,-0.0145416259765625,1.24,-0.01869964599609375,1.24,-0.02285003662109375,1.24,-0.02077484130859375,,,1.24,0.01038360595703125,,,1.24,-0.0124664306640625,1.24,0.49434661865234375
1.26,0.28200531005859375,1.26,-0.0207672119140625,1.26,-0.0145416259765625,1.26,-0.02285003662109375,1.26,-0.02285003662109375,,,1.26,0.00830841064453125,,,1.26,-0.0145416259765625,1.26,0.502655029296875
1.28,0.286163330078125,1.28,-0.02492523193359375,1.28,-0.0166168212890625,1.28,-0.02077484130859375,1.28,-0.0145416259765625,,,1.28,0.01245880126953125,,,1.28,-0.01869964599609375,1.28,0.502655029296875
1.3,0.28200531005859375,1.3,-0.0166168212890625,1.3,-0.02077484130859375,1.3,-0.02285003662109375,1.3,-0.0124664306640625,,,1.3,0.01038360595703125,,,1.3,-0.0166168212890625,1.3,0.5151214599609375
1.3200000000000001,0.2757720947265625,1.3200000000000001,-0.01245880126953125,1.3200000000000001,-0.01869964599609375,1.3200000000000001,-0.01869964599609375,1.3200000000000001,-0.0166168212890625,,,1.3200000000000001,0.01453399658203125,,,1.3200000000000001,-0.0124664306640625,1.3200000000000001,0.53173828125
1.3400000000000001,0.28200531005859375,1.3400000000000001,-0.0145416259765625,1.3400000000000001,-0.0166168212890625,1.3400000000000001,-0.02077484130859375,1.3400000000000001,-0.00830841064453125,,,1.3400000000000001,0.01038360595703125,,,1.3400000000000001,-0.00623321533203125,1.3400000000000001,0.5483551025390625
1.3600000000000001,0.27993011474609375,1.3600000000000001,-0.0166168212890625,1.3600000000000001,-0.01869964599609375,1.3600000000000001,-0.01869964599609375,1.3600000000000001,-0.00830841064453125,,,1.3600000000000001,0.0166168212890625,,,1.3600000000000001,-0.00830841064453125,1.3600000000000001,0.57328033447265625
1.3799999999999999,0.290313720703125,1.3799999999999999,-0.0207672119140625,1.3799999999999999,-0.02492523193359375,1.3799999999999999,-0.0166168212890625,1.3799999999999999,-0.0103912353515625,,,1.3799999999999999,0.0166168212890625,,,1.3799999999999999,-0.0124664306640625,1.3799999999999999,0.6189727783203125
1.3999999999999999,0.30069732666015625,1.3999999999999999,-0.0207672119140625,1.3999999999999999,-0.02077484130859375,1.3999999999999999,-0.02077484130859375,1.3999999999999999,-0.0124664306640625,,,1.3999999999999999,0.0186920166015625,,,1.3999999999999999,-0.0103912353515625,1.3999999999999999,0.6708984375
1.4199999999999999,0.30069732666015625,1.4199999999999999,-0.0166168212890625,1.4199999999999999,-0.02285003662109375,1.4199999999999999,-0.02492523193359375,1.4199999999999999,-0.0145416259765625,,,1.4199999999999999,0.01245880126953125,,,1.4199999999999999,-0.00623321533203125,1.4199999999999999,0.70621490478515625
1.4399999999999999,0.3048553466796875,1.4399999999999999,-0.0186920166015625,1.4399999999999999,-0.02492523193359375,1.4399999999999999,-0.02077484130859375,1.4399999999999999,-0.0145416259765625,,,1.4399999999999999,0.0186920166015625,,,1.4399999999999999,-0.0103912353515625,1.4399999999999999,0.7477569580078125
1.46,0.31316375732421875,1.46,-0.0207672119140625,1.46,-0.02492523193359375,1.46,-0.027008056640625,1.46,-0.0145416259765625,,,1.46,0.01038360595703125,,,1.46,-0.0166168212890625,1.46,0.79344940185546875
1.48,0.31108856201171875,1.48,-0.0186920166015625,1.48,-0.027008056640625,1.48,-0.027008056640625,1.48,-0.0145416259765625,,,1.48,0.01453399658203125,,,1.48,-0.0103912353515625,1.48,0.82668304443359375
1.5,0.31108856201171875,1.5,-0.0186920166015625,1.5,-0.027008056640625,1.5,-0.02077484130859375,1.5,-0.0103912353515625,,,1.5,0.0166168212890625,,,1.5,-0.0124664306640625,1.5,0.8516082763671875
1.52,0.31939697265625,1.52,-0.0186920166015625,1.52,-0.0103912353515625,1.52,-0.0145416259765625,1.52,-0.0103912353515625,,,1.52,0.0207672119140625,,,1.52,-0.0103912353515625,1.52,0.8848419189453125
1.54,0.31523895263671875,1.54,-0.0186920166015625,1.54,-0.0103912353515625,1.54,-0.01869964599609375,1.54,-0.00623321533203125,,,1.54,0.0207672119140625,,,1.54,-0.0124664306640625,1.54,0.92638397216796875
1.5600000000000001,0.31939697265625,1.5600000000000001,-0.02285003662109375,1.5600000000000001,-0.00623321533203125,1.5600000000000001,-0.01869964599609375,1.5600000000000001,-0.0166168212890625,,,1.5600000000000001,0.0186920166015625,,,1.5600000000000001,-0.0145416259765625,1.5600000000000001,0.9866180419921875
