S1_Pre,S1_T1,S1_T2,S1_T3,S1_T4,S1_T5,S1_T5_V2,S2_Pre,S2_T1,S2_T2,S2_T3,S2_T4,S2_T5,S3_Pre,S3_T1,S3_T2,S3_T3,S3_T4,S3_T5,S4_Pre,S4_T1_V2,S4_T2,S4_T3,S4_T4,S4_T5,Time
-0.014541626,5.55E-17,-0.024925232,-0.022842407,0.09554291,-0.041542053,-0.024925232,-0.014541626,-0.024925232,-0.06439209,-0.022850037,-0.035316467,0.006225586,0.747756958,-0.0103836,-0.06439209,0,-0.022842407,-0.008308411,0.290794373,0.357261658,0.483963013,-0.020767212,0.008308411,0.240943909,1.44
-0.020767212,5.55E-17,-0.029083252,-0.024925232,0.16201019,-0.041542053,-0.024925232,-0.014541626,-0.018699646,-0.062316895,-0.031158447,-0.041542053,-0.00415802,0.793449402,-0.0083084,-0.062316895,-0.006233215,-0.033233643,-0.010383606,0.294944763,0.363494873,0.517196655,-0.012458801,0.006233215,0.255485535,1.46
-0.014541626,-0.006233215,-0.024925232,-0.020767212,0.22847748,-0.043624878,-0.022850037,-0.014541626,-0.024925232,-0.062316895,-0.022850037,-0.045700073,0.002075195,0.826683044,-0.0083084,-0.062316895,-0.002075195,-0.018692017,-0.002075195,0.294944763,0.340644836,0.554580688,-0.014533997,0.008308411,0.263793945,1.48
-0.014541626,-0.006233215,-0.029083252,-0.024925232,0.27417755,-0.049850464,-0.027000427,-0.010391235,-0.024925232,-0.066467285,-0.029075623,-0.043624878,-0.00415802,0.851608276,-0.0041504,-0.066467285,-0.002075195,-0.027000427,-0.008308411,0.313644409,0.334411621,0.596122742,-0.014533997,0.014541626,0.243026733,1.5
-0.022850037,-0.008308411,-0.031158447,-0.020767212,0.30741119,-0.035316467,-0.024925232,-0.010391235,-0.020774841,-0.062316895,-0.027000427,-0.051933289,0,0.884841919,-0.0124588,-0.062316895,-0.006233215,-0.029075623,0,0.32610321,0.348953247,0.641822815,-0.014533997,0.010391235,0.170326233,1.52
-0.020767212,-0.014541626,-0.024925232,-0.024925232,0.32610321,-0.039466858,-0.018692017,-0.006233215,-0.022850037,-0.066467285,-0.029075623,-0.058158875,0.004150391,0.926383972,-0.0062332,-0.066467285,-0.006233215,-0.033233643,-0.002075195,0.355186462,0.38218689,0.672981262,-0.016616821,0.006233215,0.103858948,1.54
-0.016616821,-0.010383606,-0.020774841,-0.022842407,0.33026123,-0.037391663,-0.018692017,-0.016616821,-0.031158447,-0.066467285,-0.033233643,-0.058158875,0.008308411,0.986618042,-0.0083084,-0.066467285,0.002075195,-0.018692017,-0.002075195,0.392570496,0.421653748,0.685440063,-0.014533997,0.010391235,0.101783752,1.56
-0.014541626,-0.010383606,-0.018699646,-0.018692017,0.34687805,-0.033233643,-0.020767212,-0.024925232,-0.031158447,-0.078933716,-0.027000427,-0.062316895,0.006225586,1.063476563,-0.0062332,-0.078933716,-0.006233215,-0.029075623,-0.004150391,0.413345337,0.456962585,0.679206848,-0.014533997,0.010391235,0.168251038,1.58
-0.018692017,-0.008308411,-0.016616821,-0.020767212,0.36764526,-0.033233643,-0.024925232,-0.012466431,-0.024925232,-0.070625305,-0.033233643,-0.060241699,0.004150391,1.119552612,-0.0062332,-0.070625305,-0.008308411,-0.016616821,-0.002075195,0.459037781,0.483963013,0.662590027,-0.014533997,0.00415802,0.230560303,1.6
-0.020767212,-0.010383606,0.004150391,-0.022842407,0.38633728,-0.031158447,-0.029075623,-0.014541626,-0.008308411,-0.070625305,-0.031158447,-0.062316895,0.002075195,1.132019043,-0.0041504,-0.070625305,-0.00415802,-0.024925232,-0.010383606,0.496429443,0.483963013,0.677131653,-0.010383606,-0.002075195,0.267951965,1.62
-0.018692017,-0.010383606,0.089309692,-0.018692017,0.41542053,-0.031158447,-0.024925232,-0.012466431,0.031150818,-0.074775696,-0.031158447,-0.062316895,0.008308411,1.146560669,-0.0083084,-0.074775696,-0.010383606,-0.022842407,-0.002075195,0.531738281,0.45072937,0.710365295,-0.010383606,0.010391235,0.292877197,1.64
-0.016616821,-0.012458801,0.176551819,-0.020767212,0.45903778,-0.033233643,-0.016616821,-0.018699646,0.076850891,-0.074775696,-0.029075623,-0.062316895,0.006225586,1.181869507,-0.0062332,-0.074775696,-0.00415802,-0.024925232,0.016616821,0.556663513,0.384262085,0.716598511,-0.012458801,0.010391235,0.313644409,1.66
-0.020767212,-0.010383606,0.240943909,-0.033233643,0.48603821,-0.031158447,-0.018692017,-0.012466431,0.101776123,-0.0727005,-0.033233643,-0.070625305,0,1.213027954,-0.0041504,-0.0727005,-0.006233215,-0.022842407,0.056083679,0.57951355,0.378036499,0.650131226,-0.016616821,0.006233215,0.309494019,1.68
-0.008308411,-0.008308411,0.272094727,-0.022842407,0.50473785,-0.041542053,-0.027000427,-0.012466431,0.108009338,-0.0727005,-0.024925232,-0.06855011,0,1.262878418,-0.0041504,-0.0727005,0,-0.024925232,0.083084106,0.598205566,0.405036926,0.537963867,-0.012458801,0.010391235,0.286643982,1.7
-0.008308411,-0.008308411,0.290794373,-0.020767212,0.52550507,-0.035316467,-0.027000427,-0.016616821,0.116317749,-0.078933716,-0.024925232,-0.070625305,-0.002082825,1.337654114,-0.0124588,-0.078933716,-0.00415802,-0.024925232,0.097625732,0.571205139,0.461120605,0.421646118,-0.018692017,0.012466431,0.274177551,1.72
-0.012458801,-0.012458801,0.31363678,-0.024925232,0.54212189,-0.039466858,-0.022850037,-0.018699646,0.141242981,-0.076850891,-0.022850037,-0.066467285,0.002075195,1.318954468,-0.0145416,-0.076850891,-0.00415802,-0.018692017,0.108009338,0.531738281,0.521354675,0.421646118,-0.016616821,0.002082825,0.286643982,1.74
-0.012458801,-0.006233215,0.328178406,-0.022842407,0.56289673,-0.039466858,-0.020767212,-0.016616821,0.176551819,-0.0727005,-0.033233643,-0.062316895,0,0.64805603,-0.0062332,-0.0727005,-0.00415802,-0.035308838,0.126701355,0.481887817,0.569129944,0.504730225,-0.016616821,0.008308411,0.313644409,1.76
-0.020767212,-0.010383606,0.338562012,-0.016616821,0.58158875,-0.039466858,-0.020767212,-0.012466431,0.191093445,-0.081008911,-0.027000427,-0.070625305,0.002075195,0.25340271,-0.0145416,-0.081008911,-0.00415802,-0.024925232,0.12878418,0.446578979,0.58366394,0.537963867,-0.016616821,0.006233215,0.344802856,1.78
-0.012458801,-0.010383606,0.344795227,-0.018692017,0.60235596,-0.035316467,-0.020767212,-0.008308411,0.168243408,-0.076850891,-0.033233643,-0.070625305,0,0.089309692,-0.0103836,-0.076850891,-0.00415802,-0.018692017,0.122550964,0.479812622,0.548355103,0.500579834,-0.012458801,0.010391235,0.373878479,1.8
-0.020767212,-0.012458801,0.344795227,-0.016616821,0.61897278,-0.037391663,-0.029075623,-0.010391235,0.116317749,-0.0727005,-0.033233643,-0.060241699,0,0.035308838,-0.0103836,-0.0727005,0.004150391,-0.018692017,0.147476196,0.531738281,0.481887817,0.452804565,-0.020767212,0.010391235,0.371803284,1.82
-0.016616821,-0.016616821,0.338562012,-0.024925232,0.6231308,-0.035316467,-0.022850037,-0.014541626,0.085159302,-0.074775696,-0.027000427,-0.060241699,0.004150391,0.012458801,-0.018692,-0.074775696,0.002075195,-0.033233643,0.149551392,0.562896729,0.456962585,0.459037781,-0.018692017,0.010391235,0.342727661,1.84
-0.012458801,-0.018692017,0.32610321,-0.022842407,0.63143921,-0.043624878,-0.024925232,-0.010391235,0.099700928,-0.076850891,-0.024925232,-0.06439209,0,0.004150391,-0.0249252,-0.076850891,-0.00415802,-0.020767212,0.145401001,0.556663513,0.469429016,0.51096344,-0.016616821,0.010391235,0.32611084,1.86
-0.014541626,-0.010383606,0.311561584,-0.024925232,0.63767242,-0.033233643,-0.024925232,-0.016616821,0.126701355,-0.06854248,-0.033233643,-0.066467285,-0.00415802,-0.008308411,-0.0270004,-0.06854248,-0.002075195,-0.024925232,0.153709412,0.492271423,0.483963013,0.600280762,0.00415802,0.037391663,0.32195282,1.88
-0.020767212,-0.004150391,0.290794373,-0.022842407,0.6355896,-0.041542053,-0.022850037,-0.00415802,0.13293457,-0.070625305,-0.029075623,-0.06439209,0,0,-0.0290756,-0.070625305,-0.006233215,-0.024925232,0.153709412,0.405036926,0.492271423,0.753982544,0.074775696,0.099700928,0.346878052,1.9
-0.018692017,0.06023407,0.234710693,-0.022842407,0.62936401,-0.037391663,-0.024925232,-0.008308411,0.44657135,-0.070625305,-0.024925232,-0.060241699,0.006225586,-0.008308411,-0.037384,-0.070625305,-0.012466431,-0.016616821,0.162017822,0.365570068,0.544204712,0.876533508,0.085166931,0.170326233,0.353111267,1.92
-0.016616821,0.095550537,0.211860657,-0.020767212,0.6210556,-0.037391663,-0.020767212,-0.018699646,0.716598511,-0.0727005,-0.029075623,-0.06855011,0.010383606,-0.002082825,-0.0290756,-0.0727005,-0.010383606,-0.018692017,0.155784607,0.3904953,0.627288818,0.96169281,0.095550537,0.213943481,0.369728088,1.94
-0.016616821,0.105934143,0.261711121,-0.022842407,0.60443878,-0.029083252,-0.024925232,-0.010391235,0.891075134,-0.0727005,-0.027000427,-0.060241699,0.004150391,0.002075195,-0.0290756,-0.0727005,-0.006233215,-0.016616821,0.155784607,0.427879333,0.693756104,1.011543274,0.093475342,0.238868713,0.38218689,1.96
-0.014541626,0.112167358,0.297019958,-0.031150818,0.56497192,-0.037391663,-0.027000427,-0.010391235,1.036468506,-0.06854248,-0.027000427,-0.054008484,0.002075195,0,-0.037384,-0.06854248,-0.008308411,-0.016616821,0.157859802,0.419570923,0.729064941,1.073860168,0.093475342,0.238868713,0.407112122,1.98
-0.020767212,0.103858948,0.305328369,-0.027000427,0.53173828,-0.037391663,-0.018692017,-0.012466431,1.080093384,-0.066467285,-0.027000427,-0.024925232,0,-0.006233215,-0.0353088,-0.066467285,-0.00415802,-0.020767212,0.166168213,0.380111694,0.785148621,1.132019043,0.103858948,0.209793091,0.415420532,2
-0.027000427,0.089317322,0.292869568,-0.018692017,0.49227142,-0.037391663,-0.016616821,-0.010391235,1.080093384,-0.070625305,-0.027000427,0.112159729,0.006225586,-0.00415802,-0.0353088,-0.070625305,-0.016616821,-0.016616821,0.174476624,0.332336426,0.851615906,1.16317749,0.112167358,0.174476624,0.415420532,2.02
-0.014541626,0.070625305,0.276252747,-0.024925232,0.44242096,-0.035316467,-0.027000427,-0.020774841,1.078010559,-0.06439209,-0.031158447,0.232635498,0,-0.002082825,-0.0311584,-0.06439209,-0.010383606,-0.024925232,0.18901825,0.284561157,0.903541565,1.192253113,0.108009338,0.149551392,0.427886963,2.04
-0.010383606,0.06439209,0.263786316,-0.039459229,0.41542053,-0.041542053,-0.031158447,-0.016616821,1.096710205,-0.06854248,-0.029075623,0.288711548,0.004150391,-0.008308411,-0.037384,-0.06854248,-0.010383606,-0.018692017,0.203559875,0.259635925,0.936775208,1.267028809,0.112167358,0.108009338,0.438270569,2.06
-0.012458801,0.070625305,0.243019104,-0.037384033,0.39464569,-0.039466858,-0.024925232,-0.014541626,1.08631897,-0.070625305,-0.029075623,0.3177948,0.004150391,-0.002082825,-0.037384,-0.070625305,-0.016616821,-0.027000427,0.218093872,0.288719177,0.959625244,1.362579346,0.112167358,0.081008911,0.461120605,2.08
-0.010383606,0.085159302,0.243019104,-0.027000427,0.36972046,-0.039466858,-0.022850037,-0.014541626,1.036468506,-0.066467285,-0.029075623,0.32194519,0.006225586,-0.006233215,-0.0415421,-0.066467285,-0.016616821,-0.020767212,0.228485107,0.315719604,0.97000885,1.462280273,0.118400574,0.093475342,0.492279053,2.1
-0.016616821,0.089317322,0.222244263,-0.024925232,0.35518646,-0.033233643,-0.031158447,-0.014541626,0.918075562,-0.066467285,-0.024925232,0.336486816,-0.002082825,0.004150391,-0.037384,-0.066467285,-0.016616821,-0.018692017,0.234710693,0.297027588,0.982467651,1.528747559,0.103858948,0.151634216,0.508895874,2.12
-0.008308411,0.089317322,0.205627441,-0.022842407,0.33441162,-0.029083252,-0.022850037,-0.014541626,0.776832581,-0.070625305,-0.031158447,0.301177979,0.010383606,0,-0.0353088,-0.070625305,-0.020774841,-0.027000427,0.230560303,0.288719177,1.021934509,1.543281555,0.093475342,0.290794373,0.525512695,2.14
-0.012458801,0.097625732,0.184860229,-0.035308838,0.31364441,-0.035316467,-0.020767212,-0.014541626,0.656364441,-0.062316895,-0.024925232,0.195243835,0.008308411,-0.002082825,-0.0311584,-0.062316895,-0.020774841,-0.020767212,0.236793518,0.274177551,1.061401367,1.524589539,0.089317322,0.38218689,0.533821106,2.16
-0.020767212,0.112167358,0.162010193,-0.041542053,0.30117798,-0.037391663,-0.022850037,-0.014541626,0.573280334,-0.062316895,-0.031158447,0.081001282,0.006225586,-0.00415802,-0.0394669,-0.062316895,-0.016616821,0.008308411,0.265869141,0.226402283,1.086326599,1.514205933,0.095550537,0.442428589,0.542129517,2.18
-0.012458801,0.108009338,0.151626587,-0.06023407,0.31156158,-0.039466858,-0.020767212,-0.016616821,0.533813477,-0.062316895,-0.031158447,0.004150391,0.002075195,-0.002082825,-0.0394669,-0.062316895,0,0.074775696,0.299102783,0.147476196,1.127868652,1.574440002,0.118400574,0.467353821,0.573280334,2.2
-0.016616821,0.108009338,0.18901062,-0.06023407,0.31987,-0.041542053,-0.016616821,-0.010391235,0.531738281,-0.06439209,-0.033233643,-0.027008057,-0.002082825,-0.00415802,-0.0394669,-0.06439209,0.110084534,0.155784607,0.297027588,0.058158875,1.190177917,1.688682556,0.139167786,0.446578979,0.581588745,2.22
-0.012458801,0.118392944,0.25340271,-0.05607605,0.3157196,-0.037391663,-0.027000427,-0.014541626,0.504730225,-0.06439209,-0.037384033,-0.029083252,0.002075195,-0.002082825,-0.037384,-0.06439209,0.191093445,0.218101501,0.286643982,0.004150391,1.256645203,1.794616699,0.155784607,0.405036926,0.57951355,2.24
-0.014541626,0.122550964,0.303253174,-0.054000854,0.31987,-0.039466858,-0.027000427,-0.012466431,0.461112976,-0.066467285,-0.031158447,0.039459229,-0.002082825,-0.002082825,-0.0311584,-0.066467285,0.230560303,0.286643982,0.294952393,-0.018692017,1.310653687,1.883926392,0.159942627,0.357261658,0.585746765,2.26
-0.012458801,0.141242981,0.340644836,-0.045692444,0.305336,-0.041542053,-0.020767212,-0.016616821,0.425804138,-0.066467285,-0.033233643,0.135009766,-0.008308411,0.006225586,-0.0415421,-0.066467285,0.25340271,0.373878479,0.307411194,-0.020774841,1.35634613,1.979476929,0.178634644,0.346878052,0.602363586,2.28
-0.012458801,0.170326233,0.346870422,-0.047767639,0.29286957,-0.037391663,-0.022850037,-0.012466431,0.413337708,-0.047775269,-0.029075623,0.122543335,-0.006233215,-0.00415802,-0.0332336,-0.047775269,0.267944336,0.469429016,0.32195282,0.018692017,1.402046204,2.06463623,0.180709839,0.369728088,0.589897156,2.3
-0.012458801,0.195251465,0.348953247,-0.045692444,0.29079437,-0.039466858,-0.029075623,-0.008308411,0.427879333,0.002075195,-0.029075623,0.062309265,0,0,-0.0353088,0.002075195,0.272102356,0.535896301,0.313644409,0.095542908,1.431121826,2.139411926,0.18901825,0.402961731,0.558746338,2.32
-0.008308411,0.216018677,0.355178833,-0.047767639,0.31156158,-0.037391663,-0.027000427,-0.006233215,0.463188171,0.047775269,-0.027000427,0.051925659,-0.008308411,-0.00415802,-0.0290756,0.047775269,0.290794373,0.569129944,0.297027588,0.151626587,1.468513489,1.339729309,0.170326233,0.423728943,0.558746338,2.34
-0.020767212,0.224327087,0.348953247,-0.047767639,0.34895325,-0.037391663,-0.029075623,-0.014541626,0.548355103,0.085159302,-0.020767212,0.089309692,-0.014541626,-0.00415802,-0.037384,0.085159302,0.303253174,0.58367157,0.292869568,0.170318604,1.48513031,0.542121887,0.118400574,0.39465332,0.569129944,2.36
-0.018692017,0.209785461,0.328178406,-0.049850464,0.3904953,-0.035316467,-0.029075623,-0.014541626,0.641822815,0.110084534,-0.027000427,0.105926514,-0.012466431,0,-0.037384,0.110084534,0.32610321,0.596130371,0.307411194,0.166168213,1.468513489,0.201477051,0.081008911,0.32611084,0.616905212,2.38
-0.014541626,0.182785034,0.32194519,-0.049850464,0.41542053,-0.031158447,-0.022850037,-0.016616821,0.766448975,0.18901825,-0.024925232,0.176551819,-0.008308411,-0.006233215,-0.037384,0.18901825,0.338569641,0.585746765,0.359336853,0.130859375,1.437355042,0.066467285,0.087242126,0.259643555,0.681289673,2.4
-0.016616821,0.076850891,0.330253601,-0.045692444,0.45280457,-0.033233643,-0.029075623,-0.010391235,0.857841492,0.332336426,-0.029075623,0.342720032,-0.006233215,0,-0.0353088,0.332336426,0.307411194,0.554588318,0.405036926,0.070617676,1.408279419,0.016616821,0.105934143,0.216018677,0.729064941,2.42
-0.014541626,0.022850037,0.328178406,-0.051925659,0.48188782,-0.035316467,-0.027000427,-0.016616821,0.90145874,0.500579834,-0.033233643,0.500579834,-0.010391235,0.002075195,-0.0415421,0.500579834,0.19316864,0.496429443,0.409187317,0.058158875,1.414505005,0.012458801,0.101783752,0.236793518,0.756065369,2.44
-0.016616821,-0.004150391,0.280403137,-0.05607605,0.46111298,-0.033233643,-0.031158447,-0.018699646,0.891075134,0.656364441,-0.031158447,0.57119751,-0.006233215,-0.00415802,-0.0353088,0.656364441,0.076850891,0.429962158,0.348953247,0.126701355,1.460205078,0,0.083084106,0.255485535,0.758148193,2.46
-0.012458801,-0.014541626,0.19316864,-0.051925659,0.40918732,-0.035316467,-0.027000427,-0.012466431,0.851608276,0.76852417,-0.029075623,0.517196655,-0.00415802,-0.008308411,-0.037384,0.76852417,0.035308838,0.396728516,0.265869141,0.201477051,1.510055542,-0.00415802,0.076858521,0.288719177,0.77268219,2.48
-0.010383606,-0.012458801,0.097618103,-0.049850464,0.33648682,-0.035316467,-0.016616821,-0.024925232,0.810066223,0.820457458,-0.027000427,0.346870422,-0.010391235,0.002075195,-0.0353088,0.820457458,0.087234497,0.38218689,0.159934998,0.25756073,1.522514343,-0.006233215,0.101783752,0.32611084,0.797607422,2.5
-0.006233215,0.043617249,0.031150818,-0.054000854,0.27832794,-0.037391663,-0.027000427,-0.020774841,0.812141418,0.84538269,-0.031158447,0.216018677,-0.012466431,0,-0.037384,0.84538269,0.137084961,0.367652893,0.091392517,0.286636353,1.503822327,-0.006233215,0.141242981,0.336494446,0.830841064,2.52
0.010383606,0.114242554,0.006225586,-0.045692444,0.19316864,-0.043624878,-0.020767212,-0.016616821,0.83291626,0.859916687,-0.031158447,0.228477478,-0.012466431,0,-0.0270004,0.859916687,0.151626587,0.361419678,0.054008484,0.351028442,1.483055115,-0.010391235,0.162017822,0.33026123,0.874465942,2.54
0.024925232,0.114242554,-0.002082825,-0.051925659,0.15578461,-0.041542053,-0.016616821,-0.016616821,0.868225098,0.891075134,-0.033233643,0.330253601,-0.020774841,-0.00415802,-0.0290756,0.891075134,0.157859802,0.407112122,0.031158447,0.423728943,1.458129883,-0.010391235,0.149551392,0.348953247,0.922233582,2.56
0.051925659,0.095550537,-0.006233215,-0.047767639,0.14124298,-0.037391663,-0.027000427,-0.012466431,0.928459167,0.932617188,-0.033233643,0.432037354,-0.012466431,-0.00415802,-0.0332336,0.932617188,0.168243408,0.442428589,0.029083252,0.504737854,1.449821472,-0.006233215,0.12878418,0.373878479,0.957550049,2.58
0.074775696,0.083084106,-0.010391235,-0.018692017,0.14124298,-0.037391663,-0.033233643,-0.008308411,0.982467651,0.992851257,-0.033233643,0.483963013,-0.014541626,-0.022850037,-0.0290756,0.992851257,0.174476624,0.452812195,0.095550537,0.608589172,1.437355042,-0.008308411,0.097625732,0.402961731,1.011550903,2.6
0.108009338,0.06023407,-0.006233215,0.010391235,0.13085938,-0.035316467,-0.027000427,-0.010391235,1.032318115,1.063476563,-0.031158447,0.463188171,-0.016616821,-0.029083252,-0.0249252,1.063476563,0.170318604,0.436195374,0.226402283,0.668823242,1.433204651,-0.010391235,0.058158875,0.442428589,1.063476563,2.62
0.126701355,0.037391663,0.002075195,0.033233643,0.13708496,-0.037391663,-0.031158447,-0.012466431,1.075935364,1.140327454,-0.033233643,0.411262512,-0.012466431,-0.029083252,0,1.140327454,0.176551819,0.3904953,0.359336853,0.697906494,1.433204651,0,0.033233643,0.502662659,1.121635437,2.64
0.147476196,0.085159302,-0.00415802,0.049850464,0.11215973,-0.037391663,-0.031158447,-0.008308411,1.107093811,1.194335938,-0.033233643,0.380104065,-0.012466431,-0.022850037,0.06231689,1.194335938,0.172401428,0.346878052,0.440345764,0.739448547,1.460205078,-0.012466431,0.039466858,0.558746338,1.16317749,2.66
0.170326233,0.176551819,-0.010391235,0.047775269,0.0851593,-0.037391663,-0.029075623,-0.008308411,1.15901947,1.188102722,-0.033233643,0.400878906,-0.010391235,-0.027008057,0.13085938,1.188102722,0.186935425,0.309494019,0.479812622,0.770606995,1.501747131,-0.008308411,0.095550537,0.598205566,1.183952332,2.68
0.211868286,0.263793945,-0.010391235,0.047775269,0.0747757,-0.039466858,-0.027000427,-0.006233215,1.198486328,1.179794312,-0.033233643,0.473579407,-0.016616821,-0.018699646,0.21186829,1.179794312,0.201477051,0.307411194,0.490196228,0.793449402,1.526672363,-0.008308411,0.149551392,0.618980408,1.111251831,2.7
0.236793518,0.267944336,-0.018699646,0.035316467,0.05400085,-0.039466858,-0.020767212,-0.006233215,1.221336365,1.173561096,-0.031158447,0.506813049,-0.024925232,-0.020774841,0.27833557,1.173561096,0.222251892,0.313644409,0.463195801,0.824607849,1.551597595,-0.008308411,0.149551392,0.627288818,0.535896301,2.72
0.263793945,0.230560303,-0.014541626,0.014541626,0.05400085,-0.041542053,0.035308838,-0.012466431,1.215103149,1.192253113,-0.041542053,0.496421814,-0.018699646,-0.012466431,0.30948639,1.192253113,0.211860657,0.32611084,0.446578979,0.853691101,1.580673218,-0.010391235,0.112167358,0.641830444,0.213943481,2.74
0.267944336,0.191093445,-0.00415802,-0.006225586,0.04569244,-0.043624878,-0.027000427,-0.016616821,1.221336365,1.204719543,-0.031158447,0.465270996,-0.016616821,-0.016616821,0.32610321,1.204719543,0.199401855,0.319877625,0.486045837,0.882766724,1.642990112,-0.014541626,0.058158875,0.662597656,0.085166931,2.76
0.274177551,0.172401428,-0.012466431,-0.029075623,0.04361725,-0.037391663,-0.029075623,-0.018699646,1.235870361,1.206794739,-0.035308838,0.469421387,-0.016616821,-0.010391235,0.35311127,1.206794739,0.168243408,0.319877625,0.58782196,0.913925171,1.723999023,-0.014541626,0.045700073,0.677139282,0.041542053,2.78
0.294952393,0.220176697,-0.006233215,-0.035308838,0.04154205,-0.041542053,-0.012458801,-0.012466431,1.248336792,1.210952759,-0.033233643,0.51096344,-0.018699646,-0.010391235,0.38218689,1.210952759,0.141242981,0.301185608,0.685447693,0.943000793,1.850700378,-0.008308411,0.056083679,0.71660614,0.016616821,2.8
0.373878479,0.286643982,-0.010391235,-0.018692017,0.03738403,-0.037391663,-0.020767212,-0.014541626,1.229644775,1.219261169,-0.039466858,0.558738708,-0.027008057,-0.012466431,0.40296173,1.219261169,0.116317749,0.270027161,0.743606567,0.980392456,1.522514343,-0.010391235,0.076858521,0.768531799,0.012466431,2.82
0.469429016,0.297027588,-0.012466431,-0.018692017,0.03530884,-0.037391663,-0.012458801,-0.018699646,1.213027954,1.22756958,-0.037384033,0.600280762,-0.016616821,-0.014541626,0.42580414,1.22756958,0.108009338,0.247177124,0.774757385,1.009468079,0.666748047,-0.008308411,0.095550537,0.84538269,0.010391235,2.84
0.554588318,0.301177979,-0.012466431,-0.018692017,0.03323364,-0.035316467,-0.016616821,-0.016616821,1.210945129,1.240028381,-0.047775269,0.621047974,0.002075195,-0.020774841,0.44657898,1.240028381,0.12462616,0.274177551,0.795532227,1.028167725,0.26171875,0.002075195,0.116317749,0.90146637,0.010391235,2.86
0.591972351,0.294952393,-0.010391235,-0.024925232,0.02492523,-0.037391663,-0.014541626,-0.016616821,1.179794312,1.244186401,-0.045692444,0.621047974,0.137084961,-0.016616821,0.45696259,1.244186401,0.141242981,0.317802429,0.807991028,1.082168579,0.099700928,-0.00415802,0.172401428,0.936775208,0.006233215,2.88
0.608589172,0.286643982,-0.014541626,-0.027000427,0.01454163,-0.037391663,-0.014541626,-0.014541626,1.111244202,1.231719971,-0.047775269,0.623130798,0.245094299,-0.014541626,0.48188782,1.231719971,0.157859802,0.3904953,0.816299438,1.146560669,0.041542053,-0.012466431,0.238868713,0.965858459,0.006233215,2.9
0.600280762,0.265869141,-0.006233215,-0.033233643,0.02700043,-0.039466858,0.041542053,-0.010391235,1.071784973,1.213027954,-0.058158875,0.6355896,0.31363678,-0.008308411,0.50681305,1.213027954,0.170318604,0.446578979,0.820457458,1.210952759,0.024925232,-0.014541626,0.307411194,0.986625671,0.00415802,2.92
0.618980408,0.240943909,-0.014541626,-0.039459229,0.01661682,-0.041542053,0.110084534,-0.012466431,1.038551331,1.215103149,-0.058158875,0.650131226,0.394645691,-0.012466431,0.51304626,1.215103149,0.182785034,0.492279053,0.828765869,1.254570007,0.018692017,-0.00415802,0.351036072,0.982475281,0.00415802,2.94
0.641822815,0.243019104,-0.006233215,-0.043617249,0.01869202,-0.043624878,0.143318176,-0.008308411,1.015701294,1.213027954,-0.066467285,0.666748047,0.427879333,-0.016616821,0.51097107,1.213027954,0.247177124,0.513046265,0.857841492,1.312728882,0.008308411,-0.008308411,0.384269714,0.988700867,0.002082825,2.96
0.65221405,0.238868713,-0.012466431,-0.035308838,0.0124588,-0.043624878,0.153709412,-0.016616821,0.982467651,1.200561523,-0.0727005,0.685440063,0.44657135,-0.014541626,0.51097107,1.200561523,0.311561584,0.51512146,0.870307922,1.350112915,0.002075195,-0.006233215,0.398803711,0.978317261,0.00415802,2.98
0.656364441,0.238868713,-0.008308411,-0.033233643,0.01454163,-0.039466858,0.159934998,-0.018699646,0.928459167,1.177719116,-0.078926086,0.706214905,0.429954529,-0.20148468,0.52342987,1.177719116,0.375953674,0.486045837,0.880691528,1.370887756,0.008308411,0.002075195,0.419578552,0.959625244,0.010391235,3
0.656364441,0.216018677,-0.00415802,-0.033233643,0.01661682,-0.043624878,0.157859802,-0.014541626,0.812141418,1.169410706,-0.074775696,0.726982117,0.396720886,-0.33441925,0.52550507,1.169410706,0.400878906,0.481887817,0.851615906,1.389579773,0.00415802,0.002075195,0.427886963,0.959625244,0.006233215,3.02
0.662597656,0.205635071,-0.010391235,-0.033233643,0.02492523,-0.045700073,0.170326233,-0.010391235,0.751907349,1.144485474,-0.074775696,0.739448547,0.38633728,-0.353111267,0.53381348,1.144485474,0.388420105,0.461120605,0.84122467,1.395812988,0.010383606,0.004150391,0.450737,0.951316833,-0.002075195,3.04
0.668830872,0.209785461,-0.016616821,-0.031150818,0.03115845,-0.039466858,0.182785034,-0.016616821,0.805915833,1.119560242,-0.076850891,0.756065369,0.384262085,-0.263793945,0.51512146,1.119560242,0.371803284,0.442428589,0.843307495,1.40827179,0.012466431,0.004150391,0.45488739,0.955467224,0,3.06
0.685447693,0.251327515,-0.008308411,-0.033233643,0.02285004,-0.035316467,0.178634644,-0.008308411,0.957542419,1.09463501,-0.06854248,0.770599365,0.402954102,-0.162017822,0.47150421,1.09463501,0.369720459,0.429962158,0.870307922,1.443588257,0.012466431,-0.002082825,0.448654175,0.976242065,0.00415802,3.08
0.689598083,0.276252747,-0.012466431,-0.029075623,0.02285004,-0.037391663,0.172401428,-0.024925232,0.77268219,1.024009705,-0.078926086,0.795524597,0.452804565,,0.43411255,1.024009705,0.353103638,0.415420532,0.899383545,1.499664307,0.018692017,0.006225586,0.440345764,0.980392456,0.010391235,3.1
