Time,S1_Pre,S1_T1,S1_T2,S1_T3,S1_T4,S1_T5,S1_T5_2
5.52,0.729064941,-0.029075623,0.006225586,1.148643494,-0.0311584,-0.039466858,-0.027000427
5.54,0.675056458,-0.024925232,0.008308411,1.194335938,-0.0290833,-0.035316467,-0.022850037
5.56,0.737373352,-0.029075623,0.006225586,1.208877563,-0.0290833,-0.041542053,-0.014541626
5.58,0.884849548,-0.029075623,0.008308411,1.215110779,-0.0207748,-0.039466858,-0.024925232
5.6,1.03440094,-0.024925232,0.004150391,1.213027954,-0.0290833,,-0.024925232
5.62,0.938850403,-0.027000427,0.002075195,1.206802368,-0.0270004,,-0.020767212
5.64,0.411270142,-0.027000427,0.010383606,1.177719116,-0.0207748,,-0.016616821
5.66,0.147476196,-0.029075623,5.55E-17,1.169410706,-0.018692,,-0.024925232
5.68,0.045700073,-0.027000427,0.002075195,1.127868652,-0.0332336,,-0.018692017
5.7,0.008308411,-0.022850037,0.006225586,1.063476563,-0.02285,,-0.018692017
5.72,-0.008308411,-0.024925232,0.006225586,0.997009277,-0.0207748,,-0.020767212
5.74,-0.010383606,-0.027000427,0.006225586,0.916007996,-0.0249252,,-0.024925232
5.76,-0.018692017,-0.031158447,0.008308411,0.826690674,-0.0270004,,-0.022850037
5.78,-0.012458801,-0.022850037,5.55E-17,0.683372498,-0.0270004,,-0.022850037
5.8,-0.006233215,-0.022850037,5.55E-17,0.513046265,-0.0249252,,-0.018692017
5.82,-0.012458801,-0.031158447,0.008308411,0.371803284,-0.02285,,-0.020767212
5.84,-0.010383606,-0.027000427,0.006225586,0.301185608,-0.0270004,,-0.027000427
5.86,-0.008308411,-0.022850037,-0.002082825,0.278335571,-0.0270004,,-0.020767212
5.88,-0.010383606,-0.027000427,0.002075195,0.286643982,-0.0290833,,-0.014541626
5.9,-0.010383606,-0.024925232,5.55E-17,0.278335571,-0.0290833,,-0.018692017
5.92,-0.010383606,-0.027000427,0.010383606,0.243026733,-0.018692,,-0.020767212
5.94,-0.018692017,-0.027000427,0.004150391,0.222251892,-0.0290833,,-0.010383606
5.96,-0.010383606,-0.022850037,0.002075195,0.234718323,-0.0290833,,-0.022850037
5.98,-0.016616821,-0.031158447,0.004150391,0.299102783,-0.0311584,,-0.022850037
6,-0.010383606,-0.020767212,0.004150391,0.344802856,-0.0270004,,-0.022850037
6.02,-0.010383606,-0.024925232,0.010383606,0.380111694,-0.0249252,,-0.022850037
6.04,-0.014541626,-0.024925232,0.002075195,0.413345337,-0.0290833,,-0.014541626
6.06,-0.014541626,-0.027000427,5.55E-17,0.434120178,-0.0270004,,-0.022850037
6.08,-0.008308411,-0.018692017,0.006225586,0.440345764,-0.0249252,,-0.018692017
6.1,-0.010383606,-0.029075623,-0.002082825,0.440345764,,,-0.020767212
6.12,-0.012458801,-0.022850037,0.002075195,0.425811768,,,-0.024925232
6.14,-0.008308411,-0.027000427,5.55E-17,0.392578125,,,-0.022850037
6.16,-0.016616821,-0.035308838,0.002075195,0.342727661,,,-0.024925232
6.18,-0.018692017,-0.029075623,0.004150391,0.272102356,,,-0.020767212
6.2,-0.014541626,-0.024925232,0.002075195,0.209793091,,,-0.018692017
6.22,-0.020767212,-0.031158447,0.002075195,0.172401428,,,-0.022850037
6.24,-0.016616821,-0.027000427,5.55E-17,0.151634216,,,-0.024925232
6.26,-0.016616821,-0.029075623,0.006225586,0.149551392,,,-0.018692017
6.28,-0.018692017,-0.031158447,0.006225586,0.151634216,,,-0.024925232
6.3,-0.016616821,-0.029075623,5.55E-17,0.157859802,,,-0.027000427
6.32,-0.012458801,-0.027000427,0.002075195,0.164093018,,,-0.022850037
6.34,-0.010383606,-0.035308838,0.002075195,0.172401428,,,-0.033233643
6.36,-0.014541626,-0.031158447,0.006225586,0.170326233,,,-0.033233643
6.38,-0.016616821,-0.016616821,0.006225586,0.13709259,,,-0.020767212
6.4,-0.008308411,-0.027000427,0.002075195,0.089317322,,,-0.029075623
6.42,-0.010383606,-0.031158447,5.55E-17,0.033233643,,,-0.033233643
6.44,-0.016616821,-0.031158447,-0.002082825,0.006233215,,,-0.031158447
6.46,-0.016616821,-0.022850037,0.002075195,0.016616821,,,-0.031158447
6.48,-0.014541626,-0.029075623,0.006225586,0.045700073,,,-0.027000427
6.5,-0.014541626,-0.027000427,0.004150391,0.054008484,,,-0.033233643
6.52,-0.016616821,-0.022850037,0.002075195,0.054008484,,,-0.027000427
6.54,-0.022850037,-0.024925232,0.006225586,0.070625305,,,-0.035308838
6.56,-0.022850037,-0.027000427,0.002075195,0.093475342,,,-0.035308838
6.58,-0.022850037,-0.022850037,5.55E-17,0.164093018,,,-0.029075623
6.6,-0.022850037,-0.033233643,0.004150391,0.294952393,,,-0.033233643
6.62,-0.010383606,-0.029075623,0.010383606,0.411270142,,,-0.029075623
6.64,-0.012458801,-0.022850037,5.55E-17,0.442428589,,,-0.027000427
6.66,-0.020767212,-0.031158447,-0.002082825,0.440345764,,,-0.031158447
6.68,-0.016616821,-0.029075623,5.55E-17,0.402961731,,,-0.035308838
6.7,-0.018692017,-0.031158447,0.004150391,0.25756073,,,-0.033233643
6.72,-0.027000427,-0.029075623,0.004150391,0.159942627,,,-0.029075623
6.74,-0.022850037,-0.024925232,0.008308411,0.118400574,,,-0.027000427
6.76,-0.022850037,-0.018692017,0.002075195,0.13293457,,,-0.035308838
6.78,-0.014541626,-0.022850037,0.002075195,0.147476196,,,-0.033233643
6.8,-0.016616821,-0.024925232,0.010383606,0.13709259,,,-0.027000427
6.82,-0.022850037,-0.020767212,0.004150391,0.089317322,,,-0.037384033
6.84,-0.020767212,-0.020767212,0.004150391,0.041542053,,,-0.043617249
6.86,-0.018692017,-0.022850037,0.002075195,-0.002075195,,,-0.041542053
6.88,-0.016616821,-0.022850037,0.002075195,-0.008308411,,,-0.037384033
6.9,-0.027000427,-0.031158447,0.004150391,-0.018692017,,,-0.029075623
6.92,-0.016616821,-0.027000427,0.004150391,-0.037384033,,,-0.035308838
6.94,-0.020767212,-0.018692017,0.002075195,-0.033233643,,,-0.031158447
6.96,-0.018692017,-0.029075623,0.002075195,-0.037384033,,,-0.035308838
6.98,-0.016616821,-0.024925232,-0.002082825,-0.033233643,,,-0.031158447
7,-0.014541626,-0.024925232,0.008308411,-0.035308838,,,-0.035308838
7.02,-0.016616821,-0.022850037,0.010383606,-0.033233643,,,-0.033233643
7.04,-0.018692017,-0.027000427,0.006225586,-0.043617249,,,-0.031158447
7.06,-0.018692017,-0.029075623,0.002075195,-0.041542053,,,-0.024925232
7.08,-0.020767212,-0.024925232,0.004150391,-0.045692444,,,-0.039466858
7.1,,-0.027000427,0.004150391,-0.035308838,,,-0.039466858
7.12,,-0.027000427,0.004150391,-0.037384033,,,-0.035308838
7.14,,-0.020767212,0.004150391,0.012466431,,,-0.033233643
7.16,,-0.018692017,0.002075195,0.141242981,,,-0.029075623
7.18,,-0.024925232,0.004150391,0.251335144,,,-0.031158447
7.2,,-0.027000427,-0.002082825,0.351036072,,,-0.027000427
7.22,,-0.035308838,-0.00415802,0.469429016,,,-0.033233643
7.24,,-0.024925232,5.55E-17,0.571205139,,,-0.029075623
7.26,,-0.035308838,0.006225586,0.608596802,,,-0.033233643
7.28,,-0.027000427,0.004150391,0.58367157,,,-0.029075623
7.3,,-0.033233643,0.004150391,0.523429871,,,-0.010383606
7.32,,-0.024925232,5.55E-17,0.467353821,,,0.031158447
7.34,,-0.027000427,0.010383606,0.442428589,,,0.066467285
7.36,,-0.029075623,0.002075195,0.444503784,,,0.112167358
7.38,,-0.024925232,5.55E-17,0.483970642,,,0.141242981
7.4,,-0.027000427,0.004150391,0.521354675,,,0.159934998
7.42,,-0.027000427,5.55E-17,0.556663513,,,0.170326233
7.44,,-0.024925232,0.002075195,0.573280334,,,0.174476624
7.46,,-0.029075623,5.55E-17,0.560821533,,,0.164093018
7.48,,-0.024925232,0.004150391,0.498504639,,,0.122550964
7.5,,-0.022850037,0.006225586,0.45904541,,,0.076850891
7.52,,-0.022850037,0.004150391,0.498504639,,,0.037391663
7.54,,-0.022850037,-0.002082825,0.58367157,,,0.006233215
7.56,,-0.020767212,0.004150391,0.679214478,,,-0.014541626
7.58,,-0.020767212,0.004150391,0.745681763,,,-0.020767212
7.6,,-0.024925232,0.008308411,0.793457031,,,-0.027000427
7.62,,-0.029075623,0.006225586,0.853691101,,,-0.033233643
7.64,,-0.020767212,0.010383606,0.903541565,,,-0.022850037
7.66,,-0.033233643,5.55E-17,0.953392029,,,0.010383606
7.68,,-0.027000427,0.002075195,0.967933655,,,0.045700073
7.7,,-0.022850037,0.002075195,0.976242065,,,0.066467285
7.72,,-0.020767212,0.004150391,0.982475281,,,0.0727005
7.74,,-0.022850037,0.010383606,0.986625671,,,0.037391663
7.76,,-0.020767212,0.004150391,1.007400513,,,0.031158447
7.78,,-0.024925232,0.004150391,1.03440094,,,0.097625732
7.8,,-0.024925232,0.008308411,1.061401367,,,0.12462616
7.82,,-0.020767212,0.008308411,1.09463501,,,0.139167786
7.84,,-0.020767212,0.002075195,1.105018616,,,0.145401001
7.86,,-0.024925232,0.006225586,0.546279907,,,0.105934143
7.88,,-0.022850037,0.010383606,0.191093445,,,0.066467285
7.9,,-0.024925232,-0.002082825,0.043624878,,,0.06023407
7.92,,-0.024925232,0.004150391,-0.012458801,,,0.051925659
7.94,,-0.016616821,0.004150391,-0.027000427,,,0.035308838
7.96,,-0.024925232,-0.00415802,-0.039459229,,,-0.006233215
7.98,,-0.027000427,5.55E-17,-0.041542053,,,-0.020767212
8,,-0.024925232,0.006225586,-0.041542053,,,-0.014541626
8.02,,-0.020767212,0.002075195,-0.043617249,,,0.027000427
8.04,,-0.024925232,0.004150391,-0.045692444,,,0.058158875
8.06,,-0.027000427,0.008308411,-0.041542053,,,0.043617249
8.08,,-0.022850037,0.008308411,-0.045692444,,,0.022850037
8.1,,-0.022850037,-0.002082825,-0.047767639,,,0.041542053
8.12,,-0.020767212,5.55E-17,-0.043617249,,,0.083084106
8.14,,-0.027000427,0.008308411,-0.033233643,,,0.116317749
8.16,,-0.029075623,0.006225586,-0.031150818,,,0.143318176
8.18,,-0.029075623,0.002075195,-0.039459229,,,0.159934998
8.2,,-0.018692017,0.002075195,-0.049850464,,,0.19732666
8.22,,-0.024925232,-0.00415802,-0.045692444,,,0.226402283
8.24,,-0.020767212,0.008308411,-0.049850464,,,0.25756073
8.26,,-0.022850037,0.002075195,-0.037384033,,,0.307411194
8.28,,-0.024925232,0.004150391,-0.035308838,,,0.361419678
8.3,,-0.029075623,5.55E-17,-0.022842407,,,0.413345337
8.32,,-0.024925232,-0.002082825,-0.008308411,,,0.45072937
8.34,,-0.031158447,-0.00415802,-0.010383606,,,0.471504211
8.36,,-0.027000427,0.006225586,-0.022842407,,,0.483963013
8.38,,-0.024925232,0.004150391,-0.024925232,,,0.525505066
8.4,,-0.020767212,5.55E-17,-0.029075623,,,0.591972351
8.42,,-0.031158447,0.008308411,-0.033233643,,,0.670906067
8.44,,-0.027000427,0.004150391,-0.033233643,,,0.718681335
8.46,,-0.022850037,0.008308411,-0.027000427,,,0.741523743
8.48,,-0.022850037,0.006225586,-0.029075623,,,0.756065369
8.5,,-0.020767212,0.002075195,-0.027000427,,,0.753990173
8.52,,-0.024925232,0.006225586,-0.024925232,,,0.753990173
8.54,,-0.027000427,0.002075195,-0.027000427,,,0.735298157
8.56,,-0.024925232,5.55E-17,-0.031150818,,,0.710372925
8.58,,-0.027000427,0.004150391,-0.031150818,,,0.704139709
8.6,,-0.027000427,0.002075195,-0.029075623,,,0.760223389
8.62,,-0.031158447,5.55E-17,-0.020767212,,,0.828765869
8.64,,-0.022850037,5.55E-17,-0.022842407,,,0.878616333
8.66,,-0.022850037,0.008308411,-0.027000427,,,0.920158386
8.68,,-0.022850037,5.55E-17,-0.033233643,,,0.932617188
8.7,,-0.029075623,0.010383606,-0.029075623,,,0.967933655
8.72,,-0.027000427,0.008308411,-0.022842407,,,1.007392883
8.74,,-0.020767212,0.008308411,-0.027000427,,,1.011550903
8.76,,-0.022850037,0.006225586,-0.022842407,,,0.940925598
8.78,,-0.029075623,0.002075195,-0.031150818,,,0.853691101
8.8,,-0.020767212,0.004150391,-0.027000427,,,0.799682617
8.82,,-0.024925232,5.55E-17,-0.022842407,,,0.770606995
8.84,,-0.024925232,5.55E-17,-0.024925232,,,0.797607422
8.86,,-0.031158447,0.002075195,-0.020767212,,,0.864074707
8.88,,-0.022850037,0.004150391,-0.027000427,,,0.953392029
8.9,,-0.024925232,0.004150391,-0.029075623,,,1.03024292
8.92,,-0.024925232,0.002075195,-0.022842407,,,1.040626526
8.94,,-0.027000427,0.008308411,-0.027000427,,,0.976242065
8.96,,-0.024925232,0.008308411,-0.024925232,,,0.828765869
8.98,,-0.022850037,0.004150391,-0.024925232,,,0.662597656
9,,-0.024925232,5.55E-17,-0.024925232,,,0.508888245
9.02,,-0.024925232,0.006225586,-0.029075623,,,0.421653748
9.04,,-0.024925232,0.002075195,-0.024925232,,,0.417495728
9.06,,-0.024925232,0.004150391,-0.031150818,,,0.442420959
9.08,,-0.024925232,0.002075195,-0.029075623,,,0.417495728
9.1,,-0.020767212,-0.002082825,-0.029075623,,,0.353111267
9.12,,-0.018692017,0.008308411,-0.027000427,,,0.348953247
9.14,,-0.029075623,0.008308411,-0.024925232,,,0.388420105
9.16,,-0.024925232,5.55E-17,-0.027000427,,,0.419578552
9.18,,-0.027000427,0.002075195,-0.031150818,,,0.45488739
9.2,,-0.029075623,5.55E-17,-0.029075623,,,0.469429016
9.22,,-0.033233643,0.004150391,-0.024925232,,,0.456962585
9.24,,-0.024925232,0.012458801,-0.029075623,,,0.498504639
9.26,,-0.020767212,0.006225586,-0.024925232,,,0.621055603
9.28,,-0.024925232,0.002075195,-0.020767212,,,0.699981689
9.3,,-0.027000427,5.55E-17,-0.022842407,,,0.764373779
9.32,,-0.027000427,-0.002082825,-0.024925232,,,0.810073853
9.34,,-0.022850037,0.004150391,-0.027000427,,,0.83291626
9.36,,-0.024925232,0.006225586,-0.029075623,,,0.83291626
9.38,,-0.024925232,0.006225586,-0.022842407,,,0.849533081
9.4,,-0.029075623,0.002075195,-0.022842407,,,0.884849548
9.42,,-0.029075623,0.008308411,-0.024925232,,,0.918083191
9.44,,-0.029075623,0.006225586,-0.029075623,,,0.947158813
9.46,,-0.024925232,0.002075195,-0.033233643,,,0.974159241
9.48,,-0.018692017,0.004150391,-0.029075623,,,1.007392883
9.5,,-0.022850037,0.008308411,,,,1.044784546
9.52,,-0.027000427,0.006225586,,,,1.109176636
9.54,,-0.029075623,0.016616821,,,,1.169410706
9.56,,-0.024925232,0.010383606,,,,1.237953186
9.58,,-0.027000427,0.002075195,,,,1.279495239
9.6,,-0.033233643,-0.00415802,,,,0.953392029
9.62,,-0.029075623,5.55E-17,,,,0.388420105
9.64,,-0.029075623,-0.006233215,,,,0.12878418
9.66,,-0.031158447,0.004150391,,,,0.035308838
9.68,,-0.022850037,-0.002082825,,,,-0.004150391
9.7,,-0.024925232,0.006225586,,,,-0.020767212
9.72,,-0.027000427,0.004150391,,,,-0.035308838
9.74,,-0.029075623,0.002075195,,,,-0.041542053
9.76,,-0.031158447,0.008308411,,,,-0.035308838
9.78,,-0.029075623,0.002075195,,,,-0.031158447
9.8,,-0.027000427,0.010383606,,,,-0.035308838
9.82,,-0.033233643,-0.002082825,,,,-0.024925232
9.84,,-0.027000427,0.010383606,,,,-0.020767212
9.86,,-0.033233643,0.008308411,,,,-0.027000427
9.88,,-0.029075623,0.002075195,,,,-0.022850037
9.9,,-0.031158447,0.012458801,,,,-0.020767212
9.92,,-0.033233643,0.008308411,,,,-0.024925232
9.94,,-0.029075623,0.002075195,,,,-0.027000427
9.96,,-0.031158447,-0.00415802,,,,-0.027000427
9.98,,-0.033233643,0.008308411,,,,-0.037384033
10,,-0.027000427,0.006225586,,,,-0.029075623
10.02,,-0.031158447,0.008308411,,,,-0.037384033
10.04,,-0.029075623,0.006225586,,,,-0.031158447
10.06,,-0.035308838,0.004150391,,,,-0.029075623
10.08,,-0.027000427,0.008308411,,,,-0.029075623
10.1,,-0.035308838,0.002075195,,,,-0.024925232
10.12,,-0.029075623,-0.002082825,,,,-0.024925232
10.14,,-0.027000427,0.004150391,,,,-0.031158447
10.16,,-0.024925232,0.006225586,,,,-0.027000427
10.18,,-0.020767212,0.006225586,,,,-0.018692017
10.2,,-0.033233643,0.006225586,,,,-0.022850037
10.22,,-0.029075623,0.006225586,,,,-0.029075623
10.24,,-0.031158447,0.016616821,,,,-0.029075623
10.26,,-0.027000427,0.012458801,,,,-0.031158447
10.28,,-0.027000427,0.008308411,,,,-0.024925232
10.3,,-0.033233643,0.010383606,,,,-0.029075623
10.32,,-0.029075623,0.002075195,,,,-0.039466858
10.34,,-0.029075623,0.002075195,,,,-0.031158447
10.36,,-0.020767212,-0.002082825,,,,-0.033233643
10.38,,-0.029075623,0.002075195,,,,-0.035308838
10.4,,-0.024925232,0.008308411,,,,-0.039466858
10.42,,-0.022850037,0.008308411,,,,-0.035308838
10.44,,-0.029075623,0.006225586,,,,-0.035308838
10.46,,-0.029075623,0.012458801,,,,-0.033233643
10.48,,-0.024925232,0.012458801,,,,-0.031158447
10.5,,-0.029075623,5.55E-17,,,,-0.035308838
10.52,,-0.029075623,0.002075195,,,,-0.035308838
10.54,,-0.020767212,0.006225586,,,,-0.031158447
10.56,,-0.020767212,0.006225586,,,,-0.033233643
10.58,,-0.022850037,0.002075195,,,,-0.029075623
10.6,,-0.027000427,0.002075195,,,,-0.031158447
10.62,,-0.027000427,0.004150391,,,,-0.035308838
10.64,,-0.022850037,0.008308411,,,,-0.033233643
10.66,,-0.029075623,5.55E-17,,,,-0.027000427
10.68,,-0.027000427,5.55E-17,,,,-0.024925232
10.7,,-0.029075623,0.004150391,,,,-0.031158447
10.72,,-0.027000427,0.006225586,,,,-0.027000427
10.74,,-0.024925232,0.002075195,,,,-0.029075623
10.76,,-0.024925232,0.004150391,,,,-0.029075623
10.78,,-0.022850037,0.002075195,,,,-0.029075623
10.8,,0.006233215,5.55E-17,,,,-0.031158447
10.82,,0.002075195,0.010383606,,,,-0.029075623
10.84,,0.020774841,0.006225586,,,,-0.033233643
10.86,,0.085159302,5.55E-17,,,,-0.029075623
10.88,,0.13709259,-0.002082825,,,,-0.022850037
10.9,,0.13709259,0.004150391,,,,-0.029075623
10.92,,0.139167786,0.002075195,,,,-0.033233643
10.94,,0.139167786,0.004150391,,,,-0.031158447
10.96,,0.151626587,5.55E-17,,,,-0.033233643
10.98,,0.166168213,-0.006233215,,,,-0.029075623
11,,0.191093445,0.004150391,,,,-0.037384033
11.02,,0.180709839,0.008308411,,,,-0.029075623
11.04,,0.176551819,0.020767212,,,,-0.031158447
11.06,,0.207710266,0.033233643,,,,-0.035308838
11.08,,0.232635498,0.045692444,,,,-0.037384033
11.1,,0.247177124,0.06438446,,,,-0.035308838
11.12,,0.232635498,0.062309265,,,,-0.033233643
11.14,,0.213943481,0.072692871,,,,-0.035308838
11.16,,0.199401855,0.078926086,,,,-0.029075623
11.18,,0.184860229,0.083084106,,,,-0.024925232
11.2,,0.19732666,0.083084106,,,,-0.024925232
11.22,,0.251327515,0.087234497,,,,-0.033233643
11.24,,0.297027588,0.091392517,,,,-0.035308838
11.26,,0.319877625,0.101776123,,,,-0.033233643
11.28,,0.334411621,0.101776123,,,,-0.031158447
11.3,,0.346878052,0.12046814,,,,-0.033233643
11.32,,0.367645264,0.122543335,,,,-0.035308838
11.34,,0.367645264,0.118392944,,,,-0.024925232
11.36,,0.365570068,0.135009766,,,,-0.022850037
11.38,,0.336494446,0.13293457,,,,-0.024925232
11.4,,0.336494446,0.139160156,,,,-0.027000427
11.42,,0.357261658,0.130851746,,,,-0.029075623
11.44,,0.365570068,0.13293457,,,,-0.029075623
11.46,,0.388420105,0.141242981,,,,-0.024925232
11.48,,0.407112122,0.145393372,,,,-0.027000427
11.5,,0.423728943,0.153701782,,,,-0.024925232
11.52,,0.429962158,0.155776978,,,,-0.029075623
11.54,,0.444503784,0.159934998,,,,-0.037384033
11.56,,0.465270996,0.159934998,,,,-0.029075623
11.58,,0.498504639,0.168243408,,,,-0.033233643
11.6,,0.517196655,0.166168213,,,,-0.024925232
11.62,,0.542121887,0.157859802,,,,-0.022850037
11.64,,0.562896729,0.159934998,,,,-0.029075623
11.66,,0.581588745,0.145393372,,,,-0.024925232
11.68,,0.606513977,0.135009766,,,,-0.035308838
11.7,,0.602363586,0.126701355,,,,-0.031158447
11.72,,0.577438354,0.112159729,,,,-0.029075623
11.74,,0.562896729,0.114234924,,,,-0.031158447
11.76,,0.58782196,0.112159729,,,,-0.024925232
11.78,,0.631439209,0.097618103,,,,-0.033233643
11.8,,0.641822815,0.054000854,,,,-0.029075623
11.82,,0.600280762,0.027000427,,,,-0.031158447
11.84,,0.558738708,0.008308411,,,,-0.031158447
11.86,,0.544204712,0.008308411,,,,-0.033233643
11.88,,0.554588318,0.010383606,,,,-0.029075623
11.9,,0.600280762,0.006225586,,,,-0.041542053
11.92,,0.633514404,0.008308411,,,,-0.031158447
11.94,,0.672981262,0.006225586,,,,-0.029075623
11.96,,0.71244812,5.55E-17,,,,-0.024925232
11.98,,0.722831726,0.004150391,,,,-0.024925232
12,,0.722831726,0.006225586,,,,-0.029075623
12.02,,0.718681335,0.006225586,,,,-0.024925232
12.04,,0.726989746,0.008308411,,,,-0.029075623
12.06,,0.722831726,-0.006233215,,,,-0.033233643
12.08,,0.718681335,0.002075195,,,,-0.027000427
12.1,,0.722831726,0.006225586,,,,-0.027000427
12.12,,0.726989746,0.014533997,,,,-0.024925232
12.14,,0.710372925,0.049850464,,,,-0.020767212
12.16,,0.699981689,0.091392517,,,,-0.031158447
12.18,,0.724906921,0.101776123,,,,-0.033233643
12.2,,0.756065369,0.105926514,,,,-0.033233643
12.22,,0.766448975,0.097618103,,,,-0.029075623
12.24,,0.741523743,0.089309692,,,,-0.031158447
12.26,,0.656364441,0.091392517,,,,-0.035308838
12.28,,0.554588318,0.108009338,,,,-0.031158447
12.3,,0.461120605,0.12046814,,,,-0.029075623
12.32,,0.388420105,0.12046814,,,,-0.029075623
12.34,,0.33026123,0.112159729,,,,-0.024925232
12.36,,0.346878052,0.089309692,,,,-0.024925232
12.38,,0.417495728,0.054000854,,,,-0.029075623
12.4,,0.494354248,0.029075623,,,,-0.029075623
12.42,,0.546279907,0.006225586,,,,-0.035308838
12.44,,0.567047119,0.008308411,,,,-0.031158447
12.46,,0.560821533,0.002075195,,,,-0.033233643
12.48,,0.567047119,0.004150391,,,,-0.027000427
12.5,,0.564971924,0.006225586,,,,-0.029075623
12.52,,0.558738708,0.006225586,,,,-0.033233643
12.54,,0.544204712,0.008308411,,,,-0.027000427
12.56,,0.535896301,0.008308411,,,,-0.029075623
12.58,,0.550430298,0.008308411,,,,-0.031158447
12.6,,0.577438354,0.010383606,,,,-0.035308838
12.62,,0.594055176,0.006225586,,,,-0.033233643
12.64,,0.600280762,0.006225586,,,,-0.027000427
12.66,,0.573280334,0.002075195,,,,-0.033233643
12.68,,0.546279907,-0.002082825,,,,-0.024925232
12.7,,0.517196655,0.006225586,,,,-0.039466858
12.72,,0.45488739,0.004150391,,,,-0.029075623
12.74,,0.434112549,0.004150391,,,,-0.037384033
12.76,,0.456962585,0.002075195,,,,-0.037384033
12.78,,0.421653748,0.002075195,,,,-0.027000427
12.8,,0.32610321,5.55E-17,,,,
12.82,,0.243019104,5.55E-17,,,,
12.84,,0.19732666,0.002075195,,,,
12.86,,0.182785034,0.004150391,,,,
12.88,,0.178634644,0.008308411,,,,
12.9,,0.178634644,5.55E-17,,,,
12.92,,0.186943054,0.004150391,,,,
12.94,,0.199401855,0.002075195,,,,
12.96,,0.18901825,-0.002082825,,,,
12.98,,0.081008911,0.006225586,,,,
13,,0.020774841,0.006225586,,,,
13.02,,-0.006233215,0.008308411,,,,
13.04,,-0.012458801,0.006225586,,,,
13.06,,-0.022850037,0.004150391,,,,
13.08,,-0.016616821,0.004150391,,,,
13.1,,-0.024925232,0.004150391,,,,
13.12,,-0.020767212,0.004150391,,,,
13.14,,-0.022850037,0.006225586,,,,
13.16,,-0.024925232,0.004150391,,,,
13.18,,-0.022850037,0.006225586,,,,
13.2,,-0.020767212,0.004150391,,,,
13.22,,-0.018692017,0.006225586,,,,
13.24,,-0.024925232,0.008308411,,,,
13.26,,-0.022850037,0.010383606,,,,
13.28,,-0.024925232,0.006225586,,,,
13.3,,-0.020767212,0.004150391,,,,
13.32,,-0.016616821,0.004150391,,,,
13.34,,-0.014541626,0.047767639,,,,
13.36,,-0.022850037,0.116317749,,,,
13.38,,-0.016616821,0.135009766,,,,
13.4,,-0.022850037,0.143318176,,,,
13.42,,-0.020767212,0.141242981,,,,
13.44,,-0.024925232,0.147468567,,,,
13.46,,-0.022850037,0.149551392,,,,
13.48,,-0.022850037,0.145393372,,,,
13.5,,-0.027000427,0.147468567,,,,
13.52,,-0.027000427,0.147468567,,,,
13.54,,-0.022850037,0.137084961,,,,
13.56,,-0.024925232,0.12877655,,,,
13.58,,-0.020767212,0.13293457,,,,
13.6,,-0.016616821,0.122543335,,,,
13.62,,-0.022850037,0.12462616,,,,
13.64,,-0.022850037,0.122543335,,,,
13.66,,-0.022850037,0.12046814,,,,
13.68,,-0.027000427,0.122543335,,,,
13.7,,-0.024925232,0.103851318,,,,
13.72,,-0.024925232,0.074775696,,,,
13.74,,-0.027000427,0.039459229,,,,
13.76,,-0.031158447,0.016616821,,,,
13.78,,-0.024925232,0.010383606,,,,
13.8,,-0.024925232,0.014533997,,,,
13.82,,-0.022850037,0.031150818,,,,
13.84,,-0.027000427,0.062309265,,,,
13.86,,-0.024925232,0.06023407,,,,
13.88,,-0.016616821,0.054000854,,,,
13.9,,-0.020767212,0.070617676,,,,
13.92,,-0.024925232,0.087234497,,,,
13.94,,-0.027000427,0.103851318,,,,
13.96,,-0.029075623,0.110084534,,,,
13.98,,-0.022850037,0.12462616,,,,
14,,-0.020767212,0.151626587,,,,
14.02,,-0.020767212,0.164085388,,,,
14.04,,-0.029075623,0.178627014,,,,
14.06,,-0.022850037,0.216018677,,,,
14.08,,-0.022850037,0.25756073,,,,
14.1,,-0.024925232,0.270019531,,,,
14.12,,-0.024925232,0.25340271,,,,
14.14,,-0.020767212,0.234710693,,,,
14.16,,-0.022850037,0.218093872,,,,
14.18,,-0.022850037,0.191093445,,,,
14.2,,-0.024925232,0.139160156,,,,
14.22,,-0.020767212,0.099700928,,,,
14.24,,-0.029075623,0.12046814,,,,
14.26,,-0.024925232,0.18901062,,,,
14.28,,-0.018692017,0.230552673,,,,
14.3,,-0.020767212,0.247169495,,,,
14.32,,-0.020767212,0.240943909,,,,
14.34,,-0.031158447,0.234710693,,,,
14.36,,-0.027000427,0.234710693,,,,
14.38,,-0.020767212,0.213935852,,,,
14.4,,-0.022850037,0.174476624,,,,
14.42,,-0.029075623,0.122543335,,,,
14.44,,-0.027000427,0.085159302,,,,
14.46,,-0.033233643,0.062309265,,,,
14.48,,-0.020767212,0.074775696,,,,
14.5,,-0.027000427,0.101776123,,,,
14.52,,-0.031158447,0.130851746,,,,
14.54,,-0.022850037,0.164085388,,,,
14.56,,-0.027000427,0.182785034,,,,
14.58,,-0.018692017,0.176551819,,,,
14.6,,-0.020767212,0.141242981,,,,
14.62,,-0.027000427,0.093467712,,,,
14.64,,-0.027000427,0.062309265,,,,
14.66,,-0.031158447,0.039459229,,,,
14.68,,-0.022850037,0.037384033,,,,
14.7,,-0.031158447,0.047767639,,,,
14.72,,-0.024925232,0.091392517,,,,
14.74,,-0.029075623,0.137084961,,,,
14.76,,-0.024925232,0.155776978,,,,
