Time,S1_Pre,S1_T1,S1_T2,S1_T3,S1_T4,S1_T5,S1_T5_2
14.78,,-0.018692017,0.168243408,,,,
14.8,,-0.020767212,0.172393799,,,,
14.82,,-0.024925232,0.168243408,,,,
14.84,,-0.018692017,0.153701782,,,,
14.86,,-0.029075623,0.141242981,,,,
14.88,,-0.031158447,0.139160156,,,,
14.9,,-0.024925232,0.130851746,,,,
14.92,,-0.027000427,0.12462616,,,,
14.94,,-0.020767212,0.12046814,,,,
14.96,,-0.022850037,0.135009766,,,,
14.98,,-0.016616821,0.126701355,,,,
15,,-0.020767212,0.112159729,,,,
15.02,,-0.024925232,0.062309265,,,,
15.04,,-0.024925232,0.031150818,,,,
15.06,,-0.016616821,0.012458801,,,,
15.08,,-0.018692017,0.004150391,,,,
15.1,,-0.027000427,0.002075195,,,,
15.12,,-0.022850037,0.008308411,,,,
15.14,,-0.018692017,0.002075195,,,,
15.16,,-0.020767212,0.004150391,,,,
15.18,,-0.020767212,0.006225586,,,,
15.2,,-0.022850037,0.010383606,,,,
15.22,,-0.024925232,0.008308411,,,,
15.24,,-0.024925232,0.004150391,,,,
15.26,,-0.020767212,0.004150391,,,,
15.28,,-0.022850037,-0.002082825,,,,
15.3,,-0.012458801,0.002075195,,,,
15.32,,-0.022850037,0.004150391,,,,
15.34,,-0.020767212,-0.00415802,,,,
15.36,,-0.018692017,0.006225586,,,,
15.38,,-0.020767212,0.002075195,,,,
15.4,,-0.027000427,0.002075195,,,,
15.42,,-0.022850037,0.002075195,,,,
15.44,,-0.024925232,0.004150391,,,,
15.46,,-0.024925232,-0.002082825,,,,
15.48,,-0.027000427,0.006225586,,,,
15.5,,-0.031158447,5.55E-17,,,,
15.52,,-0.027000427,0.004150391,,,,
15.54,,-0.031158447,0.006225586,,,,
15.56,,-0.031158447,5.55E-17,,,,
15.58,,-0.029075623,0.004150391,,,,
15.6,,-0.027000427,0.008308411,,,,
15.62,,-0.027000427,0.004150391,,,,
15.64,,-0.022850037,0.002075195,,,,
15.66,,-0.024925232,0.010383606,,,,
15.68,,-0.029075623,0.008308411,,,,
15.7,,-0.027000427,0.010383606,,,,
15.72,,-0.018692017,0.087234497,,,,
15.74,,-0.024925232,0.274177551,,,,
15.76,,-0.029075623,0.367645264,,,,
15.78,,-0.033233643,0.413337708,,,,
15.8,,-0.022850037,0.438262939,,,,
15.82,,-0.027000427,0.459037781,,,,
15.84,,-0.031158447,0.469421387,,,,
15.86,,-0.029075623,0.463188171,,,,
15.88,,-0.027000427,0.454879761,,,,
15.9,,-0.031158447,0.448654175,,,,
15.92,,-0.035308838,0.434112549,,,,
15.94,,-0.033233643,0.423728943,,,,
15.96,,-0.035308838,0.423728943,,,,
15.98,,-0.031158447,0.394645691,,,,
16,,-0.033233643,0.315719604,,,,
16.02,,-0.022850037,0.197319031,,,,
16.04,,-0.022850037,0.087234497,,,,
16.06,,-0.029075623,0.035308838,,,,
16.08,,-0.024925232,0.041542053,,,,
16.1,,-0.029075623,0.143318176,,,,
16.12,,-0.020767212,0.249252319,,,,
16.14,,-0.031158447,0.284561157,,,,
16.16,,-0.033233643,0.286636353,,,,
16.18,,-0.029075623,0.334411621,,,,
16.2,,-0.031158447,0.398803711,,,,
16.22,,-0.031158447,0.436187744,,,,
16.24,,-0.035308838,0.436187744,,,,
16.26,,-0.029075623,0.409187317,,,,
16.28,,-0.029075623,0.373878479,,,,
16.3,,-0.035308838,0.359336853,,,,
16.32,,-0.031158447,0.346870422,,,,
16.34,,-0.031158447,0.336486816,,,,
16.36,,-0.033233643,0.344795227,,,,
16.38,,-0.024925232,0.411262512,,,,
16.4,,-0.027000427,0.496421814,,,,
16.42,,-0.031158447,0.567047119,,,,
16.44,,-0.033233643,0.627281189,,,,
16.46,,-0.035308838,0.668823242,,,,
16.48,,-0.033233643,0.714523315,,,,
16.5,,-0.027000427,0.751907349,,,,
16.52,,-0.022850037,0.791374207,,,,
16.54,,-0.027000427,0.839149475,,,,
16.56,,-0.031158447,0.891075134,,,,
16.58,,-0.037384033,0.957542419,,,,
16.6,,-0.037384033,1.019851685,,,,
16.62,,-0.029075623,1.073860168,,,,
16.64,,-0.035308838,1.107093811,,,,
16.66,,-0.033233643,1.142402649,,,,
16.68,,-0.029075623,1.138252258,,,,
16.7,,-0.029075623,0.564971924,,,,
16.72,,-0.033233643,0.224327087,,,,
16.74,,-0.031158447,0.089309692,,,,
16.76,,-0.027000427,0.041542053,,,,
16.78,,-0.031158447,0.020767212,,,,
16.8,,-0.024925232,0.012458801,,,,
16.82,,-0.031158447,0.012458801,,,,
16.84,,-0.031158447,0.010383606,,,,
16.86,,-0.029075623,0.010383606,,,,
16.88,,-0.035308838,0.008308411,,,,
16.9,,-0.037384033,0.010383606,,,,
16.92,,-0.024925232,0.012458801,,,,
16.94,,-0.031158447,0.004150391,,,,
16.96,,-0.033233643,0.010383606,,,,
16.98,,-0.033233643,0.012458801,,,,
17,,-0.029075623,0.010383606,,,,
17.02,,-0.031158447,0.008308411,,,,
17.04,,-0.029075623,0.012458801,,,,
17.06,,-0.031158447,0.012458801,,,,
17.08,,-0.027000427,0.006225586,,,,
17.1,,-0.039466858,0.012458801,,,,
17.12,,-0.035308838,0.010383606,,,,
17.14,,-0.027000427,0.012458801,,,,
17.16,,-0.033233643,0.004150391,,,,
17.18,,-0.033233643,0.010383606,,,,
17.2,,-0.031158447,0.010383606,,,,
17.22,,-0.029075623,0.006225586,,,,
17.24,,-0.035308838,0.012458801,,,,
17.26,,-0.039466858,0.010383606,,,,
17.28,,-0.035308838,0.010383606,,,,
17.3,,-0.033233643,0.008308411,,,,
17.32,,-0.029075623,0.008308411,,,,
17.34,,-0.031158447,0.010383606,,,,
17.36,,-0.033233643,0.008308411,,,,
17.38,,-0.039466858,-0.006233215,,,,
17.4,,-0.049850464,0.004150391,,,,
17.42,,-0.058158875,0.008308411,,,,
17.44,,-0.058158875,5.55E-17,,,,
17.46,,-0.047775269,0.006225586,,,,
17.48,,-0.054000854,0.006225586,,,,
17.5,,-0.043617249,0.002075195,,,,
17.52,,-0.047775269,-0.002082825,,,,
17.54,,-0.043617249,5.55E-17,,,,
17.56,,-0.033233643,0.002075195,,,,
17.58,,-0.033233643,5.55E-17,,,,
17.6,,-0.029075623,-0.006233215,,,,
17.62,,-0.029075623,0.002075195,,,,
17.64,,-0.024925232,-0.002082825,,,,
17.66,,-0.024925232,0.008308411,,,,
17.68,,-0.029075623,0.004150391,,,,
17.7,,-0.016616821,-0.002082825,,,,
17.72,,-0.018692017,0.008308411,,,,
17.74,,-0.012458801,0.006225586,,,,
17.76,,-0.010383606,0.002075195,,,,
17.78,,5.55E-17,-0.002082825,,,,
17.8,,0.00415802,0.004150391,,,,
17.82,,0.016616821,0.006225586,,,,
17.84,,0.041542053,0.006225586,,,,
17.86,,0.06023407,0.002075195,,,,
17.88,,0.083084106,0.004150391,,,,
17.9,,0.108009338,0.004150391,,,,
17.92,,0.13293457,0.004150391,,,,
17.94,,0.176551819,0.002075195,,,,
17.96,,0.232635498,0.002075195,,,,
17.98,,0.259635925,0.004150391,,,,
18,,0.272102356,5.55E-17,,,,
18.02,,0.280410767,-0.002082825,,,,
18.04,,0.276252747,0.008308411,,,,
18.06,,0.278335571,0.008308411,,,,
18.08,,0.25756073,0.004150391,,,,
18.1,,0.199401855,0.006225586,,,,
18.12,,0.155784607,0.008308411,,,,
18.14,,0.139167786,0.008308411,,,,
18.16,,0.12878418,0.002075195,,,,
18.18,,0.122550964,0.006225586,,,,
18.2,,0.12878418,5.55E-17,,,,
18.22,,0.126701355,0.006225586,,,,
18.24,,0.13709259,0.006225586,,,,
18.26,,0.147476196,0.004150391,,,,
18.28,,0.13293457,0.010383606,,,,
18.3,,0.116317749,0.008308411,,,,
18.32,,0.108009338,0.008308411,,,,
18.34,,0.093467712,0.004150391,,,,
18.36,,0.0727005,0.004150391,,,,
18.38,,0.066467285,5.55E-17,,,,
18.4,,0.066467285,-0.002082825,,,,
18.42,,0.054008484,0.004150391,,,,
18.44,,0.06023407,0.008308411,,,,
18.46,,0.041542053,0.008308411,,,,
18.48,,0.024925232,0.004150391,,,,
18.5,,0.022850037,5.55E-17,,,,
18.52,,0.010383606,0.004150391,,,,
18.54,,0.008308411,0.006225586,,,,
18.56,,0.008308411,5.55E-17,,,,
18.58,,0.014541626,-0.00415802,,,,
18.6,,0.018692017,0.008308411,,,,
18.62,,0.020774841,-0.002082825,,,,
18.64,,0.014541626,0.002075195,,,,
18.66,,0.018692017,0.008308411,,,,
18.68,,0.018692017,0.008308411,,,,
18.7,,0.016616821,5.55E-17,,,,
18.72,,0.029083252,0.006225586,,,,
18.74,,0.014541626,0.004150391,,,,
18.76,,0.020774841,0.004150391,,,,
18.78,,0.016616821,0.006225586,,,,
18.8,,0.022850037,0.002075195,,,,
18.82,,0.016616821,0.008308411,,,,
18.84,,0.018692017,0.004150391,,,,
18.86,,0.012466431,0.002075195,,,,
18.88,,0.010383606,0.002075195,,,,
18.9,,0.008308411,-0.002082825,,,,
18.92,,0.00415802,0.002075195,,,,
18.94,,-0.012458801,0.010383606,,,,
18.96,,-0.020767212,0.004150391,,,,
18.98,,-0.024925232,0.002075195,,,,
19,,-0.020767212,0.002075195,,,,
19.02,,-0.022850037,0.010383606,,,,
19.04,,-0.035308838,0.002075195,,,,
19.06,,-0.035308838,0.004150391,,,,
19.08,,-0.029075623,0.008308411,,,,
19.1,,-0.033233643,0.008308411,,,,
19.12,,-0.035308838,5.55E-17,,,,
19.14,,-0.035308838,5.55E-17,,,,
19.16,,-0.035308838,0.002075195,,,,
19.18,,-0.035308838,5.55E-17,,,,
19.2,,-0.039466858,0.008308411,,,,
19.22,,-0.024925232,0.002075195,,,,
19.24,,-0.031158447,5.55E-17,,,,
19.26,,-0.035308838,0.002075195,,,,
19.28,,-0.039466858,0.002075195,,,,
19.3,,-0.033233643,,,,,
19.32,,-0.033233643,,,,,
19.34,,-0.016616821,,,,,
19.36,,-0.010383606,,,,,
19.38,,0.00415802,,,,,
19.4,,0.014541626,,,,,
19.42,,0.024925232,,,,,
19.44,,0.039466858,,,,,
19.46,,0.062316895,,,,,
19.48,,0.089317322,,,,,
19.5,,0.110084534,,,,,
19.52,,0.12462616,,,,,
19.54,,0.141242981,,,,,
19.56,,0.135009766,,,,,
19.58,,0.130859375,,,,,
19.6,,0.139167786,,,,,
19.62,,0.151626587,,,,,
19.64,,0.166168213,,,,,
19.66,,0.191093445,,,,,
19.68,,0.195251465,,,,,
19.7,,0.170326233,,,,,
19.72,,0.164093018,,,,,
19.74,,0.18901825,,,,,
19.76,,0.19316864,,,,,
19.78,,0.209785461,,,,,
19.8,,0.228485107,,,,,
19.82,,0.240943909,,,,,
19.84,,0.236793518,,,,,
19.86,,0.220176697,,,,,
19.88,,0.19732666,,,,,
19.9,,0.172401428,,,,,
19.92,,0.186943054,,,,,
19.94,,0.232635498,,,,,
19.96,,0.292869568,,,,,
19.98,,0.328186035,,,,,
20,,0.338569641,,,,,
20.02,,0.32195282,,,,,
20.04,,0.270027161,,,,,
20.06,,0.263793945,,,,,
20.08,,0.294952393,,,,,
20.1,,0.33026123,,,,,
20.12,,0.342720032,,,,,
20.14,,0.367645264,,,,,
20.16,,0.405036926,,,,,
20.18,,0.436195374,,,,,
20.2,,0.45072937,,,,,
20.22,,0.467346191,,,,,
20.24,,0.496429443,,,,,
20.26,,0.510971069,,,,,
20.28,,0.535896301,,,,,
20.3,,0.567047119,,,,,
20.32,,0.560821533,,,,,
20.34,,0.562896729,,,,,
20.36,,0.573280334,,,,,
20.38,,0.596130371,,,,,
20.4,,0.623130798,,,,,
20.42,,0.65221405,,,,,
20.44,,0.664672852,,,,,
20.46,,0.683364868,,,,,
20.48,,0.710372925,,,,,
20.5,,0.762298584,,,,,
20.52,,0.828765869,,,,,
20.54,,0.878616333,,,,,
20.56,,0.899383545,,,,,
20.58,,0.940925598,,,,,
20.6,,0.97000885,,,,,
20.62,,0.972084045,,,,,
20.64,,0.934700012,,,,,
20.66,,0.893157959,,,,,
20.68,,0.805915833,,,,,
20.7,,0.685447693,,,,,
20.72,,0.361419678,,,,,
20.74,,0.164093018,,,,,
20.76,,0.105934143,,,,,
20.78,,0.101776123,,,,,
20.8,,0.112167358,,,,,
20.82,,0.110084534,,,,,
20.84,,0.103858948,,,,,
20.86,,0.091392517,,,,,
20.88,,0.078933716,,,,,
20.9,,0.066467285,,,,,
20.92,,0.062316895,,,,,
20.94,,0.062316895,,,,,
20.96,,0.06854248,,,,,
20.98,,0.058158875,,,,,
21,,0.043617249,,,,,
21.02,,0.035308838,,,,,
21.04,,0.029083252,,,,,
21.06,,0.014541626,,,,,
21.08,,-0.008308411,,,,,
21.1,,-0.010383606,,,,,
21.12,,-0.016616821,,,,,
21.14,,-0.012458801,,,,,
21.16,,-0.016616821,,,,,
21.18,,-0.012458801,,,,,
21.2,,-0.016616821,,,,,
21.22,,-0.020767212,,,,,
21.24,,-0.016616821,,,,,
21.26,,-0.020767212,,,,,
21.28,,-0.024925232,,,,,
21.3,,-0.020767212,,,,,
21.32,,-0.022850037,,,,,
21.34,,-0.031158447,,,,,
21.36,,-0.031158447,,,,,
21.38,,-0.033233643,,,,,
21.4,,-0.029075623,,,,,
21.42,,-0.029075623,,,,,
21.44,,-0.031158447,,,,,
21.46,,-0.037384033,,,,,
21.48,,-0.027000427,,,,,
21.5,,-0.024925232,,,,,
21.52,,-0.031158447,,,,,
21.54,,-0.033233643,,,,,
21.56,,-0.024925232,,,,,
21.58,,-0.027000427,,,,,
21.6,,-0.043617249,,,,,
21.62,,-0.031158447,,,,,
21.64,,-0.033233643,,,,,
21.66,,-0.027000427,,,,,
21.68,,-0.027000427,,,,,
21.7,,-0.016616821,,,,,
21.72,,-0.022850037,,,,,
21.74,,-0.020767212,,,,,
21.76,,-0.012458801,,,,,
21.78,,-0.012458801,,,,,
21.8,,-0.008308411,,,,,
21.82,,0.006233215,,,,,
21.84,,0.00415802,,,,,
21.86,,0.010383606,,,,,
21.88,,0.006233215,,,,,
21.9,,0.010383606,,,,,
21.92,,0.016616821,,,,,
21.94,,0.027000427,,,,,
21.96,,0.022850037,,,,,
21.98,,0.020774841,,,,,
22,,0.029083252,,,,,
22.02,,0.024925232,,,,,
22.04,,0.016616821,,,,,
22.06,,0.014541626,,,,,
22.08,,0.010383606,,,,,
22.1,,0.018692017,,,,,
22.12,,0.024925232,,,,,
22.14,,0.041542053,,,,,
22.16,,0.085159302,,,,,
22.18,,0.101776123,,,,,
22.2,,0.101776123,,,,,
22.22,,0.087242126,,,,,
22.24,,0.06854248,,,,,
22.26,,0.095550537,,,,,
22.28,,0.180709839,,,,,
22.3,,0.278335571,,,,,
22.32,,0.357261658,,,,,
22.34,,0.427886963,,,,,
22.36,,0.492271423,,,,,
22.38,,0.521354675,,,,,
22.4,,0.544204712,,,,,
22.42,,0.548355103,,,,,
22.44,,0.558738708,,,,,
22.46,,0.567047119,,,,,
22.48,,0.562896729,,,,,
22.5,,0.544204712,,,,,
22.52,,0.409187317,,,,,
22.54,,0.180709839,,,,,
22.56,,0.089317322,,,,,
22.58,,0.078933716,,,,,
22.6,,0.078933716,,,,,
22.62,,0.078933716,,,,,
22.64,,0.076850891,,,,,
22.66,,0.076850891,,,,,
22.68,,0.081008911,,,,,
22.7,,0.085159302,,,,,
22.72,,0.081008911,,,,,
22.74,,0.06023407,,,,,
22.76,,0.054008484,,,,,
22.78,,0.039466858,,,,,
22.8,,0.020774841,,,,,
22.82,,0.018692017,,,,,
22.84,,0.014541626,,,,,
22.86,,0.014541626,,,,,
22.88,,0.006233215,,,,,
22.9,,-0.018692017,,,,,
22.92,,-0.018692017,,,,,
22.94,,-0.016616821,,,,,
22.96,,-0.031158447,,,,,
22.98,,-0.037384033,,,,,
23,,-0.022850037,,,,,
23.02,,-0.031158447,,,,,
23.04,,-0.029075623,,,,,
23.06,,-0.022850037,,,,,
23.08,,-0.024925232,,,,,
23.1,,-0.037384033,,,,,
23.12,,-0.031158447,,,,,
23.14,,-0.031158447,,,,,
23.16,,0.006233215,,,,,
23.18,,0.06023407,,,,,
23.2,,0.116317749,,,,,
23.22,,0.170326233,,,,,
23.24,,0.236793518,,,,,
23.26,,0.297027588,,,,,
23.28,,0.336494446,,,,,
23.3,,0.373878479,,,,,
23.32,,0.407112122,,,,,
23.34,,0.434112549,,,,,
23.36,,0.467346191,,,,,
23.38,,0.492271423,,,,,
23.4,,0.508888245,,,,,
23.42,,0.533813477,,,,,
23.44,,0.562896729,,,,,
23.46,,0.610671997,,,,,
23.48,,0.64805603,,,,,
23.5,,0.697906494,,,,,
23.52,,0.770606995,,,,,
23.54,,0.866149902,,,,,
23.56,,0.932617188,,,,,
23.58,,0.96585083,,,,,
23.6,,0.90977478,,,,,
23.62,,0.801765442,,,,,
23.64,,0.689598083,,,,,
23.66,,0.591972351,,,,,
23.68,,0.523429871,,,,,
23.7,,0.432037354,,,,,
23.72,,0.359336853,,,,,
23.74,,0.357261658,,,,,
23.76,,0.421653748,,,,,
23.78,,0.463195801,,,,,
23.8,,0.469429016,,,,,
23.82,,0.442420959,,,,,
23.84,,0.432037354,,,,,
23.86,,0.473579407,,,,,
23.88,,0.525505066,,,,,
23.9,,0.554588318,,,,,
23.92,,0.513046265,,,,,
23.94,,0.45488739,,,,,
23.96,,0.475654602,,,,,
23.98,,0.51927948,,,,,
24,,0.508888245,,,,,
24.02,,0.486045837,,,,,
24.04,,0.479812622,,,,,
24.06,,0.448654175,,,,,
24.08,,0.461120605,,,,,
24.1,,0.469429016,,,,,
24.12,,0.508888245,,,,,
24.14,,0.556663513,,,,,
24.16,,0.600280762,,,,,
24.18,,0.616897583,,,,,
24.2,,0.641822815,,,,,
24.22,,0.658439636,,,,,
24.24,,0.675056458,,,,,
24.26,,0.724906921,,,,,
24.28,,0.843307495,,,,,
24.3,,0.928466797,,,,,
24.32,,0.974159241,,,,,
24.34,,1.013626099,,,,,
24.36,,1.036476135,,,,,
24.38,,1.080093384,,,,,
24.4,,1.105018616,,,,,
24.42,,0.589897156,,,,,
24.44,,0.211868286,,,,,
24.46,,0.06023407,,,,,
24.48,,0.006233215,,,,,
24.5,,-0.010383606,,,,,
24.52,,-0.027000427,,,,,
24.54,,-0.029075623,,,,,
24.56,,-0.031158447,,,,,
24.58,,-0.031158447,,,,,
24.6,,-0.022850037,,,,,
24.62,,-0.033233643,,,,,
24.64,,-0.029075623,,,,,
24.66,,-0.037384033,,,,,
24.68,,-0.033233643,,,,,
24.7,,-0.027000427,,,,,
24.72,,-0.027000427,,,,,
24.74,,-0.035308838,,,,,
24.76,,-0.031158447,,,,,
24.78,,-0.027000427,,,,,
24.8,,-0.029075623,,,,,
24.82,,-0.029075623,,,,,
24.84,,-0.031158447,,,,,
24.86,,-0.027000427,,,,,
24.88,,-0.027000427,,,,,
24.9,,-0.039466858,,,,,
24.92,,-0.022850037,,,,,
24.94,,-0.033233643,,,,,
24.96,,-0.031158447,,,,,
24.98,,-0.037384033,,,,,
25,,-0.037384033,,,,,
25.02,,-0.035308838,,,,,
25.04,,-0.031158447,,,,,
25.06,,-0.029075623,,,,,
25.08,,-0.029075623,,,,,
25.1,,-0.035308838,,,,,
25.12,,-0.027000427,,,,,
25.14,,-0.035308838,,,,,
25.16,,-0.031158447,,,,,
25.18,,-0.029075623,,,,,
25.2,,-0.031158447,,,,,
25.22,,-0.033233643,,,,,
25.24,,-0.043617249,,,,,
25.26,,-0.033233643,,,,,
25.28,,-0.022850037,,,,,
25.3,,-0.020767212,,,,,
25.32,,-0.020767212,,,,,
25.34,,-0.018692017,,,,,
25.36,,-0.027000427,,,,,
25.38,,-0.020767212,,,,,
25.4,,-0.027000427,,,,,
25.42,,-0.035308838,,,,,
25.44,,-0.029075623,,,,,
25.46,,-0.029075623,,,,,
25.48,,-0.022850037,,,,,
25.5,,-0.029075623,,,,,
25.52,,-0.033233643,,,,,
25.54,,-0.029075623,,,,,
25.56,,-0.033233643,,,,,
25.58,,-0.027000427,,,,,
25.6,,-0.027000427,,,,,
25.62,,-0.031158447,,,,,
25.64,,-0.029075623,,,,,
25.66,,-0.033233643,,,,,
25.68,,-0.045692444,,,,,
25.7,,-0.024925232,,,,,
25.72,,-0.031158447,,,,,
25.74,,-0.024925232,,,,,
25.76,,-0.031158447,,,,,
25.78,,-0.031158447,,,,,
25.8,,-0.022850037,,,,,
25.82,,-0.033233643,,,,,
25.84,,-0.031158447,,,,,
25.86,,-0.029075623,,,,,
25.88,,-0.022850037,,,,,
25.9,,-0.035308838,,,,,
25.92,,-0.029075623,,,,,
25.94,,-0.027000427,,,,,
25.96,,-0.031158447,,,,,
25.98,,-0.033233643,,,,,
26,,-0.029075623,,,,,
26.02,,-0.029075623,,,,,
26.04,,-0.029075623,,,,,
26.06,,-0.031158447,,,,,
26.08,,-0.029075623,,,,,
26.1,,-0.033233643,,,,,
26.12,,-0.029075623,,,,,
26.14,,-0.029075623,,,,,
26.16,,-0.029075623,,,,,
26.18,,-0.031158447,,,,,
26.2,,-0.029075623,,,,,
26.22,,-0.029075623,,,,,
26.24,,-0.029075623,,,,,
26.26,,-0.035308838,,,,,
26.28,,-0.029075623,,,,,
