Time,S2_Pre,S2_T1,S2_T2,S2_T3,S2_T4,S2_T5
1.32,-0.016616821,-0.035316467,-0.054008484,-0.024925232,-0.037391663,0
1.34,-0.008308411,-0.039466858,-0.06439209,-0.029075623,-0.035316467,0.004150391
1.36,-0.008308411,-0.035316467,-0.06439209,-0.033233643,-0.037391663,0.004150391
1.38,-0.010391235,-0.035316467,-0.06023407,-0.027000427,-0.033233643,0.002075195
1.4,-0.012466431,-0.039466858,-0.06439209,-0.027000427,-0.037391663,0.008308411
1.42,-0.014541626,-0.039466858,-0.06439209,-0.027000427,-0.035316467,0.006225586
1.44,-0.014541626,-0.024925232,-0.06439209,-0.022850037,-0.035316467,0.006225586
1.46,-0.014541626,-0.018699646,-0.062316895,-0.031158447,-0.041542053,-0.00415802
1.48,-0.014541626,-0.024925232,-0.062316895,-0.022850037,-0.045700073,0.002075195
1.5,-0.010391235,-0.024925232,-0.066467285,-0.029075623,-0.043624878,-0.00415802
1.52,-0.010391235,-0.020774841,-0.062316895,-0.027000427,-0.051933289,0
1.54,-0.006233215,-0.022850037,-0.066467285,-0.029075623,-0.058158875,0.004150391
1.56,-0.016616821,-0.031158447,-0.066467285,-0.033233643,-0.058158875,0.008308411
1.58,-0.024925232,-0.031158447,-0.078933716,-0.027000427,-0.062316895,0.006225586
1.6,-0.012466431,-0.024925232,-0.070625305,-0.033233643,-0.060241699,0.004150391
1.62,-0.014541626,-0.008308411,-0.070625305,-0.031158447,-0.062316895,0.002075195
1.64,-0.012466431,0.031150818,-0.074775696,-0.031158447,-0.062316895,0.008308411
1.66,-0.018699646,0.076850891,-0.074775696,-0.029075623,-0.062316895,0.006225586
1.68,-0.012466431,0.101776123,-0.0727005,-0.033233643,-0.070625305,0
1.7,-0.012466431,0.108009338,-0.0727005,-0.024925232,-0.06855011,0
1.72,-0.016616821,0.116317749,-0.078933716,-0.024925232,-0.070625305,-0.002082825
1.74,-0.018699646,0.141242981,-0.076850891,-0.022850037,-0.066467285,0.002075195
1.76,-0.016616821,0.176551819,-0.0727005,-0.033233643,-0.062316895,0
1.78,-0.012466431,0.191093445,-0.081008911,-0.027000427,-0.070625305,0.002075195
1.8,-0.008308411,0.168243408,-0.076850891,-0.033233643,-0.070625305,0
1.82,-0.010391235,0.116317749,-0.0727005,-0.033233643,-0.060241699,0
1.84,-0.014541626,0.085159302,-0.074775696,-0.027000427,-0.060241699,0.004150391
1.86,-0.010391235,0.099700928,-0.076850891,-0.024925232,-0.06439209,0
1.88,-0.016616821,0.126701355,-0.06854248,-0.033233643,-0.066467285,-0.00415802
1.9,-0.00415802,0.13293457,-0.070625305,-0.029075623,-0.06439209,0
1.92,-0.008308411,0.44657135,-0.070625305,-0.024925232,-0.060241699,0.006225586
1.94,-0.018699646,0.716598511,-0.0727005,-0.029075623,-0.06855011,0.010383606
1.96,-0.010391235,0.891075134,-0.0727005,-0.027000427,-0.060241699,0.004150391
1.98,-0.010391235,1.036468506,-0.06854248,-0.027000427,-0.054008484,0.002075195
2,-0.012466431,1.080093384,-0.066467285,-0.027000427,-0.024925232,0
2.02,-0.010391235,1.080093384,-0.070625305,-0.027000427,0.112159729,0.006225586
2.04,-0.020774841,1.078010559,-0.06439209,-0.031158447,0.232635498,0
2.06,-0.016616821,1.096710205,-0.06854248,-0.029075623,0.288711548,0.004150391
2.08,-0.014541626,1.08631897,-0.070625305,-0.029075623,0.3177948,0.004150391
2.1,-0.014541626,1.036468506,-0.066467285,-0.029075623,0.32194519,0.006225586
2.12,-0.014541626,0.918075562,-0.066467285,-0.024925232,0.336486816,-0.002082825
2.14,-0.014541626,0.776832581,-0.070625305,-0.031158447,0.301177979,0.010383606
2.16,-0.014541626,0.656364441,-0.062316895,-0.024925232,0.195243835,0.008308411
2.18,-0.014541626,0.573280334,-0.062316895,-0.031158447,0.081001282,0.006225586
2.2,-0.016616821,0.533813477,-0.062316895,-0.031158447,0.004150391,0.002075195
2.22,-0.010391235,0.531738281,-0.06439209,-0.033233643,-0.027008057,-0.002082825
2.24,-0.014541626,0.504730225,-0.06439209,-0.037384033,-0.029083252,0.002075195
2.26,-0.012466431,0.461112976,-0.066467285,-0.031158447,0.039459229,-0.002082825
2.28,-0.016616821,0.425804138,-0.066467285,-0.033233643,0.135009766,-0.008308411
2.3,-0.012466431,0.413337708,-0.047775269,-0.029075623,0.122543335,-0.006233215
2.32,-0.008308411,0.427879333,0.002075195,-0.029075623,0.062309265,0
2.34,-0.006233215,0.463188171,0.047775269,-0.027000427,0.051925659,-0.008308411
2.36,-0.014541626,0.548355103,0.085159302,-0.020767212,0.089309692,-0.014541626
2.38,-0.014541626,0.641822815,0.110084534,-0.027000427,0.105926514,-0.012466431
2.4,-0.016616821,0.766448975,0.18901825,-0.024925232,0.176551819,-0.008308411
2.42,-0.010391235,0.857841492,0.332336426,-0.029075623,0.342720032,-0.006233215
2.44,-0.016616821,0.90145874,0.500579834,-0.033233643,0.500579834,-0.010391235
2.46,-0.018699646,0.891075134,0.656364441,-0.031158447,0.57119751,-0.006233215
2.48,-0.012466431,0.851608276,0.76852417,-0.029075623,0.517196655,-0.00415802
2.5,-0.024925232,0.810066223,0.820457458,-0.027000427,0.346870422,-0.010391235
2.52,-0.020774841,0.812141418,0.84538269,-0.031158447,0.216018677,-0.012466431
2.54,-0.016616821,0.83291626,0.859916687,-0.031158447,0.228477478,-0.012466431
2.56,-0.016616821,0.868225098,0.891075134,-0.033233643,0.330253601,-0.020774841
2.58,-0.012466431,0.928459167,0.932617188,-0.033233643,0.432037354,-0.012466431
2.6,-0.008308411,0.982467651,0.992851257,-0.033233643,0.483963013,-0.014541626
2.62,-0.010391235,1.032318115,1.063476563,-0.031158447,0.463188171,-0.016616821
2.64,-0.012466431,1.075935364,1.140327454,-0.033233643,0.411262512,-0.012466431
2.66,-0.008308411,1.107093811,1.194335938,-0.033233643,0.380104065,-0.012466431
2.68,-0.008308411,1.15901947,1.188102722,-0.033233643,0.400878906,-0.010391235
2.7,-0.006233215,1.198486328,1.179794312,-0.033233643,0.473579407,-0.016616821
2.72,-0.006233215,1.221336365,1.173561096,-0.031158447,0.506813049,-0.024925232
2.74,-0.012466431,1.215103149,1.192253113,-0.041542053,0.496421814,-0.018699646
2.76,-0.016616821,1.221336365,1.204719543,-0.031158447,0.465270996,-0.016616821
2.78,-0.018699646,1.235870361,1.206794739,-0.035308838,0.469421387,-0.016616821
2.8,-0.012466431,1.248336792,1.210952759,-0.033233643,0.51096344,-0.018699646
2.82,-0.014541626,1.229644775,1.219261169,-0.039466858,0.558738708,-0.027008057
2.84,-0.018699646,1.213027954,1.22756958,-0.037384033,0.600280762,-0.016616821
2.86,-0.016616821,1.210945129,1.240028381,-0.047775269,0.621047974,0.002075195
2.88,-0.016616821,1.179794312,1.244186401,-0.045692444,0.621047974,0.137084961
2.9,-0.014541626,1.111244202,1.231719971,-0.047775269,0.623130798,0.245094299
2.92,-0.010391235,1.071784973,1.213027954,-0.058158875,0.6355896,0.31363678
2.94,-0.012466431,1.038551331,1.215103149,-0.058158875,0.650131226,0.394645691
2.96,-0.008308411,1.015701294,1.213027954,-0.066467285,0.666748047,0.427879333
2.98,-0.016616821,0.982467651,1.200561523,-0.0727005,0.685440063,0.44657135
3,-0.018699646,0.928459167,1.177719116,-0.078926086,0.706214905,0.429954529
3.02,-0.014541626,0.812141418,1.169410706,-0.074775696,0.726982117,0.396720886
3.04,-0.010391235,0.751907349,1.144485474,-0.074775696,0.739448547,0.38633728
3.06,-0.016616821,0.805915833,1.119560242,-0.076850891,0.756065369,0.384262085
3.08,-0.008308411,0.957542419,1.09463501,-0.06854248,0.770599365,0.402954102
3.1,-0.024925232,0.77268219,1.024009705,-0.078926086,0.795524597,0.452804565
3.12,-0.014541626,0.303253174,0.978317261,-0.081008911,0.816299438,0.486038208
3.14,-0.014541626,0.083084106,0.990776062,-0.078926086,0.816299438,0.502655029
3.16,-0.010391235,0.012458801,1.084243774,-0.076850891,0.822532654,0.500579834
3.18,0.066467285,-0.029083252,1.194335938,-0.078926086,0.859916687,0.496421814
3.2,0.143318176,-0.029083252,1.269111633,-0.081008911,0.886917114,0.481887817
3.22,0.172393799,-0.039466858,1.318962097,-0.076850891,0.90145874,0.467346191
3.24,0.19316864,-0.033233643,1.391654968,-0.078926086,0.886917114,0.442420959
3.26,0.197319031,-0.041542053,1.483047485,-0.0727005,0.884841919,0.396720886
3.28,0.201477051,-0.039466858,1.576522827,-0.076850891,0.903533936,0.38633728
3.3,0.195243835,-0.043624878,1.628448486,-0.074775696,0.932617188,0.423728943
3.32,0.180702209,-0.043624878,1.647140503,-0.076850891,0.891075134,0.475654602
3.34,0.178627014,-0.045700073,1.661682129,-0.078926086,0.411262512,0.504730225
3.36,0.166168213,-0.045700073,1.659606934,-0.0727005,0.139160156,0.513038635
3.38,0.159934998,-0.045700073,1.66583252,-0.0727005,0.022842407,0.527580261
3.4,0.143318176,-0.047775269,1.672065735,-0.074775696,-0.020774841,0.535888672
3.42,0.143318176,-0.039466858,1.703224182,-0.066467285,-0.029083252,0.533813477
3.44,0.089309692,-0.045700073,1.730224609,-0.074775696,-0.037391663,0.537963867
3.46,0.033233643,-0.049850464,1.711532593,-0.066467285,-0.043624878,0.531738281
3.48,0.002075195,-0.035316467,1.66583252,-0.06023407,-0.043624878,0.523429871
3.5,-0.008308411,-0.037391663,1.628448486,-0.066467285,-0.045700073,0.525505066
3.52,-0.008308411,-0.043624878,1.568214417,-0.070617676,-0.051933289,0.477729797
3.54,-0.018699646,-0.045700073,1.443588257,-0.070617676,-0.043624878,0.363487244
3.56,-0.014541626,-0.039466858,1.294036865,-0.06854248,-0.033233643,0.245094299
3.58,-0.012466431,-0.033233643,1.152793884,-0.06854248,-0.043624878,0.13293457
3.6,-0.010391235,-0.045700073,1.078018188,-0.062309265,-0.035316467,0.06854248
3.62,-0.016616821,-0.041542053,1.125785828,-0.058158875,-0.043624878,0.06438446
3.64,0.010383606,-0.041542053,1.173561096,-0.06023407,-0.039466858,0.101776123
3.66,0.101776123,-0.031158447,1.019859314,-0.014541626,-0.043624878,0.186935425
3.68,0.201477051,-0.027008057,0.96585083,0.108009338,-0.039466858,0.299102783
3.7,0.261711121,-0.035316467,1.044784546,0.224327087,-0.043624878,0.396720886
3.72,0.299102783,-0.031158447,1.080093384,0.284561157,-0.047775269,0.392570496
3.74,0.353103638,-0.035316467,0.982467651,0.32195282,-0.043624878,0.328178406
3.76,0.438262939,-0.037391663,0.824607849,0.409187317,-0.037391663,0.230552673
3.78,0.456962585,-0.033233643,0.710365295,0.51927948,-0.039466858,0.149551392
3.8,0.459037781,-0.031158447,0.683364868,0.604438782,-0.035316467,0.230552673
3.82,0.461112976,-0.037391663,0.747756958,0.666748047,-0.024925232,0.463188171
3.84,0.465270996,-0.033233643,0.839149475,0.699981689,-0.031158447,0.623130798
3.86,0.463188171,-0.027008057,0.888999939,0.733215332,-0.035316467,0.633514404
3.88,0.459037781,-0.029083252,0.90561676,0.795532227,-0.033233643,0.558738708
3.9,0.423728943,-0.031158447,0.932617188,0.891075134,-0.033233643,0.477729797
3.92,0.429954529,-0.031158447,0.957542419,0.955467224,-0.031158447,0.409187317
3.94,0.434112549,-0.035316467,0.922233582,0.994934082,-0.033233643,0.483963013
3.96,0.419570923,-0.031158447,0.849533081,1.040626526,-0.033233643,0.689598083
3.98,0.38633728,-0.031158447,0.822532654,1.09463501,-0.035316467,0.895225525
4,0.363487244,-0.027008057,0.880691528,1.142410278,-0.022850037,0.974159241
4.02,0.324028015,-0.029083252,0.988700867,1.152793884,-0.029083252,0.994926453
4.04,0.284561157,-0.029083252,1.123710632,1.16733551,-0.029083252,1.017776489
4.06,0.220169067,-0.035316467,1.186027527,1.169410706,-0.033233643,1.071784973
4.08,0.12046814,-0.027008057,1.194335938,1.165252686,-0.024925232,1.109169006
4.1,0.041542053,-0.031158447,1.177719116,1.1590271,-0.029083252,1.0987854
4.12,0.008308411,-0.031158447,1.127868652,1.177719116,-0.029083252,1.069702148
4.14,-0.006233215,-0.029083252,1.092552185,1.210952759,-0.024925232,1.034393311
4.16,-0.018699646,-0.033233643,1.125785828,1.229644775,-0.024925232,1.096710205
4.18,-0.020774841,-0.037391663,1.229644775,1.264953613,-0.031158447,1.200561523
4.2,-0.014541626,-0.035316467,1.345962524,1.298187256,-0.027008057,1.289878845
4.22,-0.014541626,-0.024925232,1.40827179,1.306495667,-0.027008057,1.331420898
4.24,-0.020774841,-0.031158447,1.410354614,1.308578491,-0.027008057,1.331420898
4.26,-0.018699646,-0.031158447,1.370887756,1.341812134,-0.024925232,1.318954468
4.28,-0.020774841,-0.029083252,1.304420471,1.391662598,-0.029083252,1.304420471
4.3,-0.008308411,-0.033233643,1.202644348,1.426971436,-0.031158447,1.329345703
4.32,-0.006233215,-0.029083252,1.096710205,1.464355469,-0.029083252,1.41242981
4.34,-0.012466431,-0.027008057,1.001159668,1.48097229,-0.024925232,1.518356323
4.36,-0.016616821,-0.035316467,0.967926025,1.501747131,-0.031158447,1.622215271
4.38,-0.016616821,-0.024925232,0.916000366,1.518363953,-0.031158447,1.717758179
4.4,-0.018699646,-0.029083252,0.83707428,1.54536438,-0.031158447,1.846542358
4.42,-0.016616821,-0.029083252,0.729064941,1.555747986,-0.027008057,1.977401733
4.44,-0.014541626,-0.027008057,0.631439209,1.539131165,-0.027008057,1.595214844
4.46,-0.012466431,-0.031158447,0.598205566,1.510055542,-0.029083252,0.679206848
4.48,-0.014541626,-0.033233643,0.629364014,1.391662598,-0.031158447,0.245094299
4.5,-0.018699646,-0.033233643,0.685440063,1.22341156,-0.022850037,0.078926086
4.52,-0.016616821,-0.029083252,0.805915833,1.061401367,-0.022850037,0.018692017
4.54,-0.018699646,-0.033233643,0.963775635,0.972084045,-0.027008057,0.002075195
4.56,-0.014541626,-0.035316467,1.123710632,0.963775635,-0.024925232,-0.018699646
4.58,-0.018699646,-0.037391663,1.165252686,1.015701294,-0.027008057,-0.016616821
4.6,-0.012466431,-0.039466858,1.179794312,1.092559814,-0.027008057,-0.018699646
4.62,-0.012466431,-0.029083252,1.165252686,1.183952332,-0.022850037,-0.018699646
4.64,-0.016616821,-0.031158447,1.109169006,1.271186829,-0.029083252,-0.024925232
4.66,-0.010391235,-0.035316467,1.063476563,1.368812561,-0.024925232,-0.012466431
4.68,-0.014541626,-0.031158447,0.71244812,1.437355042,-0.031158447,-0.018699646
4.7,-0.012466431,-0.033233643,0.577430725,1.453971863,-0.029083252,-0.016616821
4.72,-0.016616821,-0.027008057,0.625205994,1.439430237,-0.024925232,-0.016616821
4.74,-0.018699646,-0.029083252,0.679214478,1.445663452,-0.024925232,-0.018699646
4.76,-0.022850037,-0.037391663,0.726982117,1.514205933,-0.022850037,-0.022850037
4.78,-0.016616821,-0.031158447,0.753990173,1.597290039,-0.024925232,-0.016616821
4.8,-0.014541626,-0.027008057,0.735290527,1.659606934,-0.022850037,-0.020774841
4.82,-0.014541626,-0.035316467,0.658439636,1.717765808,-0.027008057,-0.020774841
4.84,-0.014541626,-0.031158447,0.602355957,1.759307861,-0.022850037,-0.014541626
4.86,-0.008308411,-0.033233643,0.616897583,1.784233093,-0.027008057,-0.014541626
4.88,-0.012466431,-0.037391663,0.718673706,1.775924683,-0.022850037,-0.016616821
4.9,-0.010391235,-0.027008057,0.84538269,1.788383484,-0.024925232,-0.012466431
4.92,-0.012466431,-0.033233643,0.903541565,1.809158325,-0.027008057,-0.014541626
4.94,-0.014541626,-0.033233643,0.913925171,1.86315918,-0.024925232,-0.020774841
4.96,-0.012466431,-0.033233643,0.895233154,1.591064453,-0.024925232,-0.010391235
4.98,-0.014541626,-0.024925232,0.878616333,0.683364868,-0.022850037,-0.014541626
5,-0.016616821,-0.033233643,0.89730835,0.236793518,-0.024925232,-0.014541626
5.02,-0.012466431,-0.027008057,0.936775208,0.058158875,-0.020774841,-0.010391235
5.04,-0.018699646,-0.029083252,0.957542419,-0.006233215,-0.024925232,-0.002082825
5.06,-0.012466431,-0.031158447,0.928466797,-0.029075623,-0.031158447,-0.016616821
5.08,-0.00415802,-0.031158447,0.864074707,-0.033233643,-0.024925232,-0.008308411
5.1,-0.012466431,-0.033233643,0.874458313,-0.043617249,-0.027008057,0.002075195
5.12,-0.012466431,-0.033233643,0.888999939,-0.041542053,-0.022850037,0
5.14,-0.012466431,-0.035316467,0.415420532,-0.039466858,-0.027008057,-0.006233215
5.16,-0.014541626,-0.037391663,0.278327942,-0.041542053,-0.022850037,-0.00415802
5.18,-0.014541626,-0.029083252,0.3177948,-0.041542053,-0.029083252,0.002075195
5.2,-0.010391235,-0.031158447,0.380111694,-0.039466858,-0.024925232,0.006225586
5.22,-0.010391235,-0.033233643,0.334411621,-0.045692444,-0.029083252,0
5.24,-0.014541626,-0.031158447,0.207710266,-0.041542053,-0.027008057,0
5.26,-0.012466431,-0.029083252,0.112159729,-0.039466858,-0.029083252,-0.00415802
5.28,-0.012466431,-0.035316467,0.149551392,-0.035308838,-0.031158447,0.004150391
5.3,-0.008308411,-0.035316467,0.301177979,-0.037384033,-0.022850037,0
5.32,-0.018699646,-0.024925232,0.523429871,-0.041542053,-0.029083252,0
5.34,-0.016616821,-0.033233643,0.731140137,-0.037384033,-0.024925232,-0.006233215
5.36,-0.014541626,-0.031158447,0.922233582,-0.035308838,-0.031158447,0.002075195
5.38,-0.008308411,-0.037391663,1.109169006,-0.037384033,-0.029083252,0.002075195
5.4,-0.012466431,,1.240028381,-0.037384033,,0
5.42,-0.014541626,,1.395812988,-0.035308838,,0
5.44,-0.014541626,,1.595214844,-0.041542053,,0
5.46,-0.012466431,,1.821617126,-0.035308838,,-0.002082825
5.48,-0.010391235,,1.246261597,-0.039466858,,-0.00415802
5.5,-0.014541626,,0.475654602,-0.039466858,,-0.008308411
5.52,-0.012466431,,0.137084961,-0.035308838,,0
5.54,-0.012466431,,0.018692017,-0.035308838,,-0.00415802
5.56,-0.014541626,,-0.024925232,-0.031158447,,-0.002082825
5.58,-0.012466431,,-0.047775269,-0.039466858,,-0.006233215
5.6,-0.022850037,,-0.049850464,-0.027000427,,-0.002082825
5.62,-0.014541626,,-0.056083679,-0.024925232,,0
5.64,-0.010391235,,-0.058158875,-0.029075623,,0.002075195
5.66,-0.00415802,,-0.049850464,-0.033233643,,0
5.68,-0.010391235,,-0.058158875,-0.029075623,,-0.00415802
5.7,-0.010391235,,-0.058158875,-0.027000427,,-0.00415802
5.72,-0.014541626,,-0.06023407,-0.027000427,,-0.002082825
5.74,-0.018699646,,-0.06023407,-0.037384033,,-0.00415802
5.76,-0.014541626,,-0.066467285,-0.031158447,,0.004150391
5.78,-0.010391235,,-0.062316895,-0.031158447,,0.002075195
5.8,-0.014541626,,-0.056083679,-0.031158447,,-0.002082825
5.82,-0.002082825,,-0.062316895,-0.037384033,,0
5.84,0.035308838,,-0.056083679,-0.027000427,,0.004150391
5.86,0.103851318,,-0.056083679,-0.029075623,,0.002075195
5.88,0.164085388,,-0.06023407,-0.033233643,,-0.00415802
5.9,0.18901062,,-0.062316895,-0.029075623,,-0.002082825
5.92,0.213935852,,-0.056083679,-0.035308838,,-0.002082825
5.94,0.232635498,,-0.054008484,-0.029075623,,0.002075195
5.96,0.222244263,,-0.06023407,-0.029075623,,0
5.98,0.172393799,,-0.054008484,-0.027000427,,-0.006233215
6,0.105926514,,-0.06439209,-0.022850037,,-0.002082825
6.02,0.045692444,,-0.051925659,-0.024925232,,0
6.04,0.012458801,,-0.054008484,-0.029075623,,-0.00415802
6.06,0.004150391,,-0.056083679,-0.029075623,,-0.00415802
6.08,0.049850464,,-0.058158875,-0.029075623,,0.008308411
6.1,0.089309692,,-0.06023407,-0.033233643,,0.002075195
6.12,0.045692444,,-0.058158875,-0.031158447,,0.002075195
6.14,0.008308411,,-0.051925659,-0.027000427,,-0.002082825
6.16,-0.002082825,,-0.045700073,-0.037384033,,-0.002082825
6.18,-0.014541626,,-0.056083679,-0.024925232,,0.002075195
6.2,-0.012466431,,-0.051925659,-0.031158447,,-0.002082825
6.22,-0.016616821,,-0.058158875,-0.033233643,,-0.006233215
6.24,-0.014541626,,-0.043617249,-0.029075623,,-0.002082825
6.26,-0.012466431,,-0.045700073,-0.033233643,,0
6.28,-0.010391235,,-0.054008484,-0.033233643,,-0.008308411
6.3,-0.010391235,,-0.049850464,-0.033233643,,
6.32,-0.012466431,,-0.045700073,-0.027000427,,
6.34,-0.014541626,,-0.045700073,-0.035308838,,
6.36,-0.018699646,,-0.045700073,-0.037384033,,
6.38,-0.014541626,,-0.047775269,-0.029075623,,
6.4,-0.016616821,,-0.047775269,,,
6.42,-0.014541626,,-0.051925659,,,
6.44,-0.014541626,,-0.043617249,,,
6.46,-0.012466431,,-0.054008484,,,
6.48,-0.006233215,,-0.047775269,,,
6.5,0.101776123,,-0.041542053,,,
6.52,0.249252319,,-0.043617249,,,
6.54,0.342720032,,-0.043617249,,,
6.56,0.434112549,,-0.033233643,,,
6.58,0.519271851,,-0.041542053,,,
6.6,0.567047119,,-0.039466858,,,
6.62,0.573280334,,-0.039466858,,,
6.64,0.560813904,,-0.043617249,,,
6.66,0.540046692,,-0.047775269,,,
6.68,0.488113403,,-0.051925659,,,
6.7,0.398803711,,-0.043617249,,,
6.72,0.330253601,,-0.041542053,,,
6.74,0.259635925,,-0.039466858,,,
6.76,0.216018677,,-0.043617249,,,
6.78,0.19316864,,-0.035308838,,,
6.8,0.151626587,,-0.047775269,,,
6.82,0.139160156,,-0.045700073,,,
6.84,0.12046814,,-0.045700073,,,
6.86,0.093467712,,-0.047775269,,,
6.88,0.049850464,,-0.045700073,,,
6.9,0.012458801,,-0.049850464,,,
6.92,-0.002082825,,-0.043617249,,,
6.94,-0.008308411,,-0.043617249,,,
6.96,-0.012466431,,-0.039466858,,,
