Data Set 1:Time(s),Data Set 1:Force G(N),Data Set 2:Time(s),Data Set 2:Force G(N)
0,-0.012458801269531306,0,-0.0166168212890625
0.02,-0.012458801269531306,0.02,-0.0186920166015625
0.040000000000000001,-0.0041503906250000555,0.040000000000000001,-0.02285003662109375
0.059999999999999998,-0.0062255859375000555,0.059999999999999998,-0.02700042724609375
0.080000000000000002,-0.0041503906250000555,0.080000000000000002,-0.02077484130859375
0.10000000000000001,-0.0041503906250000555,0.10000000000000001,-0.0166168212890625
0.12,-0.0083084106445313055,0.12,-0.02700042724609375
0.14000000000000001,-0.010383605957031306,0.14000000000000001,-0.02285003662109375
0.16,-0.0062255859375000555,0.16,-0.02077484130859375
0.17999999999999999,-0.0083084106445313055,0.17999999999999999,-0.02492523193359375
0.20000000000000001,-0.012458801269531306,0.20000000000000001,-0.0186920166015625
0.22,-0.0083084106445313055,0.22,-0.02492523193359375
0.23999999999999999,-0.0083084106445313055,0.23999999999999999,-0.02285003662109375
0.26000000000000001,-5.5511151231257827e-17,0.26000000000000001,-0.0166168212890625
0.28000000000000003,0.0041580200195311945,0.28000000000000003,-0.02492523193359375
0.29999999999999999,-0.0062255859375000555,0.29999999999999999,-0.02077484130859375
0.32000000000000001,-0.0020751953125000555,0.32000000000000001,-0.02492523193359375
0.34000000000000002,-0.0041503906250000555,0.34000000000000002,-0.02492523193359375
0.35999999999999999,-0.0083084106445313055,0.35999999999999999,-0.02285003662109375
0.38,-0.014533996582031306,0.38,-0.02492523193359375
0.40000000000000002,-0.012458801269531306,0.40000000000000002,-0.02492523193359375
0.41999999999999998,-0.012458801269531306,0.41999999999999998,-0.0186920166015625
0.44,-0.014533996582031306,0.44,-0.00623321533203125
0.46000000000000002,-0.014533996582031306,0.46000000000000002,-0.0020751953125
0.47999999999999998,-0.012458801269531306,0.47999999999999998,-0.0020751953125
0.5,-0.012458801269531306,0.5,-0.0124664306640625
0.52000000000000002,-0.018692016601562556,0.52000000000000002,-0.02285003662109375
0.54000000000000004,-0.012458801269531306,0.54000000000000004,-0.035308837890625
0.56000000000000005,-0.018692016601562556,0.56000000000000005,-0.03739166259765625
0.57999999999999996,-0.018692016601562556,0.57999999999999996,-0.02492523193359375
0.59999999999999998,-0.018692016601562556,0.59999999999999998,-0.02077484130859375
0.62,-0.012458801269531306,0.62,-0.00623321533203125
0.64000000000000001,-0.018692016601562556,0.64000000000000001,-0.00623321533203125
0.66000000000000003,-0.020767211914062556,0.66000000000000003,-0.0020751953125
0.68000000000000005,-0.022842407226562556,0.68000000000000005,-0.00623321533203125
,,0.69999999999999996,-0.0020751953125
,,0.71999999999999997,-0.00415802001953125
,,0.73999999999999999,-0.00623321533203125
,,0.76000000000000001,-0.00830841064453125
,,0.78000000000000003,-0.0145416259765625
,,0.80000000000000004,-0.0145416259765625
,,0.81999999999999995,-0.0145416259765625
,,0.83999999999999997,-0.00830841064453125
,,0.85999999999999999,-0.0186920166015625
,,0.88,-0.0124664306640625
,,0.90000000000000002,-0.0124664306640625
,,0.92000000000000004,-0.01038360595703125
,,0.93999999999999995,-0.01038360595703125
,,0.95999999999999996,0.01245880126953125
,,0.97999999999999998,0.0477752685546875
,,1,0.0851593017578125
,,1.02,0.1163177490234375
,,1.04,0.15993499755859375
,,1.0600000000000001,0.1848602294921875
,,1.0800000000000001,0.20355224609375
,,1.1000000000000001,0.20978546142578125
,,1.1200000000000001,0.20355224609375
,,1.1399999999999999,0.166168212890625
,,1.1599999999999999,0.11008453369140625
,,1.1799999999999999,0.0830841064453125
,,1.2,0.07685089111328125
,,1.22,0.11215972900390625
,,1.24,0.168243408203125
,,1.26,0.19940185546875
,,1.28,0.19109344482421875
,,1.3,0.1516265869140625
,,1.3200000000000001,0.09139251708984375
,,1.3400000000000001,0.037384033203125
,,1.3600000000000001,0
,,1.3799999999999999,-0.0020751953125
,,1.3999999999999999,0.00623321533203125
,,1.4199999999999999,0.037384033203125
,,1.4399999999999999,0.09554290771484375
,,1.46,0.16201019287109375
,,1.48,0.22847747802734375
,,1.5,0.27417755126953125
,,1.52,0.30741119384765625
,,1.54,0.32610321044921875
,,1.5600000000000001,0.33026123046875
,,1.5800000000000001,0.3468780517578125
,,1.6000000000000001,0.367645263671875
,,1.6200000000000001,0.3863372802734375
,,1.6399999999999999,0.4154205322265625
,,1.6599999999999999,0.45903778076171875
,,1.6799999999999999,0.4860382080078125
,,1.7,0.50473785400390625
,,1.72,0.52550506591796875
