Data Set 1:Time(s),Data Set 1:Force G(N),Data Set 2:Time(s),Data Set 2:Force G(N)
0,0.0020751953125000555,0,-0.0020828247070311945
0.02,0.0083084106445313055,0.02,-0.0020828247070311945
0.040000000000000001,0.0041503906250000555,0.040000000000000001,-0.0062332153320311945
0.059999999999999998,5.5511151231257827e-17,0.059999999999999998,0.0083084106445313055
0.080000000000000002,0.0041503906250000555,0.080000000000000002,0.0062255859375000555
0.10000000000000001,0.0062255859375000555,0.10000000000000001,5.5511151231257827e-17
0.12,0.0041503906250000555,0.12,-0.0020828247070311945
0.14000000000000001,0.0020751953125000555,0.14000000000000001,0.0020751953125000555
0.16,0.0020751953125000555,0.16,0.0041503906250000555
0.17999999999999999,5.5511151231257827e-17,0.17999999999999999,0.0062255859375000555
0.20000000000000001,0.012458801269531306,0.20000000000000001,0.0020751953125000555
0.22,0.0083084106445313055,0.22,-0.0020828247070311945
0.23999999999999999,5.5511151231257827e-17,0.23999999999999999,5.5511151231257827e-17
0.26000000000000001,-0.0041580200195311945,0.26000000000000001,0.0020751953125000555
0.28000000000000003,5.5511151231257827e-17,0.28000000000000003,-0.0020828247070311945
0.29999999999999999,0.0062255859375000555,0.29999999999999999,-0.0062332153320311945
0.32000000000000001,-0.0041580200195311945,0.32000000000000001,5.5511151231257827e-17
0.34000000000000002,-0.0020828247070311945,0.34000000000000002,5.5511151231257827e-17
0.35999999999999999,0.0020751953125000555,0.35999999999999999,0.0020751953125000555
0.38,0.0041503906250000555,0.38,5.5511151231257827e-17
0.40000000000000002,0.0041503906250000555,0.40000000000000002,0.0041503906250000555
0.41999999999999998,5.5511151231257827e-17,0.41999999999999998,0.0020751953125000555
0.44,0.0020751953125000555,0.44,-0.0041580200195311945
0.46000000000000002,0.0062255859375000555,0.46000000000000002,-0.0020828247070311945
0.47999999999999998,0.0020751953125000555,0.47999999999999998,0.0020751953125000555
,,0.5,0.0041503906250000555
,,0.52000000000000002,5.5511151231257827e-17
,,0.54000000000000004,5.5511151231257827e-17
,,0.56000000000000005,5.5511151231257827e-17
,,0.57999999999999996,5.5511151231257827e-17
,,0.59999999999999998,0.0041503906250000555
,,0.62,0.0041503906250000555
,,0.64000000000000001,5.5511151231257827e-17
,,0.66000000000000003,0.0020751953125000555
,,0.68000000000000005,0.0020751953125000555
,,0.69999999999999996,5.5511151231257827e-17
,,0.71999999999999997,-0.0020828247070311945
,,0.73999999999999999,0.0083084106445313055
,,0.76000000000000001,0.0020751953125000555
,,0.78000000000000003,-0.0020828247070311945
,,0.80000000000000004,0.0020751953125000555
,,0.81999999999999995,0.0062255859375000555
,,0.83999999999999997,0.0041503906250000555
,,0.85999999999999999,5.5511151231257827e-17
,,0.88,0.0062255859375000555
,,0.90000000000000002,0.0020751953125000555
,,0.92000000000000004,0.0041503906250000555
,,0.93999999999999995,0.0020751953125000555
,,0.95999999999999996,-0.0020828247070311945
,,0.97999999999999998,5.5511151231257827e-17
,,1,0.0020751953125000555
,,1.02,-0.0041580200195311945
,,1.04,0.0020751953125000555
,,1.0600000000000001,-0.0020828247070311945
,,1.0800000000000001,0.0020751953125000555
,,1.1000000000000001,0.0020751953125000555
,,1.1200000000000001,5.5511151231257827e-17
,,1.1399999999999999,-0.0020828247070311945
,,1.1599999999999999,-0.0083084106445311945
,,1.1799999999999999,0.0041503906250000555
,,1.2,-0.0020828247070311945
,,1.22,-0.0041580200195311945
,,1.24,-0.0083084106445311945
,,1.26,-0.020774841308593694
,,1.28,-0.022850036621093694
,,1.3,-0.014541625976562444
,,1.3200000000000001,-0.027008056640624944
,,1.3400000000000001,-0.022850036621093694
,,1.3600000000000001,-0.018699645996093694
,,1.3799999999999999,-0.022850036621093694
,,1.3999999999999999,-0.031158447265624944
,,1.4199999999999999,-0.018699645996093694
,,1.4399999999999999,-0.024925231933593694
,,1.46,-0.029083251953124944
,,1.48,-0.024925231933593694
,,1.5,-0.029083251953124944
,,1.52,-0.031158447265624944
,,1.54,-0.024925231933593694
,,1.5600000000000001,-0.020774841308593694
,,1.5800000000000001,-0.018699645996093694
,,1.6000000000000001,-0.016616821289062444
,,1.6200000000000001,0.0041503906250000555
,,1.6399999999999999,0.089309692382812556
,,1.6599999999999999,0.17655181884765631
,,1.6799999999999999,0.24094390869140631
