Data Set 1:Time(s),Data Set 1:Force G(N),Data Set 2:Time(s),Data Set 2:Force G(N),Data Set 3:Time(s),Data Set 3:Force G(N),Data Set 4:Time(s),Data Set 4:Force G(N)
0,-0.014541625976562444,0,-0.018692016601562444,0,-0.012458801269531194,0,-0.020767211914062444
0.02,-0.022850036621093694,0.02,-0.020767211914062444,0.02,-0.016616821289062444,0.02,-0.018692016601562444
0.040000000000000001,-0.024925231933593694,0.040000000000000001,-0.014541625976562444,0.040000000000000001,-0.014541625976562444,0.040000000000000001,-0.014541625976562444
0.059999999999999998,-0.022850036621093694,0.059999999999999998,-0.016616821289062444,0.059999999999999998,-0.018692016601562444,0.059999999999999998,-0.012458801269531194
0.080000000000000002,-0.020767211914062444,0.080000000000000002,-0.020767211914062444,0.080000000000000002,-0.014541625976562444,0.080000000000000002,-0.014541625976562444
0.10000000000000001,-0.016616821289062444,0.10000000000000001,-0.010383605957031194,0.10000000000000001,-0.016616821289062444,0.10000000000000001,-0.016616821289062444
0.12,-0.022850036621093694,0.12,-0.016616821289062444,0.12,-0.014541625976562444,0.12,-0.014541625976562444
0.14000000000000001,-0.016616821289062444,0.14000000000000001,-0.018692016601562444,0.14000000000000001,-0.012458801269531194,0.14000000000000001,-0.010383605957031194
0.16,-0.022850036621093694,0.16,-0.016616821289062444,0.16,-0.012458801269531194,0.16,-0.016616821289062444
0.17999999999999999,-0.016616821289062444,0.17999999999999999,-0.018692016601562444,0.17999999999999999,-0.012458801269531194,0.17999999999999999,-0.022850036621093694
0.20000000000000001,-0.016616821289062444,0.20000000000000001,-0.016616821289062444,0.20000000000000001,-0.018692016601562444,0.20000000000000001,-0.020767211914062444
0.22,-0.016616821289062444,0.22,-0.018692016601562444,0.22,-0.020767211914062444,0.22,-0.020767211914062444
0.23999999999999999,-0.014541625976562444,0.23999999999999999,-0.018692016601562444,0.23999999999999999,-0.014541625976562444,0.23999999999999999,-0.016616821289062444
0.26000000000000001,-0.024925231933593694,0.26000000000000001,-0.012458801269531194,0.26000000000000001,-0.012458801269531194,0.26000000000000001,-0.014541625976562444
0.28000000000000003,-0.024925231933593694,0.28000000000000003,-0.020767211914062444,0.28000000000000003,-0.020767211914062444,0.28000000000000003,-0.014541625976562444
0.29999999999999999,-0.022850036621093694,0.29999999999999999,-0.018692016601562444,0.29999999999999999,-0.018692016601562444,0.29999999999999999,-0.014541625976562444
0.32000000000000001,-0.020767211914062444,0.32000000000000001,-0.016616821289062444,0.32000000000000001,-0.010383605957031194,0.32000000000000001,-0.018692016601562444
0.34000000000000002,-0.024925231933593694,0.34000000000000002,-0.016616821289062444,0.34000000000000002,-0.018692016601562444,0.34000000000000002,-0.014541625976562444
0.35999999999999999,-0.016616821289062444,0.35999999999999999,-0.022850036621093694,0.35999999999999999,-0.018692016601562444,0.35999999999999999,-0.018692016601562444
0.38,-0.024925231933593694,0.38,-0.024925231933593694,0.38,-0.016616821289062444,0.38,-0.018692016601562444
0.40000000000000002,-0.024925231933593694,0.40000000000000002,-0.024925231933593694,0.40000000000000002,-0.012458801269531194,0.40000000000000002,-0.012458801269531194
0.41999999999999998,-0.018692016601562444,0.41999999999999998,-0.018692016601562444,0.41999999999999998,-0.022850036621093694,0.41999999999999998,-0.020767211914062444
0.44,-0.022850036621093694,0.44,-0.018692016601562444,0.44,-0.016616821289062444,0.44,-0.012458801269531194
0.46000000000000002,-0.014541625976562444,0.46000000000000002,-0.014541625976562444,0.46000000000000002,-0.012458801269531194,0.46000000000000002,-0.020767211914062444
0.47999999999999998,-0.014541625976562444,0.47999999999999998,-0.020767211914062444,0.47999999999999998,-0.018692016601562444,0.47999999999999998,-0.012458801269531194
0.5,-0.016616821289062444,0.5,-0.022850036621093694,0.5,-0.020767211914062444,0.5,-0.018692016601562444
0.52000000000000002,-0.012458801269531194,0.52000000000000002,-0.014541625976562444,0.52000000000000002,-0.014541625976562444,0.52000000000000002,-0.014541625976562444
0.54000000000000004,-0.024925231933593694,0.54000000000000004,-0.010383605957031194,0.54000000000000004,-0.024925231933593694,0.54000000000000004,-0.020767211914062444
0.56000000000000005,-0.018692016601562444,0.56000000000000005,-0.018692016601562444,0.56000000000000005,-0.020767211914062444,0.56000000000000005,-0.027000427246093694
0.57999999999999996,-0.022850036621093694,0.57999999999999996,-0.010383605957031194,0.57999999999999996,-0.020767211914062444,0.57999999999999996,-0.020767211914062444
0.59999999999999998,-0.020767211914062444,0.59999999999999998,-0.014541625976562444,,,0.59999999999999998,-0.0083084106445311945
0.62,-0.020767211914062444,0.62,-0.020767211914062444,,,0.62,-0.010383605957031194
0.64000000000000001,-0.020767211914062444,0.64000000000000001,-0.018692016601562444,,,0.64000000000000001,-0.012458801269531194
0.66000000000000003,-0.018692016601562444,0.66000000000000003,-0.024925231933593694,,,0.66000000000000003,-0.016616821289062444
0.68000000000000005,-0.020767211914062444,0.68000000000000005,-0.022850036621093694,,,0.68000000000000005,-0.020767211914062444
0.69999999999999996,-0.014541625976562444,0.69999999999999996,-0.020767211914062444,,,0.69999999999999996,-0.016616821289062444
0.71999999999999997,-0.016616821289062444,0.71999999999999997,-0.018692016601562444,,,0.71999999999999997,-0.024925231933593694
0.73999999999999999,-0.016616821289062444,0.73999999999999999,-0.022850036621093694,,,0.73999999999999999,-0.014541625976562444
0.76000000000000001,-0.018692016601562444,0.76000000000000001,-0.018692016601562444,,,0.76000000000000001,-0.010383605957031194
0.78000000000000003,-0.020767211914062444,0.78000000000000003,-0.020767211914062444,,,0.78000000000000003,-0.0041503906249999445
0.80000000000000004,-0.022850036621093694,0.80000000000000004,-0.016616821289062444,,,0.80000000000000004,0.0020751953125000555
0.81999999999999995,-0.027000427246093694,0.81999999999999995,-0.010383605957031194,,,0.81999999999999995,-0.0041503906249999445
0.83999999999999997,-0.0062332153320311945,0.83999999999999997,-0.020767211914062444,,,0.83999999999999997,0.0062332153320313055
0.85999999999999999,0.060234069824218806,0.85999999999999999,-0.020767211914062444,,,0.85999999999999999,0.010383605957031306
0.88,0.11424255371093756,0.88,-0.018692016601562444,,,0.88,0.010383605957031306
0.90000000000000002,0.12255096435546881,0.90000000000000002,-0.014541625976562444,,,0.90000000000000002,0.0083084106445313055
0.92000000000000004,0.12670135498046881,0.92000000000000004,-0.024925231933593694,,,0.92000000000000004,0.0062332153320313055
0.93999999999999995,0.11631774902343756,0.93999999999999995,-0.016616821289062444,,,0.93999999999999995,0.0020751953125000555
0.95999999999999996,0.083084106445312556,0.95999999999999996,-0.016616821289062444,,,0.95999999999999996,0.0041580200195313055
0.97999999999999998,0.043617248535156306,0.97999999999999998,-0.020767211914062444,,,0.97999999999999998,-0.012458801269531194
1,0.0083084106445313055,1,-0.024925231933593694,,,1,-0.0083084106445311945
1.02,-0.0083084106445311945,1.02,-0.024925231933593694,,,1.02,-0.012458801269531194
1.04,-0.0083084106445311945,1.04,-0.018692016601562444,,,1.04,-0.012458801269531194
1.0600000000000001,-0.010383605957031194,1.0600000000000001,-0.018692016601562444,,,1.0600000000000001,-0.016616821289062444
1.0800000000000001,-0.018692016601562444,1.0800000000000001,-0.027000427246093694,,,1.0800000000000001,-0.020767211914062444
1.1000000000000001,-0.018692016601562444,1.1000000000000001,-0.022850036621093694,,,1.1000000000000001,-0.020767211914062444
1.1200000000000001,-0.0083084106445311945,1.1200000000000001,-0.018692016601562444,,,1.1200000000000001,-0.016616821289062444
1.1399999999999999,-0.016616821289062444,1.1399999999999999,-0.020767211914062444,,,1.1399999999999999,-0.020767211914062444
1.1599999999999999,-0.022850036621093694,1.1599999999999999,-0.018692016601562444,,,1.1599999999999999,-0.010383605957031194
1.1799999999999999,-0.010383605957031194,1.1799999999999999,-0.018692016601562444,,,1.1799999999999999,-0.020767211914062444
1.2,-0.012458801269531194,1.2,-0.018692016601562444,,,1.2,-0.022850036621093694
1.22,-0.014541625976562444,1.22,-0.014541625976562444,,,1.22,-0.020767211914062444
1.24,-0.016616821289062444,1.24,-0.024925231933593694,,,1.24,-0.010383605957031194
1.26,-0.010383605957031194,1.26,-0.018692016601562444,,,1.26,-0.018692016601562444
1.28,-0.014541625976562444,1.28,-0.018692016601562444,,,1.28,-0.012458801269531194
1.3,-0.016616821289062444,1.3,-0.016616821289062444,,,1.3,-0.016616821289062444
1.3200000000000001,-0.016616821289062444,1.3200000000000001,-0.022850036621093694,,,1.3200000000000001,-0.018692016601562444
1.3400000000000001,-0.020767211914062444,1.3400000000000001,-0.022850036621093694,,,1.3400000000000001,-0.012458801269531194
1.3600000000000001,-0.018692016601562444,1.3600000000000001,-0.018692016601562444,,,1.3600000000000001,-0.024925231933593694
1.3799999999999999,-0.022850036621093694,1.3799999999999999,-0.014541625976562444,,,1.3799999999999999,-0.016616821289062444
1.3999999999999999,-0.024925231933593694,1.3999999999999999,-0.014541625976562444,,,1.3999999999999999,-0.012458801269531194
1.4199999999999999,-0.022850036621093694,1.4199999999999999,-0.018692016601562444,,,1.4199999999999999,-0.016616821289062444
1.4399999999999999,-0.012458801269531194,1.4399999999999999,-0.016616821289062444,,,1.4399999999999999,-0.014541625976562444
1.46,-0.018692016601562444,1.46,-0.016616821289062444,,,1.46,-0.020767211914062444
1.48,-0.022850036621093694,1.48,-0.020767211914062444,,,1.48,-0.014541625976562444
1.5,0.016616821289062556,1.5,-0.016616821289062444,,,1.5,-0.014541625976562444
1.52,0.072700500488281306,1.52,-0.014541625976562444,,,1.52,-0.022850036621093694
1.54,0.085159301757812556,1.54,-0.018692016601562444,,,1.54,-0.020767211914062444
1.5600000000000001,0.089317321777343806,1.5600000000000001,-0.022850036621093694,,,1.5600000000000001,-0.016616821289062444
1.5800000000000001,0.091392517089843806,1.5800000000000001,-0.012458801269531194,,,1.5800000000000001,-0.014541625976562444
1.6000000000000001,0.10177612304687506,1.6000000000000001,-0.018692016601562444,,,1.6000000000000001,-0.018692016601562444
1.6200000000000001,0.10593414306640631,1.6200000000000001,-0.022850036621093694,,,1.6200000000000001,-0.020767211914062444
1.6399999999999999,0.099700927734375056,1.6399999999999999,-0.022850036621093694,,,1.6399999999999999,-0.018692016601562444
1.6599999999999999,0.070625305175781306,1.6599999999999999,-0.014541625976562444,,,1.6599999999999999,-0.016616821289062444
1.6799999999999999,0.043617248535156306,1.6799999999999999,-0.020767211914062444,,,1.6799999999999999,-0.020767211914062444
1.7,0.012466430664062556,1.7,-0.020767211914062444,,,1.7,-0.0083084106445311945
1.72,0.0041580200195313055,1.72,-0.022850036621093694,,,1.72,-0.0083084106445311945
1.74,5.5511151231257827e-17,1.74,-0.018692016601562444,,,1.74,-0.012458801269531194
1.76,-0.0020751953124999445,1.76,-0.024925231933593694,,,1.76,-0.012458801269531194
