,S1_Pre,S1_T1,S1_T2,S1_T3,S1_T4,S1_T5,S1_T5_2,S2_Pre,S2_T1,S2_T2,S2_T3,S2_T4,S2_T5,S3_Pre,S3_T1,S3_T2,S3_T3,S3_T4,S3_T5,S4_Pre,S4_T1_V2,S4_T2,S4_T3,S4_T4,S4_T5,Time
0,-0.0208,-0.0187,-0.00208,-0.0228,-0.0166,0.0935,-0.0249,-0.0187,-0.0229,-0.0312,-0.0291,-0.0312,-0.00208,0.494,-0.00831,-0.0312,0.00415,0.00208,0.00208,-0.0125,0.00623,0.0125,0.00623,0.0104,0.00623,0.0
1,-0.0187,-0.0166,-0.00208,-0.0208,-0.0187,0.135,-0.0229,-0.00831,-0.0229,-0.0353,-0.0291,-0.0249,-0.00208,0.505,-0.0145,-0.0353,0.00415,0.00416,0.00208,-0.0145,-0.00415,0.00623,0.00416,0.0125,0.00416,0.02
2,-0.0145,-0.0166,-0.00623,-0.0228,-0.0228,0.183,-0.0291,-0.0166,-0.027,-0.0291,-0.0353,-0.0249,0.00415,0.501,-0.00415,-0.0291,0.00208,0.00831,0.0,-0.0104,0.0,0.0104,0.0,0.00416,0.00623,0.04
3,-0.0125,-0.0104,0.00831,-0.0208,-0.027,0.216,-0.027,-0.0187,-0.0291,-0.0312,-0.0312,-0.0332,0.00208,0.494,-0.00623,-0.0312,-0.00208,0.0,0.0,-0.0104,0.00831,0.00623,0.00208,0.00623,0.00831,0.06
4,-0.0145,-0.0166,0.00623,-0.0187,-0.0208,0.216,-0.0291,-0.0104,-0.0291,-0.0353,-0.027,-0.0332,-0.00208,0.496,-0.00831,-0.0353,0.0,-0.00208,0.00208,-0.0125,0.00208,-0.00623,0.00831,0.00831,0.00623,0.08
5,-0.0166,-0.0187,5.55e-17,-0.0166,-0.0166,0.152,-0.0249,-0.0125,-0.0312,-0.0395,-0.0312,-0.0312,-0.00208,0.519,-0.00831,-0.0395,0.00208,0.00416,-0.00415,-0.00416,0.00623,0.00831,0.00416,0.00208,0.00623,0.1
6,-0.0145,-0.0208,-0.00208,-0.0228,-0.027,0.0499,-0.0249,-0.0145,-0.0249,-0.0353,-0.0249,-0.0332,0.0,0.509,-0.0145,-0.0353,0.00208,0.00416,0.00416,-0.00623,0.00831,0.00415,0.00208,0.0145,0.00831,0.12
7,-0.0104,-0.0166,0.00208,-0.0228,-0.0228,-0.00623,-0.0249,-0.0104,-0.0249,-0.0395,-0.0332,-0.027,0.00208,0.509,-0.00831,-0.0395,0.0,0.00416,0.00831,0.0,0.00208,0.00208,0.00416,0.00831,0.0,0.14
8,-0.0166,-0.0166,0.00415,-0.0249,-0.0208,-0.0395,-0.027,-0.0125,-0.0249,-0.0374,-0.0312,-0.0312,0.00208,0.509,-0.0125,-0.0374,-0.00623,0.00416,0.0,-0.00208,0.00208,0.00415,0.0104,0.00623,-0.00208,0.16
9,-0.0229,-0.0229,0.00623,-0.0249,-0.0249,-0.0436,-0.0291,-0.0125,-0.0291,-0.027,-0.0229,-0.0332,-0.00416,0.509,-0.00623,-0.027,0.00415,0.00831,0.0,0.0,0.0,0.0125,0.00623,0.0104,0.00623,0.18
10,-0.0208,-0.0187,0.00208,-0.0249,-0.0187,-0.0457,-0.0229,-0.0104,-0.027,-0.027,-0.0249,-0.0229,0.0,0.507,-0.00623,-0.027,0.0,0.00208,0.00208,-0.00208,0.00831,0.00831,0.00208,0.00831,0.0,0.2
11,-0.0208,-0.0166,-0.00208,-0.0291,-0.0249,-0.027,-0.0249,-0.0145,-0.0332,-0.0312,-0.0249,-0.0291,0.00415,0.499,-0.00623,-0.0312,0.00208,0.00208,-0.00623,0.0,0.00831,0.00415,0.0,0.0145,0.00208,0.22
12,-0.0166,-0.0187,5.55e-17,-0.0353,-0.0228,0.0166,-0.0208,-0.0249,-0.0291,-0.0312,-0.027,-0.0332,-0.00208,0.501,0.0,-0.0312,0.00831,-0.00831,0.00416,0.00415,0.0,0.0104,0.00416,0.00831,0.00416,0.24
13,-0.0145,-0.0145,0.00208,-0.0249,-0.0166,0.081,-0.0249,-0.0166,-0.0249,-0.0353,-0.0291,-0.0291,0.00415,0.511,-0.00831,-0.0353,0.00415,0.0,0.00208,0.00415,0.0229,0.0104,0.0104,0.00831,0.0,0.26
14,-0.0145,-0.0187,-0.00208,-0.0208,-0.0249,0.218,-0.0249,-0.0187,-0.0249,-0.0395,-0.0353,-0.0332,0.00208,0.505,-0.0104,-0.0395,0.00208,0.00208,-0.00415,0.0,0.0519,0.00831,0.00623,0.00623,0.00623,0.28
15,-0.0145,-0.0187,-0.00623,-0.0187,-0.0208,0.366,-0.0208,-0.0104,-0.0291,-0.0332,-0.0332,-0.0229,-0.00831,0.501,-0.0104,-0.0332,0.0,0.00416,0.00208,0.0104,0.0914,0.00415,0.00623,0.0145,0.0104,0.3
16,-0.0187,-0.0166,5.55e-17,-0.0208,-0.0249,0.444,-0.0208,-0.0229,-0.0312,-0.0374,-0.0249,-0.027,-0.00416,0.492,-0.00415,-0.0374,0.00208,0.0,0.00208,-0.00208,0.0893,0.00415,0.00623,0.0104,0.00416,0.32
17,-0.0145,-0.0208,5.55e-17,-0.0208,-0.0249,0.488,-0.0187,-0.0187,-0.0229,-0.0374,-0.0312,-0.0291,-0.00208,0.488,-0.00623,-0.0374,0.00208,0.00208,0.00208,0.00415,0.0769,-0.00416,0.0104,0.0,0.00623,0.34
18,-0.0187,-0.0208,0.00208,-0.0208,-0.0228,0.507,-0.0229,-0.0125,-0.0291,-0.0353,-0.0332,-0.0249,-0.00416,0.474,-0.0145,-0.0353,0.00208,0.00623,0.00623,0.00623,0.0852,0.00415,0.0104,0.00831,0.00623,0.36
19,-0.0187,-0.0208,5.55e-17,-0.0249,-0.0249,0.523,-0.0249,-0.0104,-0.027,-0.0395,-0.0332,-0.0208,0.00208,0.471,-0.00415,-0.0395,-0.00416,0.00623,0.00208,0.00831,0.0976,0.00415,0.0104,0.00831,0.00831,0.38
20,-0.0125,-0.0229,0.00415,-0.0208,-0.0249,0.553,-0.0187,-0.0145,-0.0249,-0.0332,-0.027,-0.0249,-0.00208,0.461,-0.00831,-0.0332,0.00208,0.0,0.00831,0.0104,0.0956,0.0145,0.00623,0.00416,0.00416,0.4
21,-0.0208,-0.0208,0.00208,-0.0249,-0.0187,0.569,-0.0208,-0.0145,-0.0249,-0.0395,-0.0332,-0.0374,0.0,0.476,-0.0208,-0.0395,0.00831,0.00416,-0.00208,0.0104,0.104,0.00415,0.00623,0.00831,0.00416,0.42
22,-0.0125,-0.0166,-0.00416,-0.0228,-0.00623,0.586,-0.0229,-0.0145,-0.0249,-0.0374,-0.0312,-0.0229,-0.00208,0.482,-0.00623,-0.0374,0.00208,0.00831,0.00208,0.00623,0.112,0.0104,0.00831,0.0104,0.00416,0.44
23,-0.0208,-0.0187,-0.00208,-0.0228,-0.00208,0.623,-0.0353,-0.0187,-0.0229,-0.0312,-0.0291,-0.0332,0.0,0.517,-0.00831,-0.0312,0.00623,0.00208,0.00416,0.00208,0.116,0.0,0.0104,0.00623,0.00623,0.46
24,-0.0125,-0.0166,0.00208,-0.0249,-0.00208,0.669,-0.0291,-0.0145,-0.0249,-0.0312,-0.0291,-0.0187,0.0,0.528,-0.00415,-0.0312,0.00415,-0.00208,0.00208,-0.00623,0.108,0.00415,0.0166,0.0,0.00416,0.48
25,-0.0187,-0.0166,0.00415,-0.0166,-0.0125,0.71,-0.0312,-0.0104,-0.0249,-0.0353,-0.0312,-0.0249,-0.00208,0.509,-0.00623,-0.0353,-0.00208,-0.00208,0.00623,-0.0125,0.108,0.00623,0.0,0.00416,0.0125,0.5
26,-0.0145,-0.0208,5.55e-17,-0.0166,-0.0228,0.764,-0.027,-0.0145,-0.027,-0.0291,-0.0374,-0.0291,0.00415,0.471,-0.00831,-0.0291,0.00623,0.00623,-0.00208,0.00831,0.102,0.00623,0.00208,0.0125,0.00416,0.52
27,-0.0208,-0.0187,5.55e-17,-0.0228,-0.0353,0.818,-0.027,-0.0187,-0.0249,-0.0249,-0.0312,-0.027,0.00208,0.426,-0.00208,-0.0249,-0.00208,0.00208,-0.00208,0.0353,0.0935,0.00208,0.00831,0.00623,0.00623,0.54
28,-0.027,-0.0187,5.55e-17,-0.0228,-0.0374,0.893,-0.0291,-0.0125,-0.027,-0.0374,-0.0374,-0.027,0.00415,0.403,-0.00831,-0.0374,0.00623,0.00208,0.00623,0.0602,0.11,0.00623,0.0,0.00831,0.00416,0.56
29,-0.0208,-0.0208,5.55e-17,-0.0208,-0.0249,0.976,-0.0229,-0.0125,-0.0208,-0.0374,-0.0374,-0.0291,0.00208,0.405,-0.0145,-0.0374,0.0,0.00208,0.00208,0.0499,0.127,0.00623,0.0,0.0104,0.00416,0.58
30,-0.00831,-0.0145,0.00415,-0.0166,-0.0208,1.07,-0.0291,-0.0145,-0.0291,-0.0374,-0.0249,-0.0312,0.00623,0.405,-0.00623,-0.0374,-0.00208,-0.00208,0.00623,0.0499,0.15,0.00623,0.00416,0.00416,0.00416,0.6
31,-0.0104,-0.0166,0.00415,-0.0208,-0.00623,1.13,-0.0187,-0.0166,-0.0332,-0.0374,-0.0312,-0.0249,0.00415,0.393,-0.00208,-0.0374,0.00208,0.00416,-0.00415,0.0415,0.166,0.0104,0.00208,0.00416,-0.00208,0.62
32,-0.0125,-0.0187,5.55e-17,-0.0104,-0.00623,1.18,-0.0249,-0.0104,-0.0312,-0.027,-0.0291,-0.0249,0.00415,0.382,-0.00623,-0.027,0.00208,0.00623,0.00416,0.0353,0.172,0.00623,0.00416,0.00416,-0.00208,0.64
33,-0.0166,-0.0166,0.00208,-0.0208,-0.00208,1.24,-0.0229,-0.0104,-0.0249,-0.0332,-0.0312,-0.027,0.00415,0.376,-0.00831,-0.0332,0.0,0.0,0.00416,-0.00208,0.17,0.00208,0.00623,0.0104,0.00416,0.66
34,-0.0208,-0.0166,0.00208,-0.0187,-0.00623,1.3,-0.0187,-0.0125,-0.0166,-0.0312,-0.0312,-0.0312,-0.00623,0.376,-0.00831,-0.0312,0.0,0.0,-0.00415,-0.0249,0.164,0.00415,0.00208,0.00831,-0.00415,0.68
35,-0.0166,-0.0187,5.55e-17,-0.0228,-0.00208,0.858,-0.0312,-0.0166,-0.0291,-0.0312,-0.0332,-0.027,0.00623,0.388,-0.00831,-0.0312,-0.00208,0.0,-0.00623,-0.0332,0.133,0.00831,0.00416,0.0187,0.00416,0.7
36,-0.0249,-0.0145,-0.00208,-0.0208,-0.00416,0.326,-0.027,-0.0166,-0.027,-0.0332,-0.0353,-0.0249,0.00208,0.432,-0.0104,-0.0332,0.00415,0.00416,-0.00415,-0.0374,0.0956,0.00415,0.00623,0.00831,0.00208,0.72
37,-0.0145,-0.0208,0.00831,-0.0249,-0.00623,0.0893,-0.0249,-0.0166,-0.0229,-0.0332,-0.0353,-0.0312,-0.00208,0.503,-0.00623,-0.0332,-0.00208,0.00208,0.0,-0.0353,0.0644,0.0125,0.00208,0.00623,0.00208,0.74
38,-0.0104,-0.0166,0.00208,-0.027,-0.00831,0.0,-0.0229,-0.0145,-0.0187,-0.0332,-0.0332,-0.027,0.00623,0.623,-0.00623,-0.0332,0.00415,-0.00208,0.0,-0.0353,0.0353,0.00208,0.0,0.00831,0.0125,0.76
39,-0.00415,-0.0187,-0.00208,-0.0208,-0.0145,-0.0291,-0.0291,-0.0125,-0.0249,-0.0353,-0.0249,-0.0291,0.00831,0.733,-0.00415,-0.0353,-0.00208,0.00623,0.00208,-0.0312,0.0187,-0.00208,0.00208,0.00623,0.00831,0.78
40,0.00208,-0.0229,0.00208,-0.0166,-0.0145,-0.0457,-0.0249,-0.0104,-0.0291,-0.0395,-0.0291,-0.027,0.0,0.81,-0.00623,-0.0395,-0.00208,-0.00208,0.00831,-0.0312,0.0104,0.00208,0.00416,0.00831,0.00831,0.8
41,-0.00415,-0.0145,0.00623,-0.027,-0.0145,-0.0478,-0.0249,-0.0166,-0.0291,-0.0332,-0.0208,-0.0291,0.0,0.868,-0.0187,-0.0332,0.00623,0.0104,0.00831,-0.0353,0.0187,-0.00416,0.00623,0.00416,0.00831,0.82
42,0.00623,-0.0208,0.00415,-0.0249,-0.00831,-0.0499,-0.0249,-0.0125,-0.0291,-0.0332,-0.0332,-0.0208,-0.00416,0.877,-0.00623,-0.0332,0.00208,0.00416,-0.00208,-0.0415,0.054,-0.0104,0.00416,0.00831,0.00416,0.84
43,0.0104,-0.0229,5.55e-17,-0.0228,-0.0187,-0.0457,-0.0208,-0.0208,-0.027,-0.0312,-0.0187,-0.027,0.00623,0.779,-0.00831,-0.0312,0.00415,0.00208,-0.00208,-0.0415,0.0935,-0.00208,0.0,0.00208,0.0,0.86
44,0.0104,-0.0229,0.00623,-0.027,-0.0125,-0.0436,-0.027,-0.0166,-0.0249,-0.0353,-0.027,-0.0229,0.0,0.688,-0.0125,-0.0353,0.00208,0.00208,-0.00208,-0.0478,0.12,-0.00831,0.00208,0.0125,0.00208,0.88
45,0.00831,-0.0249,0.00208,-0.027,-0.0125,-0.0519,-0.0229,-0.0166,-0.0291,-0.0312,-0.0229,-0.0291,0.00415,0.646,-0.00623,-0.0312,0.00208,0.00208,0.0,-0.0478,0.137,0.0,-0.00208,0.0104,0.00208,0.9
46,0.00623,-0.0229,0.00415,-0.0249,-0.0104,-0.0519,-0.0208,-0.0104,-0.0249,-0.0332,-0.0249,-0.0291,0.00831,0.59,-0.0104,-0.0332,-0.00208,0.0104,0.0,-0.0519,0.152,-0.00208,0.00416,0.00831,0.00416,0.92
47,0.00208,-0.0166,0.00208,-0.0249,-0.0104,-0.054,-0.0291,-0.0208,-0.027,-0.0291,-0.0249,-0.0249,0.00623,0.526,-0.00208,-0.0291,0.0,0.0104,0.0,-0.0478,0.152,-0.00416,0.00208,0.00208,0.0,0.94
48,0.00416,-0.0187,-0.00208,-0.0228,0.0125,-0.0561,-0.0187,-0.0166,-0.0291,-0.0374,-0.0291,-0.0332,-0.00623,0.478,-0.00831,-0.0374,0.00208,0.00623,-0.00415,-0.0436,0.156,0.00415,-0.00415,0.00623,0.00831,0.96
49,-0.0125,-0.0125,5.55e-17,-0.0208,0.0478,-0.0499,-0.0208,-0.0208,-0.0291,-0.0415,-0.0291,-0.0312,0.0,0.467,-0.00831,-0.0415,0.00415,0.00208,0.0,-0.0457,0.16,0.0,-0.00831,0.00416,0.0104,0.98
50,-0.00831,-0.0166,0.00208,-0.0166,0.0852,-0.0457,-0.027,-0.0145,-0.0332,-0.0374,-0.0249,-0.0332,-0.00208,0.451,-0.00415,-0.0374,0.00208,0.00623,-0.00208,-0.0436,0.174,-0.00416,-0.00415,0.00831,0.00831,1.0
51,-0.0125,-0.0145,-0.00416,-0.0187,0.116,-0.0499,-0.0332,-0.0145,-0.0312,-0.0395,-0.0291,-0.0312,0.00208,0.451,-0.00831,-0.0395,0.0,0.00623,0.00208,-0.0415,0.189,0.0,0.00208,0.0145,0.00831,1.02
52,-0.0125,-0.0145,0.00208,-0.0249,0.16,-0.0499,-0.0312,-0.0208,-0.0332,-0.0332,-0.0291,-0.0353,0.00208,0.449,-0.00415,-0.0332,-0.00208,0.0,0.00416,-0.0478,0.201,0.00208,-0.00208,0.00831,0.0,1.04
53,-0.0166,-0.0187,-0.00208,-0.0166,0.185,-0.0582,-0.0249,-0.0145,-0.0353,-0.0374,-0.0291,-0.0312,-0.00623,0.455,-0.00831,-0.0374,0.00208,0.00416,0.0,-0.0457,0.204,0.00208,-0.00208,0.00831,0.0104,1.06
54,-0.0208,-0.027,0.00208,-0.0228,0.204,-0.0478,-0.0187,-0.0166,-0.0291,-0.0332,-0.0291,-0.027,0.0,0.453,-0.0145,-0.0332,0.00623,0.00416,0.00416,-0.0374,0.222,0.00623,-0.00831,0.00831,0.00831,1.08
55,-0.0208,-0.0187,0.00208,-0.0228,0.21,-0.0582,-0.0291,-0.0125,-0.0249,-0.0291,-0.027,-0.0353,0.0,0.457,-0.0145,-0.0291,0.00208,0.00831,-0.00208,-0.0457,0.231,0.00623,-0.0104,0.00623,0.0125,1.1
56,-0.0166,-0.0104,5.55e-17,-0.0249,0.204,-0.0519,-0.0249,-0.0145,-0.0291,-0.0332,-0.0312,-0.0291,0.00623,0.461,-0.0125,-0.0332,0.0,0.0,-0.00415,-0.0457,0.231,0.0104,-0.0208,0.00416,0.00831,1.12
57,-0.0208,-0.0229,-0.00208,-0.0291,0.166,-0.0519,-0.027,-0.0125,-0.0166,-0.0332,-0.0312,-0.0374,0.00208,0.459,-0.00208,-0.0332,-0.00623,0.0,-0.00623,-0.0457,0.235,0.0,-0.0166,0.00416,0.00208,1.14
58,-0.0104,-0.0208,-0.00831,-0.0228,0.11,-0.0478,-0.0166,-0.00623,-0.0291,-0.0395,-0.0332,-0.0332,0.00415,0.461,-0.00415,-0.0395,0.00415,0.0,-0.0145,-0.0415,0.243,-0.00208,-0.0104,0.00623,0.00831,1.16
59,-0.0208,-0.0208,0.00415,-0.027,0.0831,-0.0519,-0.0249,-0.0166,-0.0208,-0.0332,-0.0332,-0.0374,0.00623,0.471,-0.00208,-0.0332,-0.00208,-0.00415,-0.0145,-0.0374,0.255,0.00831,-0.0228,0.00831,0.00831,1.18
60,-0.0229,-0.0208,-0.00208,-0.0291,0.0769,-0.054,-0.0312,-0.0145,-0.027,-0.0332,-0.0312,-0.0332,0.00208,0.478,-0.00831,-0.0332,0.00415,-0.00831,-0.0145,-0.0353,0.266,0.0395,-0.0166,0.00831,0.00623,1.2
61,-0.0208,-0.0208,-0.00416,-0.0228,0.112,-0.0519,-0.0229,-0.0187,-0.0249,-0.0436,-0.0291,-0.0229,0.0,0.484,-0.00208,-0.0436,0.00208,-0.00623,-0.0166,-0.0395,0.287,0.0602,-0.0208,0.0104,0.00831,1.22
62,-0.0104,-0.0249,-0.00831,-0.0249,0.168,-0.0415,-0.0187,-0.0208,-0.0249,-0.0457,-0.027,-0.0291,0.00831,0.494,-0.00208,-0.0457,0.00623,-0.00831,-0.0104,-0.0415,0.264,0.0914,-0.0249,0.0104,0.0104,1.24
63,-0.0187,-0.0187,-0.0208,-0.0208,0.199,-0.0374,-0.027,-0.0229,-0.027,-0.054,-0.0208,-0.0332,-0.00208,0.503,-0.00623,-0.054,0.00415,-0.00831,-0.0125,-0.0395,0.245,0.118,-0.0166,0.0104,0.00416,1.26
64,-0.0125,-0.0145,-0.0229,-0.0228,0.191,-0.0374,-0.027,-0.0145,-0.0415,-0.0561,-0.0332,-0.0312,0.00208,0.503,-0.00623,-0.0561,0.00415,-0.0145,-0.00623,-0.0374,0.249,0.152,-0.0166,0.00831,0.0145,1.28
65,-0.0166,-0.0125,-0.0145,-0.0187,0.152,-0.0353,-0.0229,-0.0125,-0.0395,-0.054,-0.0332,-0.027,-0.0104,0.515,-0.00415,-0.054,0.00415,-0.0166,0.00831,-0.0353,0.264,0.195,-0.0166,0.0125,0.0104,1.3
66,-0.0187,-0.0125,-0.027,-0.0187,0.0914,-0.0395,-0.0187,-0.0166,-0.0353,-0.054,-0.0249,-0.0374,0.0,0.532,-0.00831,-0.054,0.00831,-0.0228,0.00208,-0.0395,0.276,0.26,-0.0228,0.00831,0.0145,1.32
67,-0.0125,-0.0125,-0.0229,-0.0187,0.0374,-0.0478,-0.0249,-0.00831,-0.0395,-0.0644,-0.0291,-0.0353,0.00415,0.548,-0.00831,-0.0644,0.0104,-0.0187,-0.00208,0.00415,0.291,0.316,-0.0187,0.0145,0.0145,1.34
68,-0.0249,-0.0104,-0.0187,-0.0187,0.0,-0.0436,-0.0249,-0.00831,-0.0353,-0.0644,-0.0332,-0.0374,0.00415,0.573,-0.00831,-0.0644,0.00415,-0.0228,-0.00415,0.0976,0.307,0.341,-0.0249,0.00623,0.027,1.36
69,-0.0166,-0.00831,-0.0229,-0.0228,-0.00208,-0.0415,-0.027,-0.0104,-0.0353,-0.0602,-0.027,-0.0332,0.00208,0.619,-0.00623,-0.0602,-0.00208,-0.0208,-0.00415,0.179,0.318,0.345,-0.0208,0.00831,0.11,1.38
70,-0.0125,-0.0125,-0.0312,-0.0208,0.00623,-0.0332,-0.0249,-0.0125,-0.0395,-0.0644,-0.027,-0.0374,0.00831,0.671,-0.00831,-0.0644,0.0,-0.0208,0.0,0.258,0.336,0.372,-0.0208,0.0104,0.191,1.4
71,-0.0166,-0.00831,-0.0187,-0.0208,0.0374,-0.0457,-0.027,-0.0145,-0.0395,-0.0644,-0.027,-0.0353,0.00623,0.706,-0.0104,-0.0644,0.0,-0.027,-0.00415,0.282,0.351,0.428,-0.0166,0.0104,0.224,1.42
72,-0.0145,5.55e-17,-0.0249,-0.0228,0.0955,-0.0415,-0.0249,-0.0145,-0.0249,-0.0644,-0.0229,-0.0353,0.00623,0.748,-0.0104,-0.0644,0.0,-0.0228,-0.00831,0.291,0.357,0.484,-0.0208,0.00831,0.241,1.44
73,-0.0208,5.55e-17,-0.0291,-0.0249,0.162,-0.0415,-0.0249,-0.0145,-0.0187,-0.0623,-0.0312,-0.0415,-0.00416,0.793,-0.00831,-0.0623,-0.00623,-0.0332,-0.0104,0.295,0.363,0.517,-0.0125,0.00623,0.255,1.46
74,-0.0145,-0.00623,-0.0249,-0.0208,0.228,-0.0436,-0.0229,-0.0145,-0.0249,-0.0623,-0.0229,-0.0457,0.00208,0.827,-0.00831,-0.0623,-0.00208,-0.0187,-0.00208,0.295,0.341,0.555,-0.0145,0.00831,0.264,1.48
75,-0.0145,-0.00623,-0.0291,-0.0249,0.274,-0.0499,-0.027,-0.0104,-0.0249,-0.0665,-0.0291,-0.0436,-0.00416,0.852,-0.00415,-0.0665,-0.00208,-0.027,-0.00831,0.314,0.334,0.596,-0.0145,0.0145,0.243,1.5
76,-0.0229,-0.00831,-0.0312,-0.0208,0.307,-0.0353,-0.0249,-0.0104,-0.0208,-0.0623,-0.027,-0.0519,0.0,0.885,-0.0125,-0.0623,-0.00623,-0.0291,0.0,0.326,0.349,0.642,-0.0145,0.0104,0.17,1.52
77,-0.0208,-0.0145,-0.0249,-0.0249,0.326,-0.0395,-0.0187,-0.00623,-0.0229,-0.0665,-0.0291,-0.0582,0.00415,0.926,-0.00623,-0.0665,-0.00623,-0.0332,-0.00208,0.355,0.382,0.673,-0.0166,0.00623,0.104,1.54
78,-0.0166,-0.0104,-0.0208,-0.0228,0.33,-0.0374,-0.0187,-0.0166,-0.0312,-0.0665,-0.0332,-0.0582,0.00831,0.987,-0.00831,-0.0665,0.00208,-0.0187,-0.00208,0.393,0.422,0.685,-0.0145,0.0104,0.102,1.56
79,-0.0145,-0.0104,-0.0187,-0.0187,0.347,-0.0332,-0.0208,-0.0249,-0.0312,-0.0789,-0.027,-0.0623,0.00623,1.06,-0.00623,-0.0789,-0.00623,-0.0291,-0.00415,0.413,0.457,0.679,-0.0145,0.0104,0.168,1.58
80,-0.0187,-0.00831,-0.0166,-0.0208,0.368,-0.0332,-0.0249,-0.0125,-0.0249,-0.0706,-0.0332,-0.0602,0.00415,1.12,-0.00623,-0.0706,-0.00831,-0.0166,-0.00208,0.459,0.484,0.663,-0.0145,0.00416,0.231,1.6
81,-0.0208,-0.0104,0.00415,-0.0228,0.386,-0.0312,-0.0291,-0.0145,-0.00831,-0.0706,-0.0312,-0.0623,0.00208,1.13,-0.00415,-0.0706,-0.00416,-0.0249,-0.0104,0.496,0.484,0.677,-0.0104,-0.00208,0.268,1.62
82,-0.0187,-0.0104,0.0893,-0.0187,0.415,-0.0312,-0.0249,-0.0125,0.0312,-0.0748,-0.0312,-0.0623,0.00831,1.15,-0.00831,-0.0748,-0.0104,-0.0228,-0.00208,0.532,0.451,0.71,-0.0104,0.0104,0.293,1.64
83,-0.0166,-0.0125,0.177,-0.0208,0.459,-0.0332,-0.0166,-0.0187,0.0769,-0.0748,-0.0291,-0.0623,0.00623,1.18,-0.00623,-0.0748,-0.00416,-0.0249,0.0166,0.557,0.384,0.717,-0.0125,0.0104,0.314,1.66
84,-0.0208,-0.0104,0.241,-0.0332,0.486,-0.0312,-0.0187,-0.0125,0.102,-0.0727,-0.0332,-0.0706,0.0,1.21,-0.00415,-0.0727,-0.00623,-0.0228,0.0561,0.58,0.378,0.65,-0.0166,0.00623,0.309,1.68
85,-0.00831,-0.00831,0.272,-0.0228,0.505,-0.0415,-0.027,-0.0125,0.108,-0.0727,-0.0249,-0.0686,0.0,1.26,-0.00415,-0.0727,0.0,-0.0249,0.0831,0.598,0.405,0.538,-0.0125,0.0104,0.287,1.7
86,-0.00831,-0.00831,0.291,-0.0208,0.526,-0.0353,-0.027,-0.0166,0.116,-0.0789,-0.0249,-0.0706,-0.00208,1.34,-0.0125,-0.0789,-0.00416,-0.0249,0.0976,0.571,0.461,0.422,-0.0187,0.0125,0.274,1.72
87,-0.0125,-0.0125,0.314,-0.0249,0.542,-0.0395,-0.0229,-0.0187,0.141,-0.0769,-0.0229,-0.0665,0.00208,1.32,-0.0145,-0.0769,-0.00416,-0.0187,0.108,0.532,0.521,0.422,-0.0166,0.00208,0.287,1.74
88,-0.0125,-0.00623,0.328,-0.0228,0.563,-0.0395,-0.0208,-0.0166,0.177,-0.0727,-0.0332,-0.0623,0.0,0.648,-0.00623,-0.0727,-0.00416,-0.0353,0.127,0.482,0.569,0.505,-0.0166,0.00831,0.314,1.76
89,-0.0208,-0.0104,0.339,-0.0166,0.582,-0.0395,-0.0208,-0.0125,0.191,-0.081,-0.027,-0.0706,0.00208,0.253,-0.0145,-0.081,-0.00416,-0.0249,0.129,0.447,0.584,0.538,-0.0166,0.00623,0.345,1.78
90,-0.0125,-0.0104,0.345,-0.0187,0.602,-0.0353,-0.0208,-0.00831,0.168,-0.0769,-0.0332,-0.0706,0.0,0.0893,-0.0104,-0.0769,-0.00416,-0.0187,0.123,0.48,0.548,0.501,-0.0125,0.0104,0.374,1.8
91,-0.0208,-0.0125,0.345,-0.0166,0.619,-0.0374,-0.0291,-0.0104,0.116,-0.0727,-0.0332,-0.0602,0.0,0.0353,-0.0104,-0.0727,0.00415,-0.0187,0.147,0.532,0.482,0.453,-0.0208,0.0104,0.372,1.82
92,-0.0166,-0.0166,0.339,-0.0249,0.623,-0.0353,-0.0229,-0.0145,0.0852,-0.0748,-0.027,-0.0602,0.00415,0.0125,-0.0187,-0.0748,0.00208,-0.0332,0.15,0.563,0.457,0.459,-0.0187,0.0104,0.343,1.84
93,-0.0125,-0.0187,0.326,-0.0228,0.631,-0.0436,-0.0249,-0.0104,0.0997,-0.0769,-0.0249,-0.0644,0.0,0.00415,-0.0249,-0.0769,-0.00416,-0.0208,0.145,0.557,0.469,0.511,-0.0166,0.0104,0.326,1.86
94,-0.0145,-0.0104,0.312,-0.0249,0.638,-0.0332,-0.0249,-0.0166,0.127,-0.0685,-0.0332,-0.0665,-0.00416,-0.00831,-0.027,-0.0685,-0.00208,-0.0249,0.154,0.492,0.484,0.6,0.00416,0.0374,0.322,1.88
95,-0.0208,-0.00415,0.291,-0.0228,0.636,-0.0415,-0.0229,-0.00416,0.133,-0.0706,-0.0291,-0.0644,0.0,0.0,-0.0291,-0.0706,-0.00623,-0.0249,0.154,0.405,0.492,0.754,0.0748,0.0997,0.347,1.9
96,-0.0187,0.0602,0.235,-0.0228,0.629,-0.0374,-0.0249,-0.00831,0.447,-0.0706,-0.0249,-0.0602,0.00623,-0.00831,-0.0374,-0.0706,-0.0125,-0.0166,0.162,0.366,0.544,0.877,0.0852,0.17,0.353,1.92
97,-0.0166,0.0956,0.212,-0.0208,0.621,-0.0374,-0.0208,-0.0187,0.717,-0.0727,-0.0291,-0.0686,0.0104,-0.00208,-0.0291,-0.0727,-0.0104,-0.0187,0.156,0.39,0.627,0.962,0.0956,0.214,0.37,1.94
