,S1_Pre,S1_T1,S1_T2,S1_T3,S1_T4,S1_T5,S1_T5_2,S2_Pre,S2_T1,S2_T2,S2_T3,S2_T4,S2_T5,S3_Pre,S3_T1,S3_T2,S3_T3,S3_T4,S3_T5,S4_Pre,S4_T1_V2,S4_T2,S4_T3,S4_T4,S4_T5,Time
1178,,0.933,,,,,,,,,,,,,,,,,,,,,,,,23.6
1179,,0.966,,,,,,,,,,,,,,,,,,,,,,,,23.6
1180,,0.91,,,,,,,,,,,,,,,,,,,,,,,,23.6
1181,,0.802,,,,,,,,,,,,,,,,,,,,,,,,23.6
1182,,0.69,,,,,,,,,,,,,,,,,,,,,,,,23.6
1183,,0.592,,,,,,,,,,,,,,,,,,,,,,,,23.7
1184,,0.523,,,,,,,,,,,,,,,,,,,,,,,,23.7
1185,,0.432,,,,,,,,,,,,,,,,,,,,,,,,23.7
1186,,0.359,,,,,,,,,,,,,,,,,,,,,,,,23.7
1187,,0.357,,,,,,,,,,,,,,,,,,,,,,,,23.7
1188,,0.422,,,,,,,,,,,,,,,,,,,,,,,,23.8
1189,,0.463,,,,,,,,,,,,,,,,,,,,,,,,23.8
1190,,0.469,,,,,,,,,,,,,,,,,,,,,,,,23.8
1191,,0.442,,,,,,,,,,,,,,,,,,,,,,,,23.8
1192,,0.432,,,,,,,,,,,,,,,,,,,,,,,,23.8
1193,,0.474,,,,,,,,,,,,,,,,,,,,,,,,23.9
1194,,0.526,,,,,,,,,,,,,,,,,,,,,,,,23.9
1195,,0.555,,,,,,,,,,,,,,,,,,,,,,,,23.9
1196,,0.513,,,,,,,,,,,,,,,,,,,,,,,,23.9
1197,,0.455,,,,,,,,,,,,,,,,,,,,,,,,23.9
1198,,0.476,,,,,,,,,,,,,,,,,,,,,,,,24.0
1199,,0.519,,,,,,,,,,,,,,,,,,,,,,,,24.0
1200,,0.509,,,,,,,,,,,,,,,,,,,,,,,,24.0
1201,,0.486,,,,,,,,,,,,,,,,,,,,,,,,24.0
1202,,0.48,,,,,,,,,,,,,,,,,,,,,,,,24.0
1203,,0.449,,,,,,,,,,,,,,,,,,,,,,,,24.1
1204,,0.461,,,,,,,,,,,,,,,,,,,,,,,,24.1
1205,,0.469,,,,,,,,,,,,,,,,,,,,,,,,24.1
1206,,0.509,,,,,,,,,,,,,,,,,,,,,,,,24.1
1207,,0.557,,,,,,,,,,,,,,,,,,,,,,,,24.1
1208,,0.6,,,,,,,,,,,,,,,,,,,,,,,,24.2
1209,,0.617,,,,,,,,,,,,,,,,,,,,,,,,24.2
1210,,0.642,,,,,,,,,,,,,,,,,,,,,,,,24.2
1211,,0.658,,,,,,,,,,,,,,,,,,,,,,,,24.2
1212,,0.675,,,,,,,,,,,,,,,,,,,,,,,,24.2
1213,,0.725,,,,,,,,,,,,,,,,,,,,,,,,24.3
1214,,0.843,,,,,,,,,,,,,,,,,,,,,,,,24.3
1215,,0.928,,,,,,,,,,,,,,,,,,,,,,,,24.3
1216,,0.974,,,,,,,,,,,,,,,,,,,,,,,,24.3
1217,,1.01,,,,,,,,,,,,,,,,,,,,,,,,24.3
1218,,1.04,,,,,,,,,,,,,,,,,,,,,,,,24.4
1219,,1.08,,,,,,,,,,,,,,,,,,,,,,,,24.4
1220,,1.11,,,,,,,,,,,,,,,,,,,,,,,,24.4
1221,,0.59,,,,,,,,,,,,,,,,,,,,,,,,24.4
1222,,0.212,,,,,,,,,,,,,,,,,,,,,,,,24.4
1223,,0.0602,,,,,,,,,,,,,,,,,,,,,,,,24.5
1224,,0.00623,,,,,,,,,,,,,,,,,,,,,,,,24.5
1225,,-0.0104,,,,,,,,,,,,,,,,,,,,,,,,24.5
1226,,-0.027,,,,,,,,,,,,,,,,,,,,,,,,24.5
1227,,-0.0291,,,,,,,,,,,,,,,,,,,,,,,,24.5
1228,,-0.0312,,,,,,,,,,,,,,,,,,,,,,,,24.6
1229,,-0.0312,,,,,,,,,,,,,,,,,,,,,,,,24.6
1230,,-0.0229,,,,,,,,,,,,,,,,,,,,,,,,24.6
1231,,-0.0332,,,,,,,,,,,,,,,,,,,,,,,,24.6
1232,,-0.0291,,,,,,,,,,,,,,,,,,,,,,,,24.6
1233,,-0.0374,,,,,,,,,,,,,,,,,,,,,,,,24.7
1234,,-0.0332,,,,,,,,,,,,,,,,,,,,,,,,24.7
1235,,-0.027,,,,,,,,,,,,,,,,,,,,,,,,24.7
1236,,-0.027,,,,,,,,,,,,,,,,,,,,,,,,24.7
1237,,-0.0353,,,,,,,,,,,,,,,,,,,,,,,,24.7
1238,,-0.0312,,,,,,,,,,,,,,,,,,,,,,,,24.8
1239,,-0.027,,,,,,,,,,,,,,,,,,,,,,,,24.8
1240,,-0.0291,,,,,,,,,,,,,,,,,,,,,,,,24.8
1241,,-0.0291,,,,,,,,,,,,,,,,,,,,,,,,24.8
1242,,-0.0312,,,,,,,,,,,,,,,,,,,,,,,,24.8
1243,,-0.027,,,,,,,,,,,,,,,,,,,,,,,,24.9
1244,,-0.027,,,,,,,,,,,,,,,,,,,,,,,,24.9
1245,,-0.0395,,,,,,,,,,,,,,,,,,,,,,,,24.9
1246,,-0.0229,,,,,,,,,,,,,,,,,,,,,,,,24.9
1247,,-0.0332,,,,,,,,,,,,,,,,,,,,,,,,24.9
1248,,-0.0312,,,,,,,,,,,,,,,,,,,,,,,,25.0
1249,,-0.0374,,,,,,,,,,,,,,,,,,,,,,,,25.0
1250,,-0.0374,,,,,,,,,,,,,,,,,,,,,,,,25.0
1251,,-0.0353,,,,,,,,,,,,,,,,,,,,,,,,25.0
1252,,-0.0312,,,,,,,,,,,,,,,,,,,,,,,,25.0
1253,,-0.0291,,,,,,,,,,,,,,,,,,,,,,,,25.1
1254,,-0.0291,,,,,,,,,,,,,,,,,,,,,,,,25.1
1255,,-0.0353,,,,,,,,,,,,,,,,,,,,,,,,25.1
1256,,-0.027,,,,,,,,,,,,,,,,,,,,,,,,25.1
1257,,-0.0353,,,,,,,,,,,,,,,,,,,,,,,,25.1
1258,,-0.0312,,,,,,,,,,,,,,,,,,,,,,,,25.2
1259,,-0.0291,,,,,,,,,,,,,,,,,,,,,,,,25.2
1260,,-0.0312,,,,,,,,,,,,,,,,,,,,,,,,25.2
1261,,-0.0332,,,,,,,,,,,,,,,,,,,,,,,,25.2
1262,,-0.0436,,,,,,,,,,,,,,,,,,,,,,,,25.2
1263,,-0.0332,,,,,,,,,,,,,,,,,,,,,,,,25.3
1264,,-0.0229,,,,,,,,,,,,,,,,,,,,,,,,25.3
1265,,-0.0208,,,,,,,,,,,,,,,,,,,,,,,,25.3
1266,,-0.0208,,,,,,,,,,,,,,,,,,,,,,,,25.3
1267,,-0.0187,,,,,,,,,,,,,,,,,,,,,,,,25.3
1268,,-0.027,,,,,,,,,,,,,,,,,,,,,,,,25.4
1269,,-0.0208,,,,,,,,,,,,,,,,,,,,,,,,25.4
1270,,-0.027,,,,,,,,,,,,,,,,,,,,,,,,25.4
1271,,-0.0353,,,,,,,,,,,,,,,,,,,,,,,,25.4
1272,,-0.0291,,,,,,,,,,,,,,,,,,,,,,,,25.4
1273,,-0.0291,,,,,,,,,,,,,,,,,,,,,,,,25.5
1274,,-0.0229,,,,,,,,,,,,,,,,,,,,,,,,25.5
1275,,-0.0291,,,,,,,,,,,,,,,,,,,,,,,,25.5
1276,,-0.0332,,,,,,,,,,,,,,,,,,,,,,,,25.5
1277,,-0.0291,,,,,,,,,,,,,,,,,,,,,,,,25.5
1278,,-0.0332,,,,,,,,,,,,,,,,,,,,,,,,25.6
1279,,-0.027,,,,,,,,,,,,,,,,,,,,,,,,25.6
1280,,-0.027,,,,,,,,,,,,,,,,,,,,,,,,25.6
1281,,-0.0312,,,,,,,,,,,,,,,,,,,,,,,,25.6
1282,,-0.0291,,,,,,,,,,,,,,,,,,,,,,,,25.6
1283,,-0.0332,,,,,,,,,,,,,,,,,,,,,,,,25.7
1284,,-0.0457,,,,,,,,,,,,,,,,,,,,,,,,25.7
1285,,-0.0249,,,,,,,,,,,,,,,,,,,,,,,,25.7
1286,,-0.0312,,,,,,,,,,,,,,,,,,,,,,,,25.7
1287,,-0.0249,,,,,,,,,,,,,,,,,,,,,,,,25.7
1288,,-0.0312,,,,,,,,,,,,,,,,,,,,,,,,25.8
1289,,-0.0312,,,,,,,,,,,,,,,,,,,,,,,,25.8
1290,,-0.0229,,,,,,,,,,,,,,,,,,,,,,,,25.8
1291,,-0.0332,,,,,,,,,,,,,,,,,,,,,,,,25.8
1292,,-0.0312,,,,,,,,,,,,,,,,,,,,,,,,25.8
1293,,-0.0291,,,,,,,,,,,,,,,,,,,,,,,,25.9
1294,,-0.0229,,,,,,,,,,,,,,,,,,,,,,,,25.9
1295,,-0.0353,,,,,,,,,,,,,,,,,,,,,,,,25.9
1296,,-0.0291,,,,,,,,,,,,,,,,,,,,,,,,25.9
1297,,-0.027,,,,,,,,,,,,,,,,,,,,,,,,25.9
1298,,-0.0312,,,,,,,,,,,,,,,,,,,,,,,,26.0
1299,,-0.0332,,,,,,,,,,,,,,,,,,,,,,,,26.0
1300,,-0.0291,,,,,,,,,,,,,,,,,,,,,,,,26.0
1301,,-0.0291,,,,,,,,,,,,,,,,,,,,,,,,26.0
1302,,-0.0291,,,,,,,,,,,,,,,,,,,,,,,,26.0
1303,,-0.0312,,,,,,,,,,,,,,,,,,,,,,,,26.1
1304,,-0.0291,,,,,,,,,,,,,,,,,,,,,,,,26.1
1305,,-0.0332,,,,,,,,,,,,,,,,,,,,,,,,26.1
1306,,-0.0291,,,,,,,,,,,,,,,,,,,,,,,,26.1
1307,,-0.0291,,,,,,,,,,,,,,,,,,,,,,,,26.1
1308,,-0.0291,,,,,,,,,,,,,,,,,,,,,,,,26.2
1309,,-0.0312,,,,,,,,,,,,,,,,,,,,,,,,26.2
1310,,-0.0291,,,,,,,,,,,,,,,,,,,,,,,,26.2
1311,,-0.0291,,,,,,,,,,,,,,,,,,,,,,,,26.2
1312,,-0.0291,,,,,,,,,,,,,,,,,,,,,,,,26.2
1313,,-0.0353,,,,,,,,,,,,,,,,,,,,,,,,26.3
1314,,-0.0291,,,,,,,,,,,,,,,,,,,,,,,,26.3
